DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
470|6352|E|1|2012|59.6|37.1|124|2.62|199|3.29
470|6352|E|2|2012|52.7|48.1|106|2.59|184|3.24
470|6352|E|1|2013|65.3|43.1|109|2.68|190|3.35
470|6352|E|2|2013|50.3|47.5|99|2.73|171|3.42
470|6362|E|1|2011|72.7|62.1|169|2.26|282|2.83
470|6362|E|2|2011|67.4|62.5|160|2.15|273|2.69
470|6362|E|1|2012|74.1|53|183|2.27|324|2.84
470|6362|E|2|2012|72.2|68.6|175|2.16|316|2.71
470|6362|E|1|2013|72|68.8|93|2.92|157|3.66
470|6362|E|2|2013|67.8|67.8|87|2.85|152|3.57
470|6418|H|1|2011|7.3|5.6|18|7.49|42|9.39
470|6418|H|2|2011|60|52.9|18|7|42|8.77
470|6418|H|1|2012|9.7|11.1|9|10.71|32|13.42
470|6418|H|2|2012|43.3|50|10|12.25|31|15.35
470|6418|H|1|2013|0|0|10|6.76|14|8.48
470|6418|H|2|2013|50|44.4|9|11.13|14|13.94
470|6492|E|1|2011|59.4|42.6|108|2.73|170|3.42
470|6492|E|2|2011|50.7|45|81|3.13|137|3.92
470|6492|E|1|2012|71.6|50.5|109|2.49|172|3.12
470|6492|E|2|2012|54.7|58|81|2.84|149|3.56
470|6492|E|1|2013|57.9|39|105|2.78|197|3.48
470|6492|E|2|2013|55.1|54.3|81|3.1|147|3.88
2690|6500|E|1|2011|60.1|37.5|80|2.79|143|3.49
2690|6500|E|2|2011|57.3|32.9|79|2.75|143|3.45
2690|6500|E|1|2012|46.3|19.1|68|3.04|134|3.81
2690|6500|E|2|2012|51.1|35.8|68|3.4|132|4.27
2690|6500|E|1|2013|37.4|20.3|74|2.61|139|3.27
2690|6500|E|2|2013|50.4|31|71|2.7|133|3.39
1040|6524|M|1|2011|76.3|50.5|324|1.55|360|1.94
1040|6524|M|2|2011|89.1|80.7|324|1.69|360|2.12
1040|6524|M|1|2012|76.1|57.7|371|1.46|381|1.83
1040|6524|M|2|2012|91.9|86.3|371|1.45|381|1.82
1040|6524|M|1|2013|77.1|55.5|375|1.47|385|1.84
1040|6524|M|2|2013|87.3|80.3|375|1.46|385|1.83
1040|6533|M|1|2011|70.6|49.3|1001|0.85|1148|1.07
1040|6533|M|2|2011|83.9|77.9|1000|0.9|1147|1.13
1040|6533|M|1|2012|67.1|40.6|993|0.88|1088|1.11
1040|6533|M|2|2012|83.5|77.8|989|0.93|1085|1.16
1040|6533|M|1|2013|71.8|44.3|975|0.87|1093|1.09
1040|6533|M|2|2013|85.1|79.6|977|0.92|1095|1.15
470|6599|E|1|2011|74.2|60.7|201|1.88|260|2.35
470|6599|E|2|2011|80.4|70.1|201|2.03|260|2.54
470|6599|M|2|2011|71.5|72.3|213|1.9|260|2.38
470|6599|M|1|2011|62.5|59.6|213|1.66|261|2.08
470|6599|E|1|2012|70.9|57|228|1.74|278|2.19
470|6599|M|1|2012|58|51.2|244|1.67|276|2.1
470|6599|E|2|2012|79.3|73.1|227|1.72|276|2.15
470|6599|M|2|2012|80.1|78.3|244|1.86|276|2.33
470|6599|M|1|2013|68|57|393|1.29|459|1.62
470|6599|M|2|2013|78.5|79|391|1.36|455|1.71
2690|6669|E|1|2011|75|48.7|78|3.21|132|4.02
2690|6669|E|2|2011|83.5|73.1|78|3.19|133|4
2690|6669|E|1|2012|75.8|44|75|2.85|128|3.57
2690|6669|E|2|2012|75.4|69.3|75|3.25|126|4.07
2690|6669|E|1|2013|79.1|56.8|74|2.72|115|3.41
2690|6669|E|2|2013|78.2|75.7|74|3.02|119|3.78
1040|6785|M|1|2011|72.7|51|587|1.12|684|1.41
1040|6785|M|2|2011|89.2|84.1|587|1.16|686|1.45
1040|6785|M|1|2012|66.9|45.3|502|1.26|601|1.58
1040|6785|M|2|2012|86.6|76|501|1.28|602|1.6
1040|6785|M|1|2013|72.4|47.2|536|1.26|634|1.58
1040|6785|M|2|2013|86.8|79.5|533|1.24|630|1.55
2690|6844|E|1|2011|59.1|52.6|78|3.22|132|4.03
2690|6844|E|2|2011|59.3|40.8|76|3.07|135|3.85
2690|6844|E|1|2012|61.8|40.7|81|3.24|136|4.06
2690|6844|E|2|2012|66.9|61.7|81|3.16|136|3.96
2690|6844|E|1|2013|56.5|39.3|107|2.83|193|3.55
2690|6844|E|2|2013|61|43|107|2.65|195|3.33
1040|7114|M|1|2011|69.9|51.9|784|0.97|907|1.22
1040|7114|M|2|2011|83|77.1|783|1.03|910|1.28
1040|7114|M|1|2012|67.8|51.9|761|1.01|891|1.27
1040|7114|M|2|2012|82.5|74.4|759|1.06|889|1.33
1040|7114|M|1|2013|67.5|47.4|776|1.04|945|1.3
1040|7114|M|2|2013|80.6|76.4|775|1.05|945|1.31
2690|7146|H|1|2011|11|8.9|428|1.32|524|1.66
2690|7146|H|2|2011|59.1|62.3|426|1.42|522|1.78
2690|7146|H|1|2012|8.3|4.9|458|1.25|569|1.57
2690|7146|H|2|2012|49.1|46.8|455|1.3|564|1.63
2690|7146|H|1|2013|5.5|3.6|447|1.27|532|1.59
2690|7146|H|2|2013|49.4|53.3|443|1.37|528|1.72
2690|7268|E|1|2011|75.2|65.3|124|2.3|206|2.88
2690|7268|E|2|2011|71.6|57.6|125|2.52|208|3.15
2690|7268|E|1|2012|75.7|59.1|115|2.45|202|3.07
2690|7268|E|2|2012|75.6|64|114|2.83|201|3.55
2690|7268|E|1|2013|80.9|55.9|93|2.99|152|3.75
2690|7268|E|2|2013|72.8|62.4|93|2.77|151|3.48
2690|7351|E|1|2011|70.1|71.7|60|3.25|97|4.07
2690|7351|E|2|2011|70.8|59|61|3.84|96|4.81
2690|7351|E|1|2012|45.2|8.7|64|3.7|102|4.63
2690|7351|E|2|2012|52.5|31.7|63|3.68|101|4.62
2690|7351|E|1|2013|65.1|53.7|54|3.97|106|4.97
2690|7351|E|2|2013|73.6|73.5|68|3.67|106|4.6
470|7365|H|1|2011|14.3|12.3|57|3.82|77|4.79
470|7365|H|2|2011|61.5|64.4|59|3.79|79|4.74
2690|7411|E|1|2011|64.5|29.7|74|3.28|107|4.12
2690|7411|E|2|2011|59.6|38.2|76|2.98|109|3.73
2690|7411|E|1|2012|55.4|16.4|61|4.05|112|5.08
2690|7411|E|2|2012|66.1|45|60|3.75|109|4.69
2690|7411|E|1|2013|75.3|52.7|55|3.82|97|4.79
2690|7411|E|2|2013|73.2|49.1|55|4.6|97|5.76
2690|7488|H|1|2011|23.5|25|108|2.7|163|3.39
2690|7488|H|2|2011|77|79.4|107|2.65|162|3.32
2690|7488|H|1|2012|27.1|26.1|199|2.07|257|2.6
2690|7488|H|2|2012|71.7|72.2|199|2.09|257|2.62
2690|7488|H|1|2013|27.7|27.1|207|2.04|231|2.56
2690|7488|H|2|2013|83.6|83.2|208|1.93|232|2.42
2690|7527|M|1|2011|17.4|6.2|278|1.42|335|1.78
2690|7527|M|2|2011|36.4|32.2|274|1.68|333|2.1
2690|7527|M|1|2012|11.6|4.1|246|1.74|286|2.18
2690|7527|M|2|2012|29.8|24.7|245|1.65|285|2.07
2690|7543|E|1|2011|81.8|60.9|156|2.4|258|3.01
2690|7543|M|2|2011|74.4|67.9|81|3.02|82|3.79
2690|7543|M|1|2011|70.9|23.1|79|2.77|81|3.47
2690|7543|E|2|2011|80.2|72.3|155|2.3|253|2.88
2690|7543|E|2|2012|72.5|55.5|146|2.33|242|2.92
2690|7543|E|1|2012|75.8|42.3|149|2.31|248|2.9
2690|7543|M|2|2012|92.9|81|84|3.34|85|4.19
2690|7543|M|1|2012|80|54.8|84|3.4|85|4.26
2690|7543|M|1|2013|84.7|50|72|3.59|72|4.5
2690|7543|E|2|2013|82.3|71.4|147|2.48|231|3.1
2690|7543|E|1|2013|84.1|76|150|2.15|232|2.7
2690|7543|M|2|2013|90.3|76.1|71|3.48|72|4.36
470|7552|E|1|2011|82.4|45|149|2.22|234|2.79
470|7552|E|2|2011|79.9|65.1|149|2.41|236|3.02
470|7552|E|1|2012|76.2|35.8|148|2.38|235|2.99
470|7552|E|2|2012|70.8|49.7|145|2.44|236|3.05
470|7552|E|1|2013|80.2|54.9|133|2.49|222|3.12
470|7552|E|2|2013|73.8|66.9|133|2.4|221|3.01
1040|7612|E|1|2011|90.7|67.1|73|2.94|152|3.69
1040|7612|E|2|2011|91.3|78.6|71|3.38|151|4.23
1040|7612|M|1|2011|74.5|52.4|432|1.31|509|1.64
1040|7612|M|2|2011|89|82.5|432|1.29|512|1.62
1040|7612|E|1|2012|84.8|45.1|82|2.9|164|3.64
1040|7612|M|1|2012|66.9|51.7|690|1.04|846|1.31
1040|7612|E|2|2012|85.4|74.7|83|2.77|164|3.46
1040|7612|M|2|2012|86|76.6|689|1.09|851|1.36
1040|7612|E|1|2013|87.6|77.1|109|2.41|209|3.02
1040|7612|H|1|2013|54.3|51.4|286|1.58|341|1.98
1040|7612|E|2|2013|87|72.5|109|2.25|208|2.82
1040|7612|M|1|2013|73.5|55.1|639|1.11|756|1.39
1040|7612|H|2|2013|92.6|93.7|285|1.59|339|2
1040|7612|M|2|2013|86.2|84.3|636|1.09|751|1.36
1040|7676|E|1|2011|83.3|73.5|68|2.63|126|3.29
1040|7676|E|2|2011|85.7|79.4|68|3.12|126|3.91
1040|7676|E|1|2012|75.8|31.6|57|3.39|124|4.25
1040|7676|E|2|2012|76|68.4|57|3.66|125|4.58
1040|7676|E|1|2013|76.6|60.7|89|2.74|171|3.43
1040|7676|E|2|2013|80.2|79.1|91|2.95|172|3.7
2690|7712|E|1|2011|73.5|60.3|73|3.65|132|4.58
2690|7712|E|2|2011|64.6|58.3|72|3.45|130|4.32
2690|7712|E|1|2012|82.4|65.8|76|3.11|131|3.89
2690|7712|E|2|2012|82.6|80|75|2.85|132|3.57
2690|7712|E|1|2013|77.8|46.1|76|2.9|126|3.63
2690|7712|E|2|2013|86.6|67.5|77|3.28|127|4.11
2690|7764|E|1|2011|71.2|32.1|131|2.08|212|2.6
2690|7764|E|2|2011|64.6|44.7|132|2.26|212|2.83
2690|7764|E|1|2012|64.9|30.4|138|2.12|222|2.66
2690|7764|E|2|2012|69.7|55.5|137|2.44|221|3.05
2690|7764|E|1|2013|58.5|29.1|134|2|207|2.51
2690|7764|E|2|2013|64.2|49.6|131|2.22|204|2.79
2690|7847|E|1|2011|73.2|47.9|170|2.09|258|2.61
2690|7847|E|2|2011|74.3|49.1|170|1.99|258|2.5
2690|7847|E|1|2012|68.2|39.7|151|2.41|246|3.01
2690|7847|E|2|2012|68.3|51|151|2.32|245|2.91
2690|7847|E|1|2013|75.5|52|152|2.37|249|2.97
2690|7847|E|2|2013|68|55.9|152|2.29|250|2.86
2690|7925|M|1|2011|35.7|13.9|548|1.1|609|1.38
2690|7925|M|2|2011|56.2|48.9|553|1.15|611|1.44
2690|7925|M|1|2012|30.2|14.9|526|1.19|582|1.49
2690|7925|M|2|2012|55.4|45.3|526|1.22|577|1.52
2690|7925|M|1|2013|22.8|8.4|522|1.11|574|1.39
2690|7925|M|2|2013|46.1|40.8|517|1.18|571|1.48
470|8008|E|1|2013|88.4|73.1|104|2.64|172|3.3
470|8008|E|2|2013|89|82.9|105|2.88|172|3.6
470|8064|E|1|2011|85.6|58.8|131|2.29|215|2.87
470|8064|E|2|2011|86.4|68.7|131|2.51|215|3.14
470|8064|E|1|2012|87.5|53.5|127|2.57|200|3.22
470|8064|E|2|2012|85.4|75.6|127|2.58|201|3.23
470|8064|E|1|2013|82.6|59.6|141|2.09|219|2.62
470|8064|E|2|2013|87.3|82.9|140|2.34|220|2.93
1040|8076|E|1|2011|81|65.9|129|2.53|231|3.17
1040|8076|E|2|2011|72.8|63.8|128|2.52|229|3.15
1040|8076|E|1|2012|81.8|65|138|2.33|232|2.92
1040|8076|E|2|2012|77.8|69.6|136|2.32|231|2.91
1040|8076|E|1|2013|79.7|75.6|119|2.31|222|2.9
1040|8076|E|2|2013|82.3|78.8|118|2.41|220|3.02
1040|8113|E|1|2011|93|72.7|150|2.09|256|2.62
1040|8113|E|2|2011|92.6|75.3|150|2.26|256|2.83
1040|8113|E|1|2012|91.3|56.6|166|2.13|277|2.67
1040|8113|E|2|2012|87.4|72.9|166|2.17|277|2.71
1040|8113|E|1|2013|91.3|82.3|181|1.9|322|2.38
1040|8113|E|2|2013|88.2|75|180|2.15|321|2.69
2690|8161|E|1|2011|69|42.1|57|3.55|100|4.44
2690|8161|M|1|2011|33.3|22.9|48|3.85|51|4.82
2690|8161|E|2|2011|69.4|49.1|55|3.52|98|4.41
2690|8161|M|2|2011|47.1|45.8|48|4.06|51|5.09
2690|8161|E|1|2012|60.4|16.9|59|3.22|107|4.03
2690|8161|E|2|2012|59.6|39|59|3.84|104|4.81
2690|8161|E|2|2013|39.5|21.4|70|3.08|124|3.86
2690|8161|E|1|2013|29.1|2.8|71|2.43|127|3.05
1040|8200|E|1|2012|74.1|40|10|9.65|58|12.09
1040|8200|E|2|2012|86.2|60|10|9.7|58|12.15
1040|8200|E|1|2013|81.7|60.9|23|5.84|60|7.32
1040|8200|E|2|2013|88.5|68.2|22|5.84|61|7.32
2690|8359|M|1|2011|25.6|12|410|1.37|494|1.72
2690|8359|M|2|2011|42.9|36|412|1.3|498|1.63
2690|8359|M|1|2012|22|6.6|396|1.18|464|1.48
2690|8359|M|2|2012|46|37|393|1.34|462|1.68
2690|8359|M|1|2013|24.9|11.5|375|1.38|413|1.72
2690|8359|M|2|2013|47|41.3|375|1.41|415|1.77
2690|8403|M|1|2011|40.2|19.2|581|1.06|656|1.33
2690|8403|M|2|2011|62.9|58.3|583|1.15|655|1.44
2690|8403|M|1|2012|35.3|17.7|594|1.05|643|1.31
2690|8403|M|2|2012|64.9|57.8|593|1.17|642|1.46
2690|8403|M|1|2013|48.6|26.7|572|1.14|615|1.43
2690|8403|M|2|2013|69.2|63|570|1.22|610|1.52
470|8686|E|1|2011|65|48.6|110|2.93|178|3.68
470|8686|E|2|2011|43.9|51.5|68|3.48|133|4.36
470|8686|E|1|2012|64.5|29|107|3.01|166|3.77
470|8686|E|2|2012|45.5|58.6|70|3.15|134|3.95
470|8686|E|1|2013|54|44.1|93|3.05|163|3.82
470|8686|E|2|2013|46.5|57.6|66|3.04|129|3.8
2690|8764|H|1|2011|4.5|0|31|4.97|71|6.23
2690|8764|M|2|2011|28.1|28.1|32|4.35|57|5.45
2690|8764|M|1|2011|8.8|9.4|33|4.81|58|6.02
2690|8764|H|2|2011|27.9|29|32|5.05|72|6.33
2690|8764|H|2|2012|25.6|21.7|46|4.18|90|5.24
2690|8764|H|1|2012|4.5|0|47|3.9|92|4.89
2690|8764|M|2|2012|14.8|16.7|42|4.88|54|6.12
2690|8764|M|1|2012|3.7|4.9|41|4.29|54|5.38
2690|8764|M|1|2013|0|0|13|8.73|27|10.94
2690|8764|H|2|2013|27.5|26.5|49|3.73|69|4.68
2690|8764|H|1|2013|4.4|6.2|48|4.47|68|5.6
2690|8764|M|2|2013|14.8|23.1|13|7.24|27|9.07
1040|8787|M|1|2011|70.9|50.3|860|0.92|1016|1.15
1040|8787|M|2|2011|81.8|75.3|858|0.98|1013|1.23
1040|8787|M|1|2012|62.9|42.3|839|0.96|1002|1.2
1040|8787|M|2|2012|80|74|837|0.96|1002|1.2
1040|8787|M|1|2013|73.3|55.6|845|0.95|1001|1.19
1040|8787|M|2|2013|82.3|78.2|840|0.97|1001|1.22
2690|8881|E|1|2011|57|24.4|78|2.81|128|3.52
2690|8881|E|2|2011|63.3|43|79|3.08|129|3.86
2690|8881|E|1|2012|49.6|25.7|70|3.29|123|4.13
2690|8881|E|2|2012|60.8|52.9|70|3.2|125|4.01
2690|8881|E|1|2013|66.1|41.9|74|3.34|124|4.19
2690|8881|E|2|2013|63.1|56.9|72|3.22|122|4.04
2690|8972|M|1|2011|47.9|16.2|604|1.04|660|1.3
2690|8972|M|2|2011|67.3|55|604|1.15|662|1.44
2690|8972|M|1|2012|45.7|22.1|592|1.14|639|1.43
2690|8972|M|2|2012|66.1|54.7|591|1.16|639|1.45
2690|8972|M|1|2013|36.2|15.4|661|1.07|718|1.34
2690|8972|M|2|2013|55.2|50.5|656|1.13|716|1.41
470|9027|E|1|2011|64.1|57.7|124|2.54|197|3.19
470|9027|E|2|2011|49.7|45.4|108|2.71|176|3.4
470|9027|E|1|2012|55.4|28.3|106|2.6|184|3.25
470|9027|E|2|2012|42.1|42.4|86|2.84|160|3.56
470|9027|E|1|2013|55.2|48.1|106|2.72|165|3.41
470|9027|E|2|2013|37.9|34.9|86|3.03|145|3.8
470|9047|E|1|2011|43.2|23.5|85|3.18|139|3.98
470|9047|E|2|2011|27.4|29.8|57|3.46|113|4.34
470|9047|E|1|2012|41.7|10.5|95|2.54|176|3.18
470|9047|E|2|2012|32.1|34.4|64|3.45|137|4.32
470|9047|E|1|2013|48|23.1|108|2.49|175|3.12
470|9047|E|2|2013|28.9|37.7|77|3.13|142|3.93
470|9103|M|1|2011|65.1|47.3|582|1.16|627|1.45
470|9103|M|2|2011|74.8|70.4|583|1.2|629|1.5
470|9103|M|1|2012|63.1|48.9|543|1.15|602|1.44
470|9103|M|2|2012|76.7|73.5|541|1.2|601|1.5
470|9103|M|1|2013|66.3|49.2|559|1.17|618|1.46
470|9103|M|2|2013|74.6|69.9|559|1.24|615|1.55
470|9268|E|1|2013|55.9|32.3|62|3.26|145|4.09
470|9268|E|2|2013|72.4|59.3|59|3.95|145|4.95
470|9268|M|1|2013|40.5|10|60|3.3|84|4.13
470|9268|M|2|2013|68.6|72.6|62|3.91|86|4.9
2690|9306|H|1|2011|23.5|19.7|384|1.46|506|1.82
2690|9306|H|2|2011|67.5|69.1|386|1.46|506|1.83
2690|9306|H|1|2012|23|18.9|397|1.41|559|1.77
2690|9306|H|2|2012|55.2|55.1|392|1.46|555|1.83
2690|9306|H|1|2013|17.2|12.1|372|1.44|524|1.8
2690|9306|H|2|2013|58.7|58.1|370|1.44|526|1.8
470|9452|E|1|2011|64.8|49|104|2.68|179|3.36
470|9452|E|2|2011|67.8|65|103|2.97|178|3.72
470|9452|E|1|2012|64.8|41.3|109|2.58|193|3.23
470|9452|E|2|2012|65.3|62|108|2.48|193|3.11
470|9452|E|1|2013|64|46.8|139|2.4|211|3
470|9452|E|2|2013|68.5|61.9|139|2.33|213|2.91
470|9475|M|1|2011|39|34.1|382|1.4|425|1.76
470|9475|M|2|2011|40.5|45.8|382|1.34|425|1.68
470|9475|M|1|2012|30.9|18.7|316|1.55|376|1.94
470|9475|M|2|2012|38.6|43.5|318|1.53|375|1.92
470|9475|M|1|2013|35.8|25.8|353|1.5|400|1.87
470|9475|M|2|2013|41.2|47.9|351|1.45|405|1.82
470|9546|H|1|2011|25.9|23.8|389|1.46|453|1.83
470|9546|H|2|2011|62.8|63.7|389|1.44|453|1.81
470|9546|H|1|2012|27.3|24.4|455|1.34|503|1.68
470|9546|H|2|2012|70.6|69.5|454|1.31|506|1.64
470|9546|H|1|2013|26.5|24.5|429|1.36|479|1.7
470|9546|H|2|2013|70.3|72|429|1.39|478|1.74
1040|9579|H|1|2011|60.3|53.1|277|1.63|282|2.04
1040|9579|H|2|2011|95|92.4|277|1.73|282|2.16
1040|9579|H|1|2012|61.6|59.2|295|1.57|306|1.96
1040|9579|H|2|2012|92.5|91.5|295|1.61|307|2.02
1040|9579|H|1|2013|64.1|57.2|299|1.55|309|1.94
1040|9579|H|2|2013|97.4|95.3|299|1.65|308|2.06
470|9632|E|1|2011|68.6|37.8|90|2.57|239|3.22
470|9632|E|2|2011|74.1|54.4|90|3.03|241|3.8
470|9632|E|1|2012|71.8|33.3|114|2.31|277|2.89
470|9632|E|2|2012|75|54.9|113|2.65|276|3.32
470|9632|E|1|2013|62.6|53.5|142|2.12|246|2.66
470|9632|E|2|2013|75.8|69|142|2.35|244|2.94
2690|9667|E|1|2011|70|35.7|70|3.48|120|4.36
2690|9667|M|2|2011|71.8|61.3|94|2.8|104|3.51
2690|9667|M|1|2011|39.8|26.9|94|2.73|104|3.42
2690|9667|E|2|2011|65|41.4|70|3.22|120|4.04
2690|9667|E|2|2012|73.9|54.7|64|3.47|111|4.35
2690|9667|E|1|2012|67.6|34.4|64|3.7|111|4.64
2690|9667|M|2|2012|76.4|67.3|107|2.63|110|3.3
2690|9667|M|1|2012|53.6|26.2|107|2.68|110|3.36
2690|9667|M|1|2013|52.8|31|100|2.98|108|3.73
2690|9667|E|2|2013|65|56.9|65|3.92|123|4.91
2690|9667|E|1|2013|57.7|21.5|65|3.3|123|4.14
2690|9667|M|2|2013|78|71|100|2.96|109|3.71
1040|9669|E|1|2011|80.2|52.4|105|2.84|192|3.56
1040|9669|E|2|2011|88.5|73.3|105|2.62|191|3.29
1040|9669|E|1|2012|82.3|48.7|119|2.77|198|3.47
1040|9669|E|2|2012|82.4|67.5|117|2.92|200|3.66
1040|9669|E|1|2013|81.2|67.8|118|2.35|207|2.95
1040|9669|E|2|2013|84.5|61|118|2.42|207|3.03
470|9742|E|1|2013|74.6|37.3|118|2.3|252|2.89
470|9742|E|2|2013|83.2|66.4|119|2.64|250|3.3
470|9755|E|1|2011|68.8|51.3|156|2.23|256|2.79
470|9755|E|2|2011|65.4|56.1|155|2.25|254|2.82
470|9755|E|1|2012|63.6|40.5|163|2.05|247|2.57
470|9755|E|2|2012|69.1|58.4|161|2.2|247|2.76
470|9755|E|1|2013|51.2|41.1|129|2.45|207|3.07
470|9755|E|2|2013|60.1|55.7|131|2.43|208|3.04
1040|9812|E|1|2011|85.3|73.2|127|2.49|217|3.12
1040|9812|E|2|2011|82.9|75.8|128|2.5|217|3.14
1040|9812|E|1|2012|83.9|57.3|124|2.38|211|2.98
1040|9812|E|2|2012|86.3|75.8|124|2.58|211|3.24
1040|9812|E|1|2013|83.9|73.8|126|2.47|218|3.1
1040|9812|E|2|2013|86.8|77.8|126|2.63|219|3.29
470|9898|E|1|2011|80.2|61.2|160|2.06|262|2.58
470|9898|E|2|2011|83.4|67.7|162|2.1|266|2.63
470|9898|E|1|2012|85.1|57.6|171|1.92|282|2.41
470|9898|E|2|2012|81.2|74.3|172|2.09|284|2.61
470|9898|E|1|2013|87.4|71.5|172|2.15|270|2.7
470|9898|E|2|2013|88.1|81.3|171|2.17|270|2.72
