DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
2690|6669|E|1|2013|57.5|52.5|56.8|79.1|74|115
2690|6669|E|2|2013|53.5|37|75.7|78.2|74|119
1040|6785|M|1|2011|54.5|55|51|72.7|584|684
1040|6785|M|2|2011|62|20|84.1|89.2|586|686
1040|6785|M|1|2012|47|54|45.3|66.9|501|601
1040|6785|M|2|2012|48|20|76|86.6|500|602
1040|6785|M|1|2013|51|53|47.2|72.4|536|634
1040|6785|M|2|2013|52|18|79.5|86.8|533|630
2690|6844|E|1|2011|54.5|57|52.6|59.1|78|132
2690|6844|E|2|2011|38.5|47.5|40.8|59.3|76|135
2690|6844|E|1|2012|54|68|40.7|61.8|81|136
2690|6844|E|2|2012|56|48|61.7|66.9|81|136
2690|6844|E|1|2013|47|63|39.3|56.5|107|193
2690|6844|E|2|2013|39|43|43|61|107|195
1040|7114|M|1|2011|54|53.5|51.9|69.9|784|907
1040|7114|M|2|2011|53|20|77.1|83|780|910
1040|7114|M|1|2012|57|56|51.9|67.8|759|891
1040|7114|M|2|2012|48|18|74.4|82.5|757|889
1040|7114|M|1|2013|51|55.5|47.4|67.5|776|945
1040|7114|M|2|2013|44|15|76.4|80.6|775|945
2690|7146|H|1|2011|27.5|99|8.9|11|416|524
2690|7146|H|2|2011|47|34|62.3|59.1|414|522
2690|7146|H|1|2012|27|99|4.9|8.3|411|569
2690|7146|H|2|2012|32|41|46.8|49.1|417|564
2690|7146|H|1|2013|29|99|3.6|5.5|447|532
2690|7146|H|2|2013|41|36|53.3|49.4|443|528
2690|7268|E|1|2011|65|47|65.3|75.2|124|206
2690|7268|E|2|2011|43|39|57.6|71.6|125|208
2690|7268|E|1|2012|62|57|59.1|75.7|115|202
2690|7268|E|2|2012|42|35.5|64|75.6|114|201
2690|7268|E|1|2013|54|46|55.9|80.9|93|152
2690|7268|E|2|2013|45|34|62.4|72.8|93|151
2690|7351|E|1|2011|63|49|71.7|70.1|60|97
2690|7351|E|2|2011|47|42|59|70.8|61|96
2690|7351|E|1|2012|14.5|64|8.7|45.2|46|102
2690|7351|E|2|2012|29|42|31.7|52.5|63|101
2690|7351|E|1|2013|58.5|62.5|53.7|65.1|54|106
2690|7351|E|2|2013|62.5|43|73.5|73.6|68|106
470|7365|H|1|2011|37|98|12.3|14.3|57|77
470|7365|H|2|2011|25|16|64.4|61.5|59|79
2690|7411|E|1|2011|29.5|51|29.7|64.5|74|107
2690|7411|E|2|2011|30|43|38.2|59.6|76|109
2690|7411|E|1|2012|21|64|16.4|55.4|61|112
2690|7411|E|2|2012|34|40|45|66.1|60|109
2690|7411|E|1|2013|52|57|52.7|75.3|55|97
2690|7411|E|2|2013|28|37|49.1|73.2|55|97
2690|7488|H|1|2011|47|88|25|23.5|108|163
2690|7488|H|2|2011|48|12|79.4|77|107|162
2690|7488|H|1|2012|55|91|26.1|27.1|199|257
2690|7488|H|2|2012|51.5|19|72.2|71.7|198|257
2690|7488|H|1|2013|47|88|27.1|27.7|207|231
2690|7488|H|2|2013|52|12|83.2|83.6|208|232
2690|7527|M|1|2011|17|76.5|6.2|17.4|276|335
2690|7527|M|2|2011|27|50|32.2|36.4|273|333
2690|7527|M|1|2012|17|88|4.1|11.6|244|286
2690|7527|M|2|2012|20|50|24.7|29.8|243|285
2690|7543|E|1|2011|53.5|41|60.9|81.8|156|258
2690|7543|M|2|2011|50|29|67.9|74.4|81|82
2690|7543|M|1|2011|31.5|53|23.1|70.9|78|81
2690|7543|E|2|2011|59|36|72.3|80.2|155|253
2690|7543|E|2|2012|47|36|55.5|72.5|146|242
2690|7543|E|1|2012|48|57|42.3|75.8|149|248
2690|7543|M|2|2012|60.5|18|81|92.9|84|85
2690|7543|M|1|2012|57|51.5|54.8|80|84|85
2690|7543|M|1|2013|42|43|50|84.7|72|72
2690|7543|E|2|2013|53|28|71.4|82.3|147|231
2690|7543|E|1|2013|69|41|76|84.1|150|232
2690|7543|M|2|2013|53|12|76.1|90.3|71|72
470|7552|E|1|2011|33|36|45|82.4|149|234
470|7552|E|2|2011|52|32|65.1|79.9|149|236
470|7552|E|1|2012|36.5|53|35.8|76.2|148|235
470|7552|E|2|2012|35|32|49.7|70.8|145|236
470|7552|E|1|2013|45|39|54.9|80.2|133|222
470|7552|E|2|2013|51|32|66.9|73.8|133|221
1040|7612|E|1|2011|58|36|67.1|90.7|73|152
1040|7612|E|2|2011|57|28|78.6|91.3|70|151
1040|7612|M|1|2011|49|48|52.4|74.5|429|509
1040|7612|M|2|2011|57|23|82.5|89|429|512
1040|7612|E|1|2012|49|47.5|45.1|84.8|82|164
1040|7612|M|1|2012|56|56|51.7|66.9|690|846
1040|7612|E|2|2012|46|25|74.7|85.4|83|164
1040|7612|M|2|2012|51|19|76.6|86|688|851
1040|7612|E|1|2013|66|41|77.1|87.6|109|209
1040|7612|H|1|2013|60|65.5|51.4|54.3|286|341
1040|7612|E|2|2013|47|27|72.5|87|109|208
1040|7612|M|1|2013|55|51|55.1|73.5|639|756
1040|7612|H|2|2013|68|4|93.7|92.6|285|339
1040|7612|M|2|2013|61|16|84.3|86.2|636|751
1040|7676|E|1|2011|61.5|42.5|73.5|83.3|68|126
1040|7676|E|2|2011|57|32|79.4|85.7|68|126
1040|7676|E|1|2012|40|56|31.6|75.8|57|124
1040|7676|E|2|2012|46|32|68.4|76|57|125
1040|7676|E|1|2013|58|47|60.7|76.6|89|171
1040|7676|E|2|2013|58|26|79.1|80.2|91|172
2690|7712|E|1|2011|65|55|60.3|73.5|73|132
2690|7712|E|2|2011|47.5|44.5|58.3|64.6|72|130
2690|7712|E|1|2012|82|66|65.8|82.4|76|131
2690|7712|E|2|2012|67|44|80|82.6|75|132
2690|7712|E|1|2013|44|44.5|46.1|77.8|76|126
2690|7712|E|2|2013|52|29|67.5|86.6|77|127
2690|7764|E|1|2011|35|48|32.1|71.2|131|212
2690|7764|E|2|2011|34|43|44.7|64.6|132|212
2690|7764|E|1|2012|44|63|30.4|64.9|138|222
2690|7764|E|2|2012|45|38|55.5|69.7|137|221
2690|7764|E|1|2013|33|54|29.1|58.5|134|207
2690|7764|E|2|2013|36|40|49.6|64.2|131|204
2690|7847|E|1|2011|44|46.5|47.9|73.2|169|258
2690|7847|E|2|2011|34|39|49.1|74.3|169|258
2690|7847|E|1|2012|44|62|39.7|68.2|151|246
2690|7847|E|2|2012|39|39|51|68.3|151|245
2690|7847|E|1|2013|53.5|50.5|52|75.5|152|249
2690|7847|E|2|2013|39|37|55.9|68|152|250
2690|7925|M|1|2011|32|69.5|13.9|35.7|548|609
2690|7925|M|2|2011|36|36|48.9|56.2|552|611
2690|7925|M|1|2012|31|78|14.9|30.2|522|582
2690|7925|M|2|2012|30|36|45.3|55.4|519|577
2690|7925|M|1|2013|23|79|8.4|22.8|522|574
2690|7925|M|2|2013|30|38|40.8|46.1|517|571
470|8008|E|1|2013|55|29|73.1|88.4|104|172
470|8008|E|2|2013|56|25|82.9|89|105|172
470|8064|E|1|2011|47|36|58.8|85.6|131|215
470|8064|E|2|2011|52|27|68.7|86.4|131|215
470|8064|E|1|2012|50|51|53.5|87.5|127|200
470|8064|E|2|2012|55|27|75.6|85.4|127|201
470|8064|E|1|2013|49|37|59.6|82.6|141|219
470|8064|E|2|2013|51|23|82.9|87.3|140|220
1040|8076|E|1|2011|59|42|65.9|81|129|231
1040|8076|E|2|2011|53|34.5|63.8|72.8|127|229
1040|8076|E|1|2012|63|46|65|81.8|137|232
1040|8076|E|2|2012|49|31.5|69.6|77.8|135|231
1040|8076|E|1|2013|64|31|75.6|79.7|119|222
1040|8076|E|2|2013|67|26.5|78.8|82.3|118|220
1040|8113|E|1|2011|65.5|36|72.7|93|150|256
1040|8113|E|2|2011|56|29.5|75.3|92.6|150|256
1040|8113|E|1|2012|53.5|46.5|56.6|91.3|166|277
1040|8113|E|2|2012|55.5|30|72.9|87.4|166|277
1040|8113|E|1|2013|67|32|82.3|91.3|181|322
1040|8113|E|2|2013|50|24|75|88.2|180|321
2690|8161|E|1|2011|37|48|42.1|69|57|100
2690|8161|M|1|2011|50.5|74.5|22.9|33.3|48|51
2690|8161|E|2|2011|37|44|49.1|69.4|55|98
2690|8161|M|2|2011|45|46|45.8|47.1|48|51
2690|8161|E|1|2012|24|58|16.9|60.4|59|107
2690|8161|E|2|2012|28|40|39|59.6|59|104
2690|8161|E|2|2013|11|40.5|21.4|39.5|70|124
2690|8161|E|1|2013|6|49|2.8|29.1|71|127
1040|8200|E|1|2012|56|51|40|74.1|10|58
1040|8200|E|2|2012|44|37.5|60|86.2|10|58
1040|8200|E|1|2013|54|41|60.9|81.7|23|60
1040|8200|E|2|2013|64.5|29|68.2|88.5|22|61
2690|8359|M|1|2011|27|74|12|25.6|409|494
2690|8359|M|2|2011|31|46|36|42.9|411|498
2690|8359|M|1|2012|23|82.5|6.6|22|391|464
2690|8359|M|2|2012|27|41|37|46|387|462
2690|8359|M|1|2013|25|80|11.5|24.9|375|413
2690|8359|M|2|2013|33|41|41.3|47|375|415
2690|8403|M|1|2011|32|68|19.2|40.2|579|656
2690|8403|M|2|2011|43|34|58.3|62.9|580|655
2690|8403|M|1|2012|37.5|75|17.7|35.3|594|643
2690|8403|M|2|2012|43.5|35|57.8|64.9|592|642
2690|8403|M|1|2013|44|70|26.7|48.6|572|615
2690|8403|M|2|2013|44.5|30|63|69.2|570|610
470|8686|E|1|2011|51|53.5|48.6|65|109|178
470|8686|E|2|2011|59.5|55.5|51.5|43.9|68|133
470|8686|E|1|2012|49|66|29|64.5|107|166
470|8686|E|2|2012|68|55.5|58.6|45.5|70|134
470|8686|E|1|2013|42|56|44.1|54|93|163
470|8686|E|2|2013|52.5|54|57.6|46.5|66|129
2690|8764|H|1|2011|23|99|0|4.5|31|71
2690|8764|M|2|2011|28.5|53|28.1|28.1|32|57
2690|8764|M|1|2011|35|94|9.4|8.8|32|58
2690|8764|H|2|2011|21|78.5|29|27.9|31|72
2690|8764|H|2|2012|27.5|65|21.7|25.6|46|90
2690|8764|H|1|2012|41|99|0|4.5|46|92
2690|8764|M|2|2012|26.5|66|16.7|14.8|42|54
2690|8764|M|1|2012|29|99|4.9|3.7|41|54
2690|8764|M|1|2013|49|98|0|0|13|27
2690|8764|H|2|2013|55|87|26.5|27.5|49|69
2690|8764|H|1|2013|56.5|99|6.2|4.4|48|68
2690|8764|M|2|2013|46|62|23.1|14.8|13|27
1040|8787|M|1|2011|57.5|57|50.3|70.9|858|1016
1040|8787|M|2|2011|54|24|75.3|81.8|855|1013
1040|8787|M|1|2012|48|58|42.3|62.9|834|1002
1040|8787|M|2|2012|49|23|74|80|830|1002
1040|8787|M|1|2013|60|55|55.6|73.3|845|1001
1040|8787|M|2|2013|52|19|78.2|82.3|840|1001
2690|8881|E|1|2011|30.5|54.5|24.4|57|78|128
2690|8881|E|2|2011|41|45|43|63.3|79|129
2690|8881|E|1|2012|38.5|67.5|25.7|49.6|70|123
2690|8881|E|2|2012|52|44.5|52.9|60.8|70|125
2690|8881|E|1|2013|48.5|60.5|41.9|66.1|74|124
2690|8881|E|2|2013|50|44|56.9|63.1|72|122
2690|8972|M|1|2011|30|64|16.2|47.9|594|660
2690|8972|M|2|2011|37|29|55|67.3|593|662
2690|8972|M|1|2012|41|70|22.1|45.7|585|639
2690|8972|M|2|2012|37|29|54.7|66.1|581|639
2690|8972|M|1|2013|34|74|15.4|36.2|661|718
2690|8972|M|2|2013|33.5|35|50.5|55.2|656|716
470|9027|E|1|2011|57|52|57.7|64.1|123|197
470|9027|E|2|2011|44|47|45.4|49.7|108|176
470|9027|E|1|2012|44.5|63.5|28.3|55.4|106|184
470|9027|E|2|2012|45|51|42.4|42.1|85|160
470|9027|E|1|2013|55.5|63|48.1|55.2|106|165
470|9027|E|2|2013|43.5|58.5|34.9|37.9|86|145
470|9047|E|1|2011|29|65|23.5|43.2|85|139
470|9047|E|2|2011|41|63|29.8|27.4|57|113
470|9047|E|1|2012|30|70|10.5|41.7|95|176
470|9047|E|2|2012|38.5|60.5|34.4|32.1|64|137
470|9047|E|1|2013|30|66|23.1|48|108|175
470|9047|E|2|2013|50|65|37.7|28.9|77|142
470|9103|M|1|2011|50|55.5|47.3|65.1|582|627
470|9103|M|2|2011|50|21|70.4|74.8|582|629
470|9103|M|1|2012|54.5|58|48.9|63.1|542|602
470|9103|M|2|2012|55|20|73.5|76.7|540|601
470|9103|M|1|2013|57|59|49.2|66.3|559|618
470|9103|M|2|2013|52|20|69.9|74.6|559|615
470|9268|E|1|2013|29.5|48.5|32.3|55.9|62|145
470|9268|E|2|2013|45|34|59.3|72.4|59|145
470|9268|M|1|2013|25|77|10|40.5|60|84
470|9268|M|2|2013|60.5|35.5|72.6|68.6|62|86
2690|9306|H|1|2011|46|96.5|19.7|23.5|381|506
2690|9306|H|2|2011|45|19.5|69.1|67.5|382|506
2690|9306|H|1|2012|43|99|18.9|23|391|559
2690|9306|H|2|2012|38|31|55.1|55.2|385|555
2690|9306|H|1|2013|37|99|12.1|17.2|372|524
2690|9306|H|2|2013|39.5|23|58.1|58.7|370|526
470|9452|E|1|2011|50|53|49|64.8|104|179
470|9452|E|2|2011|61|37|65|67.8|103|178
470|9452|E|1|2012|54|63|41.3|64.8|109|193
470|9452|E|2|2012|57|38.5|62|65.3|108|193
470|9452|E|1|2013|49|55|46.8|64|139|211
470|9452|E|2|2013|54|39|61.9|68.5|139|213
470|9475|M|1|2011|65|80|34.1|39|378|425
470|9475|M|2|2011|51|57|45.8|40.5|378|425
470|9475|M|1|2012|43.5|86|18.7|30.9|316|376
470|9475|M|2|2012|53|61|43.5|38.6|317|375
470|9475|M|1|2013|48|78|25.8|35.8|353|400
470|9475|M|2|2013|46|54|47.9|41.2|351|405
470|9546|H|1|2011|51.5|95|23.8|25.9|382|453
470|9546|H|2|2011|46.5|19|63.7|62.8|380|453
470|9546|H|1|2012|60|97|24.4|27.3|454|503
470|9546|H|2|2012|66.5|25|69.5|70.6|452|506
470|9546|H|1|2013|54|96|24.5|26.5|429|479
470|9546|H|2|2013|54|16|72|70.3|429|478
1040|9579|H|1|2011|67|63|53.1|60.3|277|282
1040|9579|H|2|2011|58|3|92.4|95|277|282
1040|9579|H|1|2012|66.5|57|59.2|61.6|294|306
1040|9579|H|2|2012|53.5|6|91.5|92.5|294|307
1040|9579|H|1|2013|65|47|57.2|64.1|299|309
1040|9579|H|2|2013|60|3|95.3|97.4|299|308
470|9632|E|1|2011|32|44.5|37.8|68.6|90|239
470|9632|E|2|2011|45|39|54.4|74.1|90|241
470|9632|E|1|2012|48|60|33.3|71.8|114|277
470|9632|E|2|2012|44|38|54.9|75|113|276
470|9632|E|1|2013|55|54|53.5|62.6|142|246
470|9632|E|2|2013|54|32|69|75.8|142|244
2690|9667|E|1|2011|25.5|42|35.7|70|70|120
2690|9667|M|2|2011|46|31.5|61.3|71.8|93|104
2690|9667|M|1|2011|40|68|26.9|39.8|93|104
2690|9667|E|2|2011|31.5|38|41.4|65|70|120
2690|9667|E|2|2012|44.5|35|54.7|73.9|64|111
2690|9667|E|1|2012|36|58|34.4|67.6|64|111
2690|9667|M|2|2012|46|28|67.3|76.4|107|110
2690|9667|M|1|2012|45|69|26.2|53.6|107|110
2690|9667|M|1|2013|49.5|71|31|52.8|100|108
2690|9667|E|2|2013|48|38|56.9|65|65|123
2690|9667|E|1|2013|29|55|21.5|57.7|65|123
2690|9667|M|2|2013|52|23.5|71|78|100|109
1040|9669|E|1|2011|49|36|52.4|80.2|105|192
1040|9669|E|2|2011|47|28|73.3|88.5|105|191
1040|9669|E|1|2012|52|56|48.7|82.3|119|198
1040|9669|E|2|2012|48|30|67.5|82.4|117|200
1040|9669|E|1|2013|53|34|67.8|81.2|118|207
1040|9669|E|2|2013|44.5|25.5|61|84.5|118|207
470|9742|E|1|2013|35|47|37.3|74.6|118|252
470|9742|E|2|2013|52|29|66.4|83.2|119|250
470|9755|E|1|2011|55|52.5|51.3|68.8|156|256
470|9755|E|2|2011|47|43|56.1|65.4|155|254
470|9755|E|1|2012|50|57|40.5|63.6|163|247
470|9755|E|2|2012|55|39|58.4|69.1|161|247
470|9755|E|1|2013|49|60|41.1|51.2|129|207
470|9755|E|2|2013|43|40|55.7|60.1|131|208
1040|9812|E|1|2011|59|35|73.2|85.3|127|217
1040|9812|E|2|2011|51.5|27.5|75.8|82.9|128|217
1040|9812|E|1|2012|52|49.5|57.3|83.9|124|211
1040|9812|E|2|2012|50|26|75.8|86.3|124|211
1040|9812|E|1|2013|66.5|35|73.8|83.9|126|218
1040|9812|E|2|2013|51.5|23|77.8|86.8|126|219
470|9898|E|1|2011|49.5|40|61.2|80.2|160|262
470|9898|E|2|2011|55|31.5|67.7|83.4|161|266
470|9898|E|1|2012|62|53|57.6|85.1|170|282
470|9898|E|2|2012|62|31.5|74.3|81.2|171|284
470|9898|E|1|2013|69.5|39|71.5|87.4|172|270
470|9898|E|2|2013|75|27|81.3|88.1|171|270
