DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|STUDENTGROUP|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT|ENROLLMENT_PERCENTAGE
470|1851|E|2|2013|3|64|27|66.7|86.7|21|30|NULL
470|1851|E|1|2013|3|48.5|29|45.5|84.4|22|32|NULL
470|1851|E|2|2013|2|26.5|41.5|38.2|55.2|34|67|NULL
1040|2201|E|1|2011|11|64|52|58.1|69.8|43|43|NULL
1040|2201|E|1|2011|12|66|17|92.7|100|41|41|NULL
1040|2201|E|2|2011|9|62|23|76.1|94.5|113|219|NULL
1040|2201|E|1|2011|3|64|30|82.2|91.5|169|272|NULL
1040|2201|E|1|2011|9|58|35|76.1|89.5|113|219|NULL
1040|2201|E|1|2011|10|73|23|93.1|100|58|59|NULL
1040|2201|E|2|2011|2|64.5|21|79.3|96.1|82|127|NULL
1040|2201|E|1|2011|4|65.5|50.5|50|100|2|6|NULL
1040|2201|E|1|2011|7|64|30|82.7|92.3|168|271|NULL
1040|2201|E|1|2011|5|64|30|81.8|92.1|165|265|NULL
1040|2201|E|2|2011|10|69|14.5|93.1|100|58|59|NULL
1040|2201|E|2|2011|6|41|22.5|50|84.6|6|13|NULL
1040|2201|E|2|2011|7|64|20|82.7|96.3|168|271|NULL
1040|2201|E|2|2011|8|76|52|33.3|71.4|3|7|NULL
1040|2201|E|1|2011|8|65|60|33.3|71.4|3|7|NULL
1040|2201|E|2|2011|3|64|20|82.8|95.6|169|272|NULL
1040|2201|E|2|2011|5|64|20|83|96.2|165|265|NULL
1040|2201|E|2|2011|1|63|19|84.3|95.4|89|151|NULL
1040|2201|E|1|2011|2|56|34|75.6|89.8|82|127|NULL
1040|2201|E|2|2011|12|57|11|90.5|100|42|42|NULL
1040|2201|E|2|2011|4|11.5|22|0|100|2|6|NULL
1040|2201|E|1|2011|1|66|28|87.6|93.4|89|151|NULL
1040|2201|E|2|2011|11|70|43|69.8|81.4|43|43|NULL
1040|2201|E|1|2011|6|72|34|83.3|84.6|6|13|NULL
1040|2201|E|2|2012|7|52|21|81.8|92.4|165|276|NULL
1040|2201|E|2|2012|3|52.5|21|83.1|92.5|160|266|NULL
1040|2201|E|1|2012|9|60|44.5|63.1|92.7|122|232|NULL
1040|2201|E|2|2012|8|88.5|45.5|100|100|2|5|NULL
1040|2201|E|1|2012|2|54|42|57.5|89.6|73|134|NULL
1040|2201|E|1|2012|3|66|38|72|94.7|161|265|NULL
1040|2201|E|1|2012|11|66|63|50|81.8|44|44|NULL
1040|2201|E|1|2012|1|66|34|81.1|97.9|95|146|NULL
1040|2201|E|2|2012|1|53.5|20.5|80.9|92.5|94|147|NULL
1040|2201|E|1|2012|10|70|26|91.3|100|46|48|NULL
1040|2201|E|2|2012|2|51|22|83.6|92.5|73|134|NULL
1040|2201|E|1|2012|12|53|22.5|85.7|100|42|42|NULL
1040|2201|E|2|2012|4|52|31|57.1|93.3|7|15|NULL
1040|2201|E|2|2012|11|51.5|39.5|65.9|79.5|44|44|NULL
1040|2201|E|2|2012|9|49|26|77.7|91|121|233|NULL
1040|2201|E|2|2012|10|61.5|11|93.5|100|46|48|NULL
1040|2201|E|1|2012|4|38|39|42.9|80|7|15|NULL
1040|2201|E|1|2012|5|65|38|70.3|94.3|158|264|NULL
1040|2201|E|1|2012|6|56|37.5|80|87.5|10|16|NULL
1040|2201|E|1|2012|8|81|66|50|80|2|5|NULL
1040|2201|E|2|2012|12|57|9|87.8|100|41|41|NULL
1040|2201|E|2|2012|5|52|21|81.5|92.5|157|265|NULL
1040|2201|E|2|2012|6|54|20.5|90|93.8|10|16|NULL
1040|2201|E|1|2012|7|64|38|71.1|94.2|166|275|NULL
1040|2201|E|1|2013|2|65|34|78.9|93.6|90|141|NULL
1040|2201|E|2|2013|9|57.5|26.5|76.4|89.9|148|257|NULL
1040|2201|E|2|2013|3|57.5|22|78.7|91.3|174|276|NULL
1040|2201|E|1|2013|9|65|38|76.4|93.4|148|257|NULL
1040|2201|E|1|2013|10|71|13|89.2|100|37|38|NULL
1040|2201|E|2|2013|4|68|31|90.9|89.5|11|19|NULL
1040|2201|E|2|2013|10|61|12|91.9|100|37|38|NULL
1040|2201|E|1|2013|1|65|28|78.9|94.8|95|154|NULL
1040|2201|E|1|2013|7|65|31|79|94.1|181|288|NULL
1040|2201|E|1|2013|6|65|24|90.9|93.8|11|16|NULL
1040|2201|E|1|2013|3|65.5|29.5|79|94.2|176|278|NULL
1040|2201|E|1|2013|4|56|44|77.8|94.1|9|17|NULL
1040|2201|E|1|2013|5|65|32|78.2|94.3|174|279|NULL
1040|2201|E|2|2013|1|49|23|74.7|89|95|154|NULL
1040|2201|E|2|2013|2|68|20|84.4|93.6|90|141|NULL
1040|2201|E|2|2013|6|53|21|81.8|81.2|11|16|NULL
1040|2201|E|1|2013|12|64.5|13|91.3|100|46|46|NULL
1040|2201|E|2|2013|11|56.5|44|64.6|68.8|48|48|NULL
1040|2201|E|1|2013|8|45|29.5|75|100|4|7|NULL
1040|2201|E|2|2013|12|52|10|91.3|100|46|46|NULL
1040|2201|E|2|2013|7|59|22|80.1|92|181|288|NULL
1040|2201|E|1|2013|11|71|60|61.7|74.5|47|47|NULL
1040|2201|E|2|2013|5|58|22.5|79.3|91.8|174|279|NULL
1040|2201|E|2|2013|8|44.5|39|50|57.1|4|7|NULL
2690|2288|E|2|2011|2|31|40.5|38.9|55.9|36|59|NULL
2690|2288|E|1|2011|9|25|53.5|24.2|54.5|62|112|NULL
2690|2288|E|1|2011|10|30|16|66.7|100|3|3|NULL
2690|2288|E|1|2011|1|14.5|46|23.3|57.9|30|57|NULL
2690|2288|E|2|2011|7|18|37|31.6|60|57|105|NULL
2690|2288|E|1|2011|2|28|56|28.6|53.4|35|58|NULL
2690|2288|E|1|2011|6|31|55|25|52|16|25|NULL
2690|2288|E|2|2011|1|7.5|37.5|16.7|55.2|30|58|NULL
2690|2288|E|1|2011|11|25|74|5.9|5.6|17|18|NULL
2690|2288|E|1|2011|12|25|32|41.2|94.1|17|17|NULL
2690|2288|E|1|2011|4|25|53|23|54.3|61|105|NULL
2690|2288|E|2|2011|3|20|31|60|83.3|5|12|NULL
2690|2288|E|2|2011|11|13|59|11.8|0|17|18|NULL
2690|2288|E|2|2011|4|17|40|26.2|52.4|61|105|NULL
2690|2288|E|2|2011|9|18|40|27|54.4|63|114|NULL
2690|2288|E|2|2011|6|7|43|6.2|41.7|16|24|NULL
2690|2288|E|1|2011|7|25|49.5|28.6|61.2|56|103|NULL
2690|2288|E|1|2011|8|21|74|11.1|8.3|9|12|NULL
2690|2288|E|2|2011|8|13|59|11.1|16.7|9|12|NULL
2690|2288|E|1|2011|5|25|51|26.5|56.7|49|90|NULL
2690|2288|E|2|2011|5|26.5|38|36|59.1|50|93|NULL
2690|2288|E|1|2011|3|70.5|44|75|70|4|10|NULL
2690|2288|E|2|2011|10|17|18|66.7|100|3|3|NULL
2690|2288|E|2|2011|12|17|21|52.9|88.2|17|17|NULL
2690|2288|E|1|2012|12|32|50|42.1|100|19|20|NULL
2690|2288|E|1|2012|1|32|62|20.5|53.1|39|65|NULL
2690|2288|E|2|2012|1|20|46.5|32.4|45.3|37|65|NULL
2690|2288|E|1|2012|11|38|88|10|10|20|20|NULL
2690|2288|E|1|2012|3|14|59.5|14.3|38.5|14|26|NULL
2690|2288|E|2|2012|9|25|46|31.9|53.5|72|130|NULL
2690|2288|E|2|2012|10|59|13|100|100|3|5|NULL
2690|2288|E|2|2012|11|20|69|0|0|19|20|NULL
2690|2288|E|1|2012|8|34|87.5|16.7|25|6|12|NULL
2690|2288|E|2|2012|8|23|78|0|15.4|7|14|NULL
2690|2288|E|1|2012|2|26|68|12.8|47.9|39|71|NULL
2690|2288|E|1|2012|7|27|63|16.7|52.8|72|124|NULL
2690|2288|E|2|2012|5|29.5|42|40|59.4|60|108|NULL
2690|2288|E|2|2012|6|22|59|13.3|38.5|15|27|NULL
2690|2288|E|2|2012|4|24|44|35.5|57.4|62|110|NULL
2690|2288|E|1|2012|9|27|66.5|14.7|48.5|75|131|NULL
2690|2288|E|1|2012|10|61|36|66.7|100|3|5|NULL
2690|2288|E|2|2012|12|27|23|55|85|20|20|NULL
2690|2288|E|2|2012|3|40|44|30.8|45.8|13|25|NULL
2690|2288|E|2|2012|7|29|42|38.2|59.7|68|121|NULL
2690|2288|E|1|2012|5|30|63.5|17.5|52.7|63|111|NULL
2690|2288|E|1|2012|6|26|67|13.3|40|15|25|NULL
2690|2288|E|1|2012|4|30.5|67|17.2|53.2|64|110|NULL
2690|2288|E|2|2012|2|31.5|43|36.8|64.7|38|70|NULL
470|2335|E|2|2011|9|60.5|34|73.9|76.9|138|225|NULL
470|2335|E|1|2011|12|49|23|91.4|100|35|35|NULL
470|2335|E|1|2011|10|67.5|12.5|100|100|2|6|NULL
470|2335|E|1|2011|5|70.5|38.5|76.9|87.9|134|223|NULL
470|2335|E|2|2011|6|55.5|33|66.7|90.9|6|11|NULL
470|2335|E|1|2011|9|69.5|39|76.8|87.7|138|228|NULL
470|2335|E|2|2011|4|47|51.5|50|62.9|18|35|NULL
470|2335|E|1|2011|11|67|61|54.3|51.4|35|35|NULL
470|2335|E|1|2011|3|71.5|36.5|81.1|90.4|122|198|NULL
470|2335|E|1|2011|4|48.5|56.5|50|75|18|36|NULL
470|2335|E|2|2011|3|63.5|31|77.9|80.1|122|196|NULL
470|2335|E|2|2011|12|52|17|94.3|100|35|35|NULL
470|2335|E|2|2011|1|56|35|64.4|73.5|73|117|NULL
470|2335|E|2|2011|2|65|31|85.1|81.6|67|114|NULL
470|2335|E|2|2011|7|62|33|76.3|79.5|135|219|NULL
470|2335|E|2|2011|8|31|58|20|41.7|5|12|NULL
470|2335|E|1|2011|8|51|67|40|58.3|5|12|NULL
470|2335|E|1|2011|6|63.5|40.5|83.3|90.9|6|11|NULL
470|2335|E|2|2011|5|61|34|74.6|76.8|134|220|NULL
470|2335|E|2|2011|11|60|61|48.6|31.4|35|35|NULL
470|2335|E|1|2011|2|69|39|74.6|86.2|67|116|NULL
470|2335|E|2|2011|10|88|11|100|100|2|6|NULL
470|2335|E|1|2011|7|70|37|78.5|89.6|135|222|NULL
470|2335|E|1|2011|1|70|37|79.5|89.8|73|118|NULL
470|2335|E|2|2012|8|38|64|40|50|5|6|NULL
470|2335|E|1|2012|12|45|24|77.1|100|35|35|NULL
470|2335|E|1|2012|4|39|63|21.1|66.7|19|36|NULL
470|2335|E|1|2012|9|44|55.5|40.9|79.7|132|202|NULL
470|2335|E|2|2012|6|64|29.5|87.5|85.7|8|14|NULL
470|2335|E|2|2012|11|62|66|43.2|37.8|37|37|NULL
470|2335|E|2|2012|3|58|35|65.6|83|125|182|NULL
470|2335|E|1|2012|11|54|72|16.2|40.5|37|37|NULL
470|2335|E|2|2012|5|57|36|63.2|78.9|136|204|NULL
470|2335|E|2|2012|7|60|36|65.5|80.2|139|212|NULL
470|2335|E|1|2012|1|56|57|52.2|82.1|69|106|NULL
470|2335|E|1|2012|2|38.5|50.5|40.8|80.4|76|112|NULL
470|2335|E|1|2012|10|81|24|100|100|13|16|NULL
470|2335|E|1|2012|3|47|46.5|50|84.1|126|182|NULL
470|2335|E|2|2012|2|58|34|66.7|81.2|75|112|NULL
470|2335|E|1|2012|7|45|50.5|47.1|81.6|140|212|NULL
470|2335|E|1|2012|8|61|75|20|66.7|5|6|NULL
470|2335|E|2|2012|1|60|37|62.3|77.4|69|106|NULL
470|2335|E|1|2012|5|46|53|45.3|80.4|137|204|NULL
470|2335|E|1|2012|6|41.5|46|62.5|92.9|8|14|NULL
470|2335|E|2|2012|4|62|48|57.9|61.1|19|36|NULL
470|2335|E|2|2012|9|56|36|61.8|77.7|131|202|NULL
470|2335|E|2|2012|12|64|15|86.5|100|37|37|NULL
470|2335|E|2|2012|10|69|17|92.3|100|13|16|NULL
470|2335|E|1|2013|11|52|74|17.1|22.9|35|35|NULL
470|2335|E|1|2013|8|35|60|42.9|37.5|7|8|NULL
470|2335|E|1|2013|12|38|17.5|82.4|100|34|34|NULL
470|2335|E|1|2013|6|59|51|55.6|53.8|9|13|NULL
470|2335|E|2|2013|7|49|30|65.9|75.1|126|201|NULL
470|2335|E|1|2013|1|43|32|55.6|75|63|100|NULL
470|2335|E|2|2013|6|49|51|55.6|46.2|9|13|NULL
470|2335|E|1|2013|9|43.5|39.5|50|75.5|118|192|NULL
470|2335|E|2|2013|8|77|40|42.9|37.5|7|8|NULL
470|2335|E|1|2013|5|40|37|54.5|79.1|123|196|NULL
470|2335|E|1|2013|7|45|37|55.2|79.1|125|201|NULL
470|2335|E|2|2013|12|69|14|93.9|100|33|33|NULL
470|2335|E|1|2013|10|43.5|14.5|92.9|100|14|17|NULL
470|2335|E|2|2013|5|49|29.5|65.3|75.5|124|196|NULL
470|2335|E|2|2013|9|46|31|60.5|71.4|119|192|NULL
470|2335|E|2|2013|10|83.5|11|100|100|14|17|NULL
470|2335|E|2|2013|2|49.5|29|65.7|79.8|70|109|NULL
470|2335|E|1|2013|2|45|39|53.6|79.8|69|109|NULL
470|2335|E|1|2013|3|44|34|58.3|82.7|103|162|NULL
470|2335|E|1|2013|4|39|59|41.4|59.6|29|47|NULL
470|2335|E|2|2013|3|50.5|27.5|67.3|77.9|104|163|NULL
470|2335|E|2|2013|1|47|30|63.5|67|63|100|NULL
470|2335|E|2|2013|11|36|62|14.7|14.7|34|34|NULL
470|2335|E|2|2013|4|45|38|55.2|58.7|29|46|NULL
470|2339|E|1|2011|9|57|46|64.5|77.8|93|172|NULL
470|2339|E|1|2011|5|57|41|68.2|81|85|159|NULL
470|2339|E|1|2011|6|68.5|49.5|62.5|63.6|16|22|NULL
470|2339|E|2|2011|6|47|42|56.2|54.5|16|22|NULL
470|2339|E|1|2011|4|46|59|41.2|68.3|17|41|NULL
470|2339|E|2|2011|4|46|54|47.1|67.5|17|40|NULL
470|2339|E|1|2011|10|65|24.5|100|100|8|9|NULL
470|2339|E|2|2011|1|50|37.5|63.8|75.5|58|107|NULL
470|2339|E|2|2011|2|47|30.5|63.6|80|44|75|NULL
470|2339|E|2|2011|8|36|68|40|31.2|10|17|NULL
470|2339|E|1|2011|11|43|63.5|34.6|34.6|26|26|NULL
470|2339|E|2|2011|9|49.5|36|60.6|76.2|94|173|NULL
470|2339|E|2|2011|10|68.5|14|100|100|8|9|NULL
470|2339|E|1|2011|3|61|39|72.6|82|84|140|NULL
470|2339|E|1|2011|8|59|58|50|60|10|16|NULL
470|2339|E|1|2011|12|66|26|88.5|100|26|26|NULL
470|2339|E|2|2011|5|51|33.5|65.1|80.5|86|160|NULL
470|2339|E|1|2011|7|58|40|69.2|80.6|91|165|NULL
470|2339|E|2|2011|11|46|65|40.7|29.6|27|27|NULL
470|2339|E|2|2011|12|52.5|17|88.5|100|26|26|NULL
470|2339|E|2|2011|3|50|33|67.1|80.1|85|142|NULL
470|2339|E|2|2011|7|50|33|66.3|81.8|92|165|NULL
470|2339|E|1|2011|1|61|43|70.7|81|58|106|NULL
470|2339|E|1|2011|2|57|39|62.8|76|43|75|NULL
470|2339|E|1|2012|4|44|60.5|40|60.9|30|46|NULL
470|2339|E|1|2012|8|23|66.5|28.6|47.4|14|19|NULL
470|2339|E|2|2012|2|47|31|66.7|78.7|54|94|NULL
470|2339|E|1|2012|7|45.5|53|43.5|79|108|186|NULL
470|2339|E|2|2012|8|48.5|61.5|50|47.4|14|19|NULL
470|2339|E|2|2012|6|48|39.5|81.2|60|16|25|NULL
470|2339|E|2|2012|5|51.5|33|60.4|77.3|106|181|NULL
470|2339|E|2|2012|10|60.5|8.5|100|100|8|9|NULL
470|2339|E|1|2012|3|41|50|42.4|80.5|92|159|NULL
470|2339|E|2|2012|12|57|14|96.8|100|31|31|NULL
470|2339|E|2|2012|9|51|38|60.5|74.1|114|197|NULL
470|2339|E|1|2012|2|40|53.5|46.3|77.4|54|93|NULL
470|2339|E|2|2012|11|53|63|38.7|25.8|31|31|NULL
470|2339|E|1|2012|5|45.5|53|44.3|77.8|106|180|NULL
470|2339|E|1|2012|12|37|27|60.7|100|28|28|NULL
470|2339|E|1|2012|11|45|80|19.4|22.6|31|31|NULL
470|2339|E|2|2012|7|51.5|32.5|64.8|78.1|108|187|NULL
470|2339|E|2|2012|1|55|38|60.3|72.3|68|112|NULL
470|2339|E|2|2012|4|38.5|43|50|50|30|46|NULL
470|2339|E|1|2012|9|44|56.5|40.4|75|114|196|NULL
470|2339|E|1|2012|1|44.5|56.5|38.2|75|68|112|NULL
470|2339|E|2|2012|3|52|32|67.4|82.5|92|160|NULL
470|2339|E|1|2012|6|27.5|60|25|64|16|25|NULL
470|2339|E|1|2012|10|36|22|62.5|100|8|9|NULL
470|2339|E|1|2013|2|40|51|40.3|76.2|62|101|NULL
470|2339|E|1|2013|12|42.5|18|79.4|100|34|34|NULL
470|2339|E|1|2013|11|43|70.5|19.4|27.8|36|36|NULL
470|2339|E|2|2013|12|71|12|97.1|100|34|34|NULL
470|2339|E|2|2013|2|60|31|72.6|83.2|62|101|NULL
470|2339|E|2|2013|4|33|51|41.4|52.3|29|44|NULL
470|2339|E|2|2013|8|56|47|45.5|35.7|11|14|NULL
470|2339|E|2|2013|11|41.5|57.5|33.3|27.8|36|36|NULL
470|2339|E|1|2013|5|40.5|40|51.6|78.4|122|194|NULL
470|2339|E|1|2013|6|32|60.5|18.8|58.3|16|24|NULL
470|2339|E|2|2013|9|53|38|62|75|121|200|NULL
470|2339|E|1|2013|1|40|39.5|53.9|76.1|76|117|NULL
470|2339|E|2|2013|5|61|31|69.7|79.4|122|194|NULL
470|2339|E|2|2013|6|43|51.5|43.8|58.3|16|24|NULL
470|2339|E|2|2013|7|59|32|68.5|79.9|127|204|NULL
470|2339|E|1|2013|9|35|51|41.3|74|121|200|NULL
470|2339|E|1|2013|10|70|16|94.1|100|17|18|NULL
470|2339|E|1|2013|7|39|42|48|78.4|127|204|NULL
470|2339|E|1|2013|8|50|63|45.5|42.9|11|14|NULL
470|2339|E|2|2013|3|62|29|73.4|83.3|109|174|NULL
470|2339|E|2|2013|10|73|12|100|100|17|18|NULL
470|2339|E|1|2013|3|41|38|52.3|81.6|109|174|NULL
470|2339|E|1|2013|4|34|63|31|54.5|29|44|NULL
470|2339|E|2|2013|1|55|36|61.8|71.8|76|117|NULL
1040|2369|E|1|2011|2|32|40.5|37.2|77.2|86|149|NULL
1040|2369|E|2|2011|2|45|31|60.9|85.1|87|148|NULL
1040|2369|E|1|2011|9|33|44|36.6|77.7|131|247|NULL
1040|2369|E|2|2011|1|39|30|66.7|80.3|69|122|NULL
1040|2369|E|2|2011|9|41|35|56.5|81.1|131|244|NULL
1040|2369|E|2|2011|10|57|18|100|100|25|26|NULL
1040|2369|E|1|2011|10|53|26|64|96.2|25|26|NULL
1040|2369|E|1|2011|5|34|40|41.3|80.1|155|267|NULL
1040|2369|E|1|2011|11|34.5|60.5|27.5|35|40|40|NULL
1040|2369|E|1|2011|4|35.5|40.5|37.5|80|8|15|NULL
1040|2369|E|2|2011|5|44|30|63.9|83.8|155|265|NULL
1040|2369|E|1|2011|12|53|25|66.7|100|39|39|NULL
1040|2369|E|2|2011|6|10|70|0|40|1|5|NULL
1040|2369|E|1|2011|6|19|77|0|50|1|6|NULL
1040|2369|E|2|2011|3|44|30|64.4|83.5|149|255|NULL
1040|2369|E|2|2011|4|40|41|42.9|73.3|7|15|NULL
1040|2369|E|1|2011|8|22|59|31.2|57.1|16|21|NULL
1040|2369|E|1|2011|1|35.5|35.5|45.7|82.3|70|124|NULL
1040|2369|E|2|2011|7|41|29|65.7|85.1|140|249|NULL
1040|2369|E|2|2011|8|46|54.5|43.8|57.1|16|21|NULL
1040|2369|E|1|2011|7|35|38.5|42.1|81.3|140|252|NULL
1040|2369|E|2|2011|11|45|53.5|40|35|40|40|NULL
1040|2369|E|1|2011|3|34|40|41.2|79.5|148|258|NULL
1040|2369|E|2|2011|12|42.5|15|92.1|100|38|38|NULL
1040|2369|E|1|2012|2|39|54.5|45.1|74.8|91|160|NULL
1040|2369|E|2|2012|7|57.5|28.5|75.7|87.5|144|267|NULL
1040|2369|E|1|2012|9|41.5|57.5|39.1|77.9|138|263|NULL
1040|2369|E|2|2012|6|76|48.5|100|50|3|7|NULL
1040|2369|E|1|2012|4|71|46|42.9|75|7|12|NULL
1040|2369|E|1|2012|3|41|55|43.4|79.8|152|273|NULL
1040|2369|E|1|2012|12|36|31|61|100|41|41|NULL
1040|2369|E|2|2012|4|66|27|71.4|83.3|7|12|NULL
1040|2369|E|2|2012|12|62|12|86.8|100|38|39|NULL
1040|2369|E|1|2012|10|45|32|71.4|100|21|22|NULL
1040|2369|E|2|2012|9|57|33|69.6|84.7|135|263|NULL
1040|2369|E|2|2012|10|61|13|90.5|100|21|22|NULL
1040|2369|E|1|2012|1|44|55.5|41.2|85.6|68|125|NULL
1040|2369|E|2|2012|2|65|27|84.3|86.5|89|158|NULL
1040|2369|E|2|2012|3|55|31|72.5|85.9|149|273|NULL
1040|2369|E|1|2012|11|33|75|21.4|21.4|42|42|NULL
1040|2369|E|2|2012|5|55|30|71.9|86.6|153|278|NULL
1040|2369|E|1|2012|6|45|69|50|42.9|4|7|NULL
1040|2369|E|2|2012|1|42|34.5|56.7|84.9|67|127|NULL
1040|2369|E|1|2012|8|62|67|30.8|55.6|13|18|NULL
1040|2369|E|2|2012|11|55|54|58.5|46.3|41|42|NULL
1040|2369|E|1|2012|5|42|53.5|43.2|80.5|155|278|NULL
1040|2369|E|2|2012|8|45|46|33.3|58.8|12|18|NULL
1040|2369|E|1|2012|7|41|53|44.5|81.2|146|267|NULL
1040|2369|E|1|2013|1|50|39|58.1|80.4|62|112|NULL
1040|2369|E|1|2013|8|49.5|77|33.3|43.8|6|16|NULL
1040|2369|E|1|2013|2|39|38|46.8|79.4|77|131|NULL
1040|2369|E|2|2013|10|63|11|95.5|100|22|23|NULL
1040|2369|E|1|2013|6|71|65|60|71.4|5|7|NULL
1040|2369|E|2|2013|4|64.5|36|80|84.2|10|19|NULL
1040|2369|E|1|2013|12|35|17|67.6|100|34|34|NULL
1040|2369|E|1|2013|9|42|43|45.3|77.7|117|220|NULL
1040|2369|E|1|2013|3|42|38|50.4|80.8|129|224|NULL
1040|2369|E|1|2013|4|63|49.5|70|68.4|10|19|NULL
1040|2369|E|2|2013|3|49.5|23.5|66.7|80.9|126|225|NULL
1040|2369|E|2|2013|11|48|46.5|47.2|44.4|36|36|NULL
1040|2369|E|2|2013|12|52|10|90.9|100|33|33|NULL
1040|2369|E|2|2013|6|88|48.5|75|71.4|4|7|NULL
1040|2369|E|2|2013|9|45.5|27.5|62.3|79.2|114|221|NULL
1040|2369|E|1|2013|5|41.5|38|51.5|80.1|134|236|NULL
1040|2369|E|2|2013|5|49.5|23.5|67.4|81.4|132|237|NULL
1040|2369|E|2|2013|2|51|20|68|84.8|75|132|NULL
1040|2369|E|1|2013|10|54|15.5|86.4|100|22|23|NULL
1040|2369|E|1|2013|11|47|68|25|25|36|36|NULL
1040|2369|E|2|2013|1|51|28|67.2|76.8|61|112|NULL
1040|2369|E|2|2013|8|26.5|42.5|16.7|33.3|6|15|NULL
1040|2369|E|1|2013|7|44|38|52.6|82.4|133|227|NULL
1040|2369|E|2|2013|7|51|23|70|84.3|130|229|NULL
470|2496|M|2|2011|12|70.5|7.5|88.9|100|36|36|NULL
470|2496|E|1|2011|11|48|61|30.8|42.3|26|26|NULL
470|2496|E|1|2011|3|53.5|44|62.5|80.6|88|139|NULL
470|2496|M|1|2011|7|77|55|74.3|83.2|136|143|NULL
470|2496|E|1|2011|9|49.5|44.5|56.5|79|92|143|NULL
470|2496|E|1|2011|10|70|25|100|100|6|6|NULL
470|2496|M|1|2011|5|76|57|73.3|82.7|131|139|NULL
470|2496|M|1|2011|6|87.5|68|70|70|10|10|NULL
470|2496|M|1|2011|8|71|78|40|50|5|6|NULL
470|2496|E|1|2011|12|53|25|76|100|25|25|NULL
470|2496|M|2|2011|8|41|48|40|50|5|6|NULL
470|2496|E|1|2011|5|51|44|60.2|81|93|142|NULL
470|2496|E|2|2011|9|52|34|73.1|84|93|144|NULL
470|2496|E|2|2011|10|79|14|100|100|6|6|NULL
470|2496|M|1|2011|3|76.5|53|73.1|81.9|130|138|NULL
470|2496|M|1|2011|4|87|67|72.7|81.8|11|11|NULL
470|2496|M|1|2011|12|63.5|22.5|94.4|100|36|36|NULL
470|2496|E|2|2011|5|53|30|74.2|85.2|93|142|NULL
470|2496|E|2|2011|6|74|50.5|83.3|75|6|8|NULL
470|2496|M|1|2011|9|78.5|66|66.7|77.9|114|122|NULL
470|2496|M|1|2011|10|72|23|100|100|27|27|NULL
470|2496|E|2|2011|11|51|52.5|46.2|50|26|26|NULL
470|2496|M|2|2011|7|66.5|22|83.8|88.1|136|143|NULL
470|2496|E|2|2011|2|59|27|78.7|92.5|47|80|NULL
470|2496|E|1|2011|8|77|55|33.3|60|3|5|NULL
470|2496|E|1|2011|6|48|69|40|57.1|5|7|NULL
470|2496|E|2|2011|7|54|31.5|76|86.2|96|145|NULL
470|2496|E|2|2011|8|21|52|33.3|40|3|5|NULL
470|2496|M|1|2011|11|82.5|86|41.2|38.9|34|36|NULL
470|2496|E|1|2011|1|63|43|62.7|75.4|51|69|NULL
470|2496|E|1|2011|4|37|49|30|70|10|10|NULL
470|2496|E|1|2011|2|50|44|55.3|83.8|47|80|NULL
470|2496|E|1|2011|7|51|44|60|80.6|95|144|NULL
470|2496|M|2|2011|4|42|30|63.6|90.9|11|11|NULL
470|2496|M|2|2011|11|58|53|62.9|51.4|35|37|NULL
470|2496|E|2|2011|4|47|44.5|40|60|10|10|NULL
470|2496|M|2|2011|6|38|36|50|70|10|10|NULL
470|2496|M|1|2011|1|76|49|81.5|88.7|65|71|NULL
470|2496|E|2|2011|12|41|15|96|100|25|25|NULL
470|2496|M|2|2011|5|68|22|84.7|87.8|131|139|NULL
470|2496|E|2|2011|3|55|28|78.7|86.4|89|140|NULL
470|2496|E|2|2011|1|51.5|36.5|71.2|75.7|52|70|NULL
470|2496|M|1|2011|2|77.5|66|65.8|75.6|76|78|NULL
470|2496|M|2|2011|9|64.5|29.5|78.1|83.6|114|122|NULL
470|2496|M|2|2011|10|74|9|100|100|27|27|NULL
470|2496|M|2|2011|1|70|21|84.6|88.7|65|71|NULL
470|2496|M|2|2011|3|67.5|22.5|83.8|86.2|130|138|NULL
470|2496|M|2|2011|2|64.5|24.5|80.3|84.6|76|78|NULL
470|2496|M|1|2012|11|55|90|13.2|13.2|38|38|NULL
470|2496|M|2|2012|6|72|47|75|56.2|16|16|NULL
470|2496|E|1|2012|11|59.5|74|45.8|53.8|24|26|NULL
470|2496|E|1|2012|12|71|34|83.3|100|24|24|NULL
470|2496|M|1|2012|12|68|18.5|86.8|100|38|38|NULL
470|2496|M|1|2012|7|64|57|58.5|70.1|142|154|NULL
470|2496|M|2|2012|5|59|20|83.2|88.1|131|143|NULL
470|2496|E|2|2012|8|85.5|38.5|100|83.3|2|6|NULL
470|2496|M|1|2012|3|64|55|61.1|71.1|131|142|NULL
470|2496|M|2|2012|9|62|27|79.5|82.7|127|139|NULL
470|2496|E|2|2012|7|58|30|75.8|83.3|95|174|NULL
470|2496|E|2|2012|4|43|35|42.9|72.7|7|22|NULL
470|2496|E|1|2012|2|66|62|66|85.1|53|94|NULL
470|2496|E|1|2012|3|70|57|71.1|86.7|90|158|NULL
