DISTRICT_NUMBER|CONTENT_AREA|YEAR|GRADE|STUDENTGROUP|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
2690|2|2013|10|4|44|29|56.7|53.5|721|817
2690|2|2013|4|3|48|26|69.7|83.4|284|338
2690|2|2013|4|4|40|38.5|53.2|62.4|934|991
2690|2|2013|5|3|39.5|22|65.7|80.7|274|322
2690|2|2013|5|4|37|39|48.8|60.3|877|922
2690|2|2013|6|3|46|24|69.7|79.2|254|303
2690|2|2013|6|4|39|39|48.1|57.7|803|855
2690|2|2013|7|3|38.5|19|67.3|74.4|324|367
2690|2|2013|7|4|39|38|49.2|52.3|781|842
2690|2|2013|8|3|49|19.5|70.2|71.6|292|341
2690|2|2013|8|4|43|38|52.8|51.5|738|813
2690|2|2013|9|3|42|11.5|74.7|74.4|308|473
2690|2|2013|9|4|40|41|46.4|43.7|744|954
470|1|2011|10|5|49|76|41.6|39.3|1270|1435
470|1|2011|10|6|42|99|7.9|7.9|203|227
470|1|2011|4|5|49|41|56.8|79.7|1249|1413
470|1|2011|4|6|52|55|46.8|56.4|348|375
470|1|2011|5|5|56|46|59.9|75|1239|1376
470|1|2011|5|6|50|68|40|43.1|305|333
470|1|2011|6|5|65|57|61|70.5|1214|1379
470|1|2011|6|6|51|70|36|46.5|250|273
470|1|2011|7|5|60|59|51.5|66.4|1244|1376
470|1|2011|7|6|57|84|27|33.2|256|291
470|1|2011|8|5|62|68|46.1|57.6|1370|1526
470|1|2011|8|6|63|96|20.7|23.4|266|293
470|1|2011|9|5|54|70|42.2|48.8|1297|1550
470|1|2011|9|6|50|99|10.6|12.7|263|295
470|1|2012|10|5|51|72|44.1|41.9|1350|1482
470|1|2012|10|6|49|99|10.8|10.3|232|252
470|1|2012|4|5|49.5|56|46.1|77.2|1268|1430
470|1|2012|4|6|43|67|24.9|48.2|329|353
470|1|2012|5|5|56|56|49.5|73.1|1308|1461
470|1|2012|5|6|53|72|30.9|47.4|349|373
470|1|2012|6|5|63|57|56.3|72.4|1257|1428
470|1|2012|6|6|53.5|84|26|33.2|304|331
470|1|2012|7|5|57|68|44.4|56.6|1278|1428
470|1|2012|7|6|52|88|18.2|27.1|247|273
470|1|2012|8|5|64|59|56.1|62.8|1267|1399
470|1|2012|8|6|60|94|24.2|29.6|264|278
470|1|2012|9|5|56|71|41.2|50.5|1356|1586
470|1|2012|9|6|49|99|14.3|17.4|259|292
470|1|2013|10|5|49|79|41.7|40.2|1381|1499
470|1|2013|10|6|48|99|9.1|8.6|252|268
470|1|2013|4|5|46|43|53.3|77.3|1325|1499
470|1|2013|4|6|39|60.5|33.6|49.4|348|387
470|1|2013|5|5|54|46|56.6|70.4|1319|1464
470|1|2013|5|6|51|72|33.9|41.3|333|363
470|1|2013|6|5|59|52|55.5|70.7|1350|1544
470|1|2013|6|6|51|73|29.8|40.5|346|380
470|1|2013|7|5|59|59|50.7|67.7|1299|1426
470|1|2013|7|6|53|84|21.8|29.7|308|340
470|1|2013|8|5|57|60.5|47.4|63.2|1318|1455
470|1|2013|8|6|50.5|90.5|18.5|27.4|254|281
470|1|2013|9|5|54|64|46.4|52.5|1272|1460
470|1|2013|9|6|48|99|16.4|17.6|256|279
470|2|2011|10|5|52|3|83.3|81.4|1270|1435
470|2|2011|10|6|43|87.5|30.9|29.1|204|227
470|2|2011|4|5|52|37|63.2|72.9|1243|1412
470|2|2011|4|6|48|55|42.9|29.1|163|365
470|2|2011|5|5|54|32|68.1|79.2|1237|1377
470|2|2011|5|6|47.5|62|39.8|32.8|284|333
470|2|2011|6|5|54|29|71.1|79.9|1216|1380
470|2|2011|6|6|49|58|42.8|39.6|250|273
470|2|2011|7|5|57|26|75.2|76.3|1245|1376
470|2|2011|7|6|54|60|44.7|35.4|255|292
470|2|2011|8|5|54|20|76.1|76.7|1367|1526
470|2|2011|8|6|50|64|39.7|29.8|267|294
470|2|2011|9|5|49|10|77.4|78.3|1291|1550
470|2|2011|9|6|49|72|30.8|25.7|263|295
470|2|2012|10|5|53|6|80.7|79.2|1347|1482
470|2|2012|10|6|60.5|81.5|36.6|34.9|232|252
470|2|2012|4|5|50|35|61.5|73.9|1258|1429
470|2|2012|4|6|48|53|47.5|32.5|141|348
470|2|2012|5|5|57|31|70.2|77.5|1309|1460
470|2|2012|5|6|55|62|44.4|42.2|342|373
470|2|2012|6|5|56|24|75.8|80.7|1255|1428
470|2|2012|6|6|50|64|39.5|33.8|304|331
470|2|2012|7|5|60|26|75.1|78.4|1279|1429
470|2|2012|7|6|60|62|51|39.2|247|273
470|2|2012|8|5|59|18|78|77.8|1268|1399
470|2|2012|8|6|56|68|45.8|37.9|264|278
470|2|2012|9|5|55|12|78.1|80.1|1354|1586
470|2|2012|9|6|60.5|76|42.2|36.4|258|292
470|2|2013|10|5|45|2|83.8|83|1381|1497
470|2|2013|10|6|49|69.5|43.2|41.6|250|269
470|2|2013|4|5|55|30|67.5|73.9|1325|1500
470|2|2013|4|6|46|53|44.8|33.9|163|380
470|2|2013|5|5|54|29|69.9|76.8|1318|1467
470|2|2013|5|6|55.5|60|47.9|40.6|330|362
470|2|2013|6|5|56|24|73.6|80.3|1349|1543
470|2|2013|6|6|52|58|45.9|45.1|353|386
470|2|2013|7|5|56|19|77.7|79.2|1311|1444
470|2|2013|7|6|54|62|46.9|33.8|311|343
470|2|2013|8|5|51|16|75.9|77.7|1318|1455
470|2|2013|8|6|46.5|57|45.7|37.4|254|281
470|2|2013|9|5|49|8|79.3|80|1271|1458
470|2|2013|9|6|52.5|70|46.1|38|256|279
1040|1|2011|10|5|61|71|45.2|44.5|1467|1641
1040|1|2011|10|6|71|99|31.4|28.2|35|39
1040|1|2011|4|5|56|38|66|86.4|1290|1501
1040|1|2011|4|6|60|42|64.5|66.7|31|36
1040|1|2011|5|5|53|38|61.9|83.3|1301|1518
1040|1|2011|5|6|56.5|48|66.7|65|18|20
1040|1|2011|6|5|56|46|61.4|78.1|1376|1592
1040|1|2011|6|6|53|49|52|70|25|30
1040|1|2011|7|5|55|55|49.8|72.5|1353|1595
1040|1|2011|7|6|47.5|68.5|40.6|47.5|32|40
1040|1|2011|8|5|49|57|44.9|67|1373|1561
1040|1|2011|8|6|54|70|41.9|52.9|31|34
1040|1|2011|9|5|57|63|45.5|55.9|1449|1693
1040|1|2011|9|6|62|77|32.4|45.5|37|44
1040|1|2012|10|5|56|60|49.9|47.9|1525|1722
1040|1|2012|10|6|64.5|98|39.5|40.5|38|43
1040|1|2012|4|5|53|50|55|85.9|1268|1479
1040|1|2012|4|6|63|52|62.2|74.4|37|39
1040|1|2012|5|5|56|49|56.2|82.5|1332|1514
1040|1|2012|5|6|58.5|57|55.9|64.9|34|37
1040|1|2012|6|5|52|52|51.6|77.6|1339|1573
1040|1|2012|6|6|45|75|17.6|30.8|17|26
1040|1|2012|7|5|51|59|44.5|62.5|1426|1623
1040|1|2012|7|6|52|64|52|51.9|25|27
1040|1|2012|8|5|47|50|47.4|64.6|1445|1625
1040|1|2012|8|6|53|75|28.6|46.3|35|41
1040|1|2012|9|5|56|59|50.4|58.7|1406|1638
1040|1|2012|9|6|76|76|45.2|47.1|31|34
1040|1|2013|10|5|55|55|50.3|49|1452|1609
1040|1|2013|10|6|61.5|58.5|53.6|47.2|28|36
1040|1|2013|4|5|56|38|66.1|87.3|1310|1533
1040|1|2013|4|6|59|50|57.6|68.3|33|41
1040|1|2013|5|5|58|34|68.2|81.1|1327|1500
1040|1|2013|5|6|65|41|68.6|73.8|35|42
1040|1|2013|6|5|53|45|55.5|78.1|1367|1634
1040|1|2013|6|6|55|49|45.2|72.2|31|36
1040|1|2013|7|5|55|57|52.5|74.4|1417|1630
1040|1|2013|7|6|71|81|33.3|34.6|21|26
1040|1|2013|8|5|49|56|45.1|66.1|1490|1676
1040|1|2013|8|6|52|58|45.8|51.7|24|29
1040|1|2013|9|5|56|66|45.6|53.1|1465|1768
1040|1|2013|9|6|48|92|23.7|28.9|38|45
1040|2|2011|10|5|52|2|88.4|88.1|1463|1641
1040|2|2011|10|6|66|14|74.3|71.8|35|39
1040|2|2011|4|5|57|32|72.3|84.3|1283|1499
1040|2|2011|4|6|59|42|54.8|61.1|31|36
1040|2|2011|5|5|55|28|73.7|85.7|1297|1518
1040|2|2011|5|6|59|47|58.8|60|17|20
1040|2|2011|6|5|58|25|79|87.2|1379|1592
1040|2|2011|6|6|46|30|72|65.5|25|30
1040|2|2011|7|5|54|22|79.8|86.6|1347|1597
1040|2|2011|7|6|55.5|43|53.1|47.5|32|40
1040|2|2011|8|5|54|15|80.1|83.5|1371|1559
1040|2|2011|8|6|52|26|67.9|76.7|28|34
1040|2|2011|9|5|55|6|87|88.8|1441|1693
1040|2|2011|9|6|71|46|59.5|56.8|37|44
1040|2|2012|10|5|51|3|88.8|87.7|1519|1715
1040|2|2012|10|6|68.5|44.5|60.5|57.1|38|42
1040|2|2012|4|5|57|31|73.7|84.6|1256|1477
1040|2|2012|4|6|57.5|37|72.2|66.7|36|40
1040|2|2012|5|5|51|24|73.2|86.2|1328|1516
1040|2|2012|5|6|66|41.5|85.3|75.7|34|37
1040|2|2012|6|5|54|20|78.4|86.1|1331|1572
1040|2|2012|6|6|60|40|70.6|53.8|17|26
1040|2|2012|7|5|49|22|73.9|82.4|1423|1621
1040|2|2012|7|6|65.5|33.5|70.8|70.4|24|27
1040|2|2012|8|5|49|13|78.9|85.3|1441|1624
1040|2|2012|8|6|54|42|65.7|53.7|35|41
1040|2|2012|9|5|48|8|83.6|87.3|1398|1637
1040|2|2012|9|6|45|23|74.1|64.7|27|34
1040|2|2013|10|5|54|2|89.7|88.9|1442|1606
1040|2|2013|10|6|57|11|78.6|66.7|28|36
1040|2|2013|4|5|53|27|73.3|83.9|1305|1532
1040|2|2013|4|6|48|42|51.5|57.5|33|40
1040|2|2013|5|5|54|22|77.7|84.2|1325|1501
1040|2|2013|5|6|66.5|24|73.5|73.8|34|42
1040|2|2013|6|5|51|18|78.9|87.2|1363|1630
1040|2|2013|6|6|69|29|87.1|75|31|36
1040|2|2013|7|5|52|17|79.7|84.2|1412|1628
1040|2|2013|7|6|58|40|52.4|53.8|21|26
1040|2|2013|8|5|51|14|81|83.3|1486|1673
1040|2|2013|8|6|62.5|16|70.8|62.1|24|29
1040|2|2013|9|5|55|5|88.1|87.6|1460|1761
1040|2|2013|9|6|71.5|24.5|55.3|48.9|38|45
2690|1|2011|10|5|40|97|20.5|18.6|858|1037
2690|1|2011|10|6|27.5|99|7.9|7.3|152|170
2690|1|2011|4|5|42|44|48.6|77.5|1029|1138
2690|1|2011|4|6|37|46|43.9|66.7|98|111
2690|1|2011|5|5|38|46|42.8|70.4|1059|1159
2690|1|2011|5|6|35.5|51|34.5|58.1|116|124
2690|1|2011|6|5|25|58|19.6|46.3|1005|1149
2690|1|2011|6|6|19|64.5|16.5|36.7|85|91
2690|1|2011|7|5|30|69|14.7|37.8|875|1048
2690|1|2011|7|6|30|77|8.7|23.8|161|189
2690|1|2011|8|5|35|81|14.5|28.9|980|1118
2690|1|2011|8|6|33|92|9.1|22.7|197|208
2690|1|2011|9|5|35|97|12|17.7|911|1268
2690|1|2011|9|6|35|99|8|13.6|200|250
2690|1|2012|10|5|43|99|15.4|14|885|1108
2690|1|2012|10|6|40.5|99|12.6|11.2|174|212
2690|1|2012|4|5|49|57|44.2|71.9|1057|1167
2690|1|2012|4|6|43|64|31.5|57.8|92|104
2690|1|2012|5|5|35|61|29.8|60.1|1052|1151
2690|1|2012|5|6|32|63|22.7|51.4|97|107
2690|1|2012|6|5|30|64|21.7|49.8|1012|1120
2690|1|2012|6|6|24|70.5|11.7|33.3|111|118
2690|1|2012|7|5|43|82|20|29.8|994|1097
2690|1|2012|7|6|39|88|10|11.2|80|89
2690|1|2012|8|5|36|85|14.4|27.1|897|1014
2690|1|2012|8|6|34.5|95|10.7|16.9|168|179
2690|1|2012|9|5|35|95|14.3|21.2|955|1426
2690|1|2012|9|6|35|99|7.1|11.6|197|253
2690|1|2013|10|5|44|99|16.1|15.4|953|1087
2690|1|2013|10|6|44.5|99|6|5.4|184|204
2690|1|2013|4|5|49|48|54.1|76.9|1130|1226
2690|1|2013|4|6|47|54|47.4|68.3|97|104
2690|1|2013|5|5|38|52|37.2|57.4|1043|1142
2690|1|2013|5|6|23|65.5|26|40.4|96|104
2690|1|2013|6|5|34|66|23|46.7|964|1061
2690|1|2013|6|6|38|68|21.9|40.4|96|99
2690|1|2013|7|5|33|73|15.9|36.7|1003|1101
2690|1|2013|7|6|37|82|12.7|22.9|102|109
2690|1|2013|8|5|40|85|20.3|32.5|956|1070
2690|1|2013|8|6|38|95.5|16.2|23.3|80|86
2690|1|2013|9|5|36|98|10.2|15.1|902|1259
2690|1|2013|9|6|42|99|7.2|8|166|188
2690|2|2011|10|5|40|9|70.8|67.1|852|1035
2690|2|2011|10|6|39|30|56.6|54.3|152|171
2690|2|2011|4|5|41|40|52|68.2|1030|1140
2690|2|2011|4|6|30|43.5|37.9|49.1|95|107
2690|2|2011|5|5|40|36|55.2|70.3|1060|1158
2690|2|2011|5|6|34|44|40.7|53.7|113|125
2690|2|2011|6|5|37|36|49.6|64.3|1001|1145
2690|2|2011|6|6|25|39|30.6|53.3|85|92
2690|2|2011|7|5|36|35|48.5|55.6|877|1049
2690|2|2011|7|6|32|47|34.4|35.1|160|188
2690|2|2011|8|5|41|35.5|54.5|53.6|979|1121
2690|2|2011|8|6|38.5|47|45.9|44.7|194|208
2690|2|2011|9|5|43|28|59.8|59.2|913|1270
2690|2|2011|9|6|40|49|46.7|47.7|195|246
2690|2|2012|10|5|37|21|61.5|57.3|889|1107
2690|2|2012|10|6|37|48.5|51.1|46.9|174|210
2690|2|2012|4|5|45|37|55.9|68.1|1062|1163
2690|2|2012|4|6|30.5|44|27.7|43.1|94|102
2690|2|2012|5|5|40|36|53.6|69.4|1052|1150
2690|2|2012|5|6|30|39|43.2|56.2|95|105
2690|2|2012|6|5|33.5|32|50.9|64.6|1014|1120
2690|2|2012|6|6|34|44.5|40.2|42.6|107|116
2690|2|2012|7|5|37|38|48.5|55|985|1097
2690|2|2012|7|6|39|46|30.1|38.5|83|92
2690|2|2012|8|5|39|34|53.5|57.3|889|1010
2690|2|2012|8|6|36|61|37.1|37.6|167|181
2690|2|2012|9|5|40|35|53|55.8|960|1429
2690|2|2012|9|6|43|47.5|43.6|45.8|195|252
2690|2|2013|10|5|46.5|15|68.2|65|952|1083
2690|2|2013|10|6|44|25|57.1|52.5|184|204
2690|2|2013|4|5|42|34|57.7|68.9|1123|1226
2690|2|2013|4|6|35|47|49.5|53.4|95|103
2690|2|2013|5|5|37|32|53.4|67.5|1056|1141
2690|2|2013|5|6|48|45|46.3|44.7|95|103
2690|2|2013|6|5|39|36|53.8|64.2|963|1060
2690|2|2013|6|6|46|48.5|47.9|53.1|94|98
2690|2|2013|7|5|39|31|55.2|60.2|1005|1102
2690|2|2013|7|6|42.5|49|47|46.7|100|107
2690|2|2013|8|5|44|30|58.4|58.5|949|1069
2690|2|2013|8|6|39|41|50.6|44.7|81|85
2690|2|2013|9|5|41|27|57.1|56.2|891|1243
2690|2|2013|9|6|40|51|41|38|161|184
470|1|2011|10|7|48|83|39|37|1381|1542
470|1|2011|10|8|46.5|99|5.4|6.3|92|120
470|1|2011|4|7|51|42|56.9|77.9|1486|1659
470|1|2011|4|8|29|59|25.2|34.9|111|129
470|1|2011|5|7|57|47|58.9|72.3|1420|1567
470|1|2011|5|8|35.5|70.5|22.6|29.6|124|142
470|1|2011|6|7|64|59|59|69.4|1370|1537
470|1|2011|6|8|48.5|80|24.5|26.8|94|115
470|1|2011|7|7|60|63|49.3|63.4|1414|1563
470|1|2011|7|8|37.5|95|15.1|18.4|86|104
470|1|2011|8|7|63|70|43.5|54.5|1534|1707
470|1|2011|8|8|55.5|99|17.6|15.5|102|112
470|1|2011|9|7|53|76|39.1|46|1458|1706
470|1|2011|9|8|53|99|4.9|5.8|102|139
470|1|2012|10|7|51|77|41.6|39.7|1473|1610
470|1|2012|10|8|47|99|6.4|6.5|109|124
470|1|2012|4|7|49.5|57|43|73.9|1488|1658
470|1|2012|4|8|32|73|23.9|38.7|109|125
470|1|2012|5|7|55|57|47.9|71.3|1535|1690
470|1|2012|5|8|46.5|86|17.2|27.5|122|144
470|1|2012|6|7|63|60|53.3|68.8|1431|1615
470|1|2012|6|8|46|92|18.5|22.4|130|144
470|1|2012|7|7|57|70|42|54.6|1436|1590
470|1|2012|7|8|39|95|10.1|11.7|89|111
470|1|2012|8|7|64|62|52.9|60.3|1450|1577
470|1|2012|8|8|45|99|9.9|10|81|100
470|1|2012|9|7|55|75|38.8|48|1509|1745
470|1|2012|9|8|55.5|99|9.4|10.2|106|133
470|1|2013|10|7|49|84|38.7|37.4|1532|1657
470|1|2013|10|8|49|99|5.9|5.5|101|110
470|1|2013|4|7|46|46|51.5|75.1|1547|1743
470|1|2013|4|8|29|70|20.6|28.7|126|143
470|1|2013|5|7|53|51|53.6|67|1549|1712
470|1|2013|5|8|52|83|28.2|29.6|103|115
470|1|2013|6|7|59|55|53.2|68.5|1568|1773
470|1|2013|6|8|37.5|90.5|14.1|19.9|128|151
470|1|2013|7|7|58|62|47.4|63.9|1491|1635
470|1|2013|7|8|54.5|96|16.4|16.8|116|131
470|1|2013|8|7|56.5|63|44.7|60.1|1480|1628
470|1|2013|8|8|52|99|12|16.7|92|108
470|1|2013|9|7|54|74|43.3|49.2|1449|1641
470|1|2013|9|8|37|99|6.3|8.2|79|98
470|2|2011|10|7|51|4|79.4|77.6|1380|1542
470|2|2011|10|8|45.5|95|26.6|26.4|94|120
470|2|2011|4|7|53|37|63.9|67.4|1305|1649
470|2|2011|4|8|30|69|21.8|19.5|101|128
470|2|2011|5|7|54|35|65.7|73.8|1399|1568
470|2|2011|5|8|36|64|29.5|30.3|122|142
470|2|2011|6|7|54|32|68.7|76.2|1370|1537
470|2|2011|6|8|38|63|32.3|32.7|96|116
470|2|2011|7|7|57|28|72.1|72.5|1414|1564
470|2|2011|7|8|46.5|70.5|36|20.2|86|104
470|2|2011|8|7|55|23|73.1|72.4|1532|1708
470|2|2011|8|8|33.5|82|25.5|19.8|102|112
470|2|2011|9|7|50|12|72.4|73.7|1455|1706
470|2|2011|9|8|44|86|27.3|22.8|99|139
470|2|2012|10|7|56|7|78|76.7|1471|1610
470|2|2012|10|8|39|95.5|22.2|21|108|124
470|2|2012|4|7|50|36|62.2|68.3|1299|1652
470|2|2012|4|8|39.5|62.5|33|32.5|100|125
470|2|2012|5|7|57|34|68|74.2|1529|1689
470|2|2012|5|8|41|80|26.2|24.6|122|144
470|2|2012|6|7|56|27|72|75.6|1430|1615
470|2|2012|6|8|50|71|32.6|29.1|129|144
470|2|2012|7|7|60|28|73.2|75.1|1436|1590
470|2|2012|7|8|55|68.5|38.9|28.8|90|112
470|2|2012|8|7|59|21|75.2|74.7|1450|1577
470|2|2012|8|8|41|77.5|24.4|16|82|100
470|2|2012|9|7|56|14|75.6|77.1|1506|1745
470|2|2012|9|8|46.5|91|27.4|22|106|133
470|2|2013|10|7|48|3|81.5|80.6|1530|1656
470|2|2013|10|8|32|98|17.8|18.2|101|110
470|2|2013|4|7|56|31|68.7|69.4|1370|1737
470|2|2013|4|8|30.5|72|22.9|23.1|118|143
470|2|2013|5|7|55|32|67.6|72.3|1545|1713
470|2|2013|5|8|44|73|33|30.2|103|116
470|2|2013|6|7|56|29|71.3|77.8|1572|1776
470|2|2013|6|8|39.5|80.5|26.2|20.9|130|153
470|2|2013|7|7|56|21|74.8|74.1|1507|1655
470|2|2013|7|8|47|74|33|25.8|115|132
470|2|2013|8|7|51|18|73.3|73.7|1480|1628
470|2|2013|8|8|39|73|33.7|33.3|92|108
470|2|2013|9|7|50|10|76.7|76.3|1448|1640
470|2|2013|9|8|39|92|19|20.6|79|97
1040|1|2011|10|7|61|69|47|46.2|1424|1592
1040|1|2011|10|8|51.5|99|6.4|5.7|78|88
1040|1|2011|4|7|57|37|68.3|89|1229|1424
1040|1|2011|4|8|44.5|57|35.9|47.3|92|113
1040|1|2011|5|7|54|37|64.5|86.4|1207|1413
1040|1|2011|5|8|43|61|33.9|44.8|112|125
1040|1|2011|6|7|57|43|64.1|81.7|1291|1502
1040|1|2011|6|8|40|73.5|27.3|30.8|110|120
1040|1|2011|7|7|55|54|51.4|74.3|1310|1549
1040|1|2011|7|8|48|89.5|18.7|28.2|75|86
1040|1|2011|8|7|50|55|46.9|69.8|1317|1497
1040|1|2011|8|8|44|97|12.6|18.6|87|98
1040|1|2011|9|7|58|60|47|58|1409|1645
1040|1|2011|9|8|47|99|11.7|12.2|77|92
1040|1|2012|10|7|57|58|51.2|49.3|1505|1700
1040|1|2012|10|8|30|99|8.6|7.7|58|65
1040|1|2012|4|7|54|49|58|88.9|1205|1406
1040|1|2012|4|8|38.5|66|21|44.1|100|112
1040|1|2012|5|7|56|48|58.6|85.3|1270|1440
1040|1|2012|5|8|47|78|25|39.1|96|111
1040|1|2012|6|7|52|49|53.6|80.2|1263|1485
1040|1|2012|6|8|44|83|18.3|33|93|114
1040|1|2012|7|7|51|57|46.3|65|1363|1550
1040|1|2012|7|8|51|92.5|18.2|19.6|88|100
1040|1|2012|8|7|47|49|48.5|66.4|1403|1578
1040|1|2012|8|8|51|97|18.2|23|77|88
1040|1|2012|9|7|57|56|52.5|61|1362|1583
1040|1|2012|9|8|58|99|10.7|13.5|75|89
1040|1|2013|10|7|56|48|52.5|51.1|1401|1556
1040|1|2013|10|8|51|99|12.7|11.2|79|89
1040|1|2013|4|7|56|37|67.9|89.3|1248|1464
1040|1|2013|4|8|49|59|40|52.7|95|110
1040|1|2013|5|7|58|33|71.2|84.8|1260|1424
1040|1|2013|5|8|46.5|74|31.4|33.1|102|118
1040|1|2013|6|7|53|44|57.3|81.2|1305|1563
1040|1|2013|6|8|51|79|26.9|30.8|93|107
1040|1|2013|7|7|56|55|54.2|77|1353|1555
1040|1|2013|7|8|55|86|20|22.8|85|101
1040|1|2013|8|7|49|53|47.3|69.1|1426|1606
1040|1|2013|8|8|49|99|9.1|14.1|88|99
1040|1|2013|9|7|56|65|46.5|54.3|1427|1724
1040|1|2013|9|8|47|99|17.1|16.9|76|89
1040|2|2011|10|7|52|2|90.8|90.1|1419|1590
1040|2|2011|10|8|53|64.5|40.5|43.8|79|90
1040|2|2011|4|7|58|32|74.4|87.1|1223|1423
1040|2|2011|4|8|44|56.5|38.5|40|91|112
1040|2|2011|5|7|55|27|75.1|88.6|1204|1412
1040|2|2011|5|8|59|58|56.4|49.2|110|126
1040|2|2011|6|7|58|23|81.5|90.7|1293|1502
1040|2|2011|6|8|57|60|47.7|38.3|111|120
1040|2|2011|7|7|55|22|81.1|88|1305|1550
1040|2|2011|7|8|47.5|54|44.6|43.5|74|87
1040|2|2011|8|7|54|14|82.7|86.8|1314|1497
1040|2|2011|8|8|44|67|35.3|28.4|85|96
1040|2|2011|9|7|56|6|89.2|91|1402|1644
1040|2|2011|9|8|42|72|31.6|32.6|76|93
1040|2|2012|10|7|51|3|90.5|89.3|1497|1691
1040|2|2012|10|8|48|83|28.3|28.8|60|66
1040|2|2012|4|7|58|30|76.1|88|1193|1405
1040|2|2012|4|8|42|53.5|44.4|35.5|99|112
1040|2|2012|5|7|53|23|76.9|89.6|1266|1440
1040|2|2012|5|8|41|62|29.2|38.7|96|113
1040|2|2012|6|7|54|19|80.5|88.8|1259|1483
1040|2|2012|6|8|51|58|48.3|41.8|89|115
1040|2|2012|7|7|50|21|75.6|85.2|1359|1548
1040|2|2012|7|8|50|65|47.7|34|88|100
1040|2|2012|8|7|49|12|80.7|87|1401|1577
1040|2|2012|8|8|40|53|40|40.2|75|88
1040|2|2012|9|7|49|7|86|89.8|1355|1582
1040|2|2012|9|8|46|79|34.3|30.5|70|89
1040|2|2013|10|7|54|2|91.9|91.1|1399|1555
1040|2|2013|10|8|44|79|40.8|40.2|71|87
1040|2|2013|4|7|54|26.5|75.6|86.3|1244|1463
1040|2|2013|4|8|42|56|35.1|41.3|94|109
1040|2|2013|5|7|54|21|80.3|88.1|1258|1426
1040|2|2013|5|8|53|60|44.6|33.3|101|117
1040|2|2013|6|7|52|17|81|89.8|1303|1561
1040|2|2013|6|8|56|61|51.6|44.8|91|105
1040|2|2013|7|7|52|16|81.3|86.9|1351|1553
1040|2|2013|7|8|44.5|57|46.3|35.6|82|101
1040|2|2013|8|7|52|13|83.8|86.1|1422|1604
1040|2|2013|8|8|33.5|64.5|31.8|30.6|88|98
1040|2|2013|9|7|55|5|88.8|88.5|1424|1719
1040|2|2013|9|8|58.5|45|58.1|49.4|74|87
2690|1|2011|10|7|38|97|19.7|18.1|947|1124
2690|1|2011|10|8|41|99|1.6|1.3|63|83
2690|1|2011|4|7|42|42|50.7|81.2|998|1109
2690|1|2011|4|8|36|60|28.7|38.8|129|140
2690|1|2011|5|7|38|44|43.7|73.2|1059|1148
2690|1|2011|5|8|39.5|67|25.9|35.6|116|135
2690|1|2011|6|7|25|57|20.4|49.3|999|1122
2690|1|2011|6|8|20|79|7.7|9.6|91|118
2690|1|2011|7|7|30|68|14.1|38.2|943|1121
2690|1|2011|7|8|28|93|10.8|11.3|93|116
2690|1|2011|8|7|36|80|14.4|29.8|1091|1225
2690|1|2011|8|8|25|98|3.5|5.1|86|101
2690|1|2011|9|7|35|97|12.1|18.4|1026|1397
2690|1|2011|9|8|34|99|1.2|1.7|85|121
2690|1|2012|10|7|42.5|99|15.9|14.5|988|1226
2690|1|2012|10|8|40|99|1.4|1.1|71|94
2690|1|2012|4|7|50|57|45.7|75|1033|1144
2690|1|2012|4|8|40.5|71|20.7|31.5|116|127
2690|1|2012|5|7|36|60|31|63.4|1038|1129
2690|1|2012|5|8|28|79|11.7|24|111|129
2690|1|2012|6|7|31|63|22.1|52.1|1019|1120
2690|1|2012|6|8|16.5|89|7.7|12|104|118
2690|1|2012|7|7|42|80|20.3|30.4|992|1095
2690|1|2012|7|8|41|96|7.3|4.4|82|91
2690|1|2012|8|7|36|85|14.8|27.3|976|1091
2690|1|2012|8|8|36|99|3.4|7|89|102
2690|1|2012|9|7|35|95|13.9|20.7|1083|1577
2690|1|2012|9|8|26|99|1.4|3.3|69|102
2690|1|2013|10|7|44|99|15.2|14.6|1073|1209
2690|1|2013|10|8|45.5|99|1.6|1.2|64|82
2690|1|2013|4|7|51|47|56.2|79.5|1099|1192
2690|1|2013|4|8|38.5|65|30.5|47.8|128|138
2690|1|2013|5|7|38|48|38.8|60.3|1020|1117
2690|1|2013|5|8|32|79|14.3|17.8|119|129
2690|1|2013|6|7|35|64|24.5|50.4|939|1032
2690|1|2013|6|8|24|87|10.7|12.5|121|128
2690|1|2013|7|7|33|72|16.4|38.1|1000|1094
2690|1|2013|7|8|36|95|7.6|10.3|105|116
2690|1|2013|8|7|40|83|21|34.3|953|1054
2690|1|2013|8|8|44|99|8.4|6.9|83|102
2690|1|2013|9|7|38|98|10.5|15.4|977|1325
2690|1|2013|9|8|17|99|1.1|0.8|91|122
2690|2|2011|10|7|40|9|72.1|69|944|1123
2690|2|2011|10|8|34|95.5|13.3|10.8|60|83
2690|2|2011|4|7|41|39|53.7|71|995|1108
2690|2|2011|4|8|36|59|29.2|31.2|130|139
2690|2|2011|5|7|40|35|55.3|73|1057|1149
2690|2|2011|5|8|37|61|39.7|31.3|116|134
2690|2|2011|6|7|36|34|50.1|68.2|994|1119
2690|2|2011|6|8|33.5|66|26.1|17.5|92|118
