DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|ETHNICITY|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT|ENROLLMENT_PERCENTAGE
1040|2201|E|1|2012|3|57|42.5|100|90.9|2|11|NULL
1040|2201|E|1|2012|4|58.5|56.5|58.3|87|12|23|NULL
1040|2201|E|1|2012|5|67|29|79.5|94.7|146|225|NULL
1040|2201|E|1|2012|1|41|55.5|50|100|2|2|NULL
1040|2201|E|2|2012|1|51.5|39|100|100|2|2|NULL
1040|2201|E|2|2012|2|46|22|69.6|91.2|23|34|NULL
1040|2201|E|2|2012|3|59.5|27|100|90.9|2|11|NULL
1040|2201|E|2|2012|4|69.5|39|91.7|87|12|23|NULL
1040|2201|E|2|2012|5|58.5|22|79.5|91.6|146|225|NULL
2690|2288|E|1|2010|4|25|52.5|22.9|55.2|48|87|NULL
2690|2288|E|1|2010|5|25|48|35.3|59.3|17|27|NULL
2690|2288|E|2|2010|4|11|39|22.4|53.4|49|88|NULL
2690|2288|E|2|2010|5|33|41|47.1|66.7|17|27|NULL
2690|2288|E|1|2011|4|30|65.5|18|47.2|61|107|NULL
2690|2288|E|1|2011|5|20|63|11.8|60.7|17|28|NULL
2690|2288|E|2|2011|4|29|47|35.6|51|59|107|NULL
2690|2288|E|2|2011|5|23.5|32|31.2|70.4|16|27|NULL
470|2335|E|1|2010|1|9|35|0|50|1|2|NULL
470|2335|E|1|2010|2|87.5|28|100|100|6|11|NULL
470|2335|E|1|2010|3|95|46|100|100|1|1|NULL
470|2335|E|1|2010|4|73|53|77.8|75|9|16|NULL
470|2335|E|1|2010|5|69|38|76.4|88.7|123|204|NULL
470|2335|E|2|2010|5|64|33|73.2|77.7|123|202|NULL
470|2335|E|2|2010|1|53|42|100|50|1|2|NULL
470|2335|E|2|2010|2|51.5|23.5|100|100|6|11|NULL
470|2335|E|2|2010|3|71|49|100|100|1|1|NULL
470|2335|E|2|2010|4|59|57|66.7|60|9|15|NULL
470|2335|E|1|2011|2|81|36|85.7|100|7|11|NULL
470|2335|E|1|2011|4|40.5|55|40|68.2|10|22|NULL
470|2335|E|1|2011|5|44.5|52|45.2|82.3|126|181|NULL
470|2335|E|2|2011|5|58|36|64.8|80.7|125|181|NULL
470|2335|E|1|2011|1|31|72.5|0|33.3|2|3|NULL
470|2335|E|2|2011|1|39.5|60|0|66.7|2|3|NULL
470|2335|E|2|2011|2|65|22|85.7|81.8|7|11|NULL
470|2335|E|2|2011|4|51|47.5|60|68.2|10|22|NULL
470|2335|E|1|2012|2|66.5|26.5|87.5|87.5|8|16|NULL
470|2335|E|1|2012|3|27|24|100|50|1|2|NULL
470|2335|E|1|2012|4|45|58.5|42.9|54.2|14|24|NULL
470|2335|E|1|2012|5|43|37.5|53.7|80.7|108|166|NULL
470|2335|E|1|2012|1|35|83|0|0|1|1|NULL
470|2335|E|2|2012|1|77|85|0|0|1|1|NULL
470|2335|E|2|2012|2|71|29|87.5|93.8|8|16|NULL
470|2335|E|2|2012|3|37|18|100|50|1|2|NULL
470|2335|E|2|2012|4|36|42.5|57.1|50|14|24|NULL
470|2335|E|2|2012|5|49|30|64.2|75.9|109|166|NULL
470|2339|E|1|2010|1|67|58|100|50|1|2|NULL
470|2339|E|1|2010|2|65|32|100|90|7|11|NULL
470|2339|E|1|2010|3|42|77.5|0|0|2|2|NULL
470|2339|E|1|2010|4|55|47|57.9|62.5|19|32|NULL
470|2339|E|1|2010|5|57.5|41.5|68.1|83.6|72|134|NULL
470|2339|E|2|2010|5|50|33|63|80.7|73|135|NULL
470|2339|E|2|2010|1|44|47|0|50|1|2|NULL
470|2339|E|2|2010|2|75|23|100|90|7|11|NULL
470|2339|E|2|2010|3|38.5|69.5|50|50|2|2|NULL
470|2339|E|2|2010|4|46|40|57.9|62.5|19|32|NULL
470|2339|E|1|2011|2|35|49|20|72.7|10|11|NULL
470|2339|E|1|2011|4|39|61|19|60.5|21|38|NULL
470|2339|E|1|2011|5|46|50|50.6|81.2|89|149|NULL
470|2339|E|2|2011|5|52|33|67.4|82.7|89|150|NULL
470|2339|E|1|2011|1|56|82|0|50|2|6|NULL
470|2339|E|2|2011|1|19.5|66.5|0|33.3|2|6|NULL
470|2339|E|2|2011|2|45.5|31.5|70|81.8|10|11|NULL
470|2339|E|2|2011|4|39|44|47.6|50|21|38|NULL
470|2339|E|1|2012|2|56|56.5|50|80|4|10|NULL
470|2339|E|1|2012|3|40|22|100|66.7|1|3|NULL
470|2339|E|1|2012|4|32|60.5|23.3|51.2|30|43|NULL
470|2339|E|1|2012|5|41|35|55|83|100|159|NULL
470|2339|E|1|2012|1|32|38|33.3|66.7|3|3|NULL
470|2339|E|2|2012|1|51|57|66.7|66.7|3|3|NULL
470|2339|E|2|2012|2|46.5|38.5|75|70|4|10|NULL
470|2339|E|2|2012|3|97|19|100|100|1|3|NULL
470|2339|E|2|2012|4|39.5|52.5|33.3|48.8|30|43|NULL
470|2339|E|2|2012|5|63.5|28.5|76|84.9|100|159|NULL
1040|2369|E|1|2010|1|63|68.5|50|75|2|4|NULL
1040|2369|E|1|2010|2|23|38|23.1|63.2|13|19|NULL
1040|2369|E|1|2010|3|34|38.5|33.3|81.8|6|11|NULL
1040|2369|E|1|2010|4|22|42|18.2|81|11|21|NULL
1040|2369|E|1|2010|5|36|40|45.2|80.7|124|218|NULL
1040|2369|E|2|2010|4|40|28|45.5|85.7|11|21|NULL
1040|2369|E|2|2010|5|44|30|64.8|83.3|125|215|NULL
1040|2369|E|2|2010|1|83|69|100|50|1|4|NULL
1040|2369|E|2|2010|2|51|32|69.2|78.9|13|19|NULL
1040|2369|E|2|2010|3|33.5|35.5|50|90.9|6|11|NULL
1040|2369|E|2|2011|4|65.5|26.5|66.7|82.6|12|23|NULL
1040|2369|E|1|2011|3|55|64.5|33.3|63.6|6|11|NULL
1040|2369|E|1|2011|4|29.5|48|16.7|66.7|12|24|NULL
1040|2369|E|1|2011|5|41|54|43.7|82.2|126|226|NULL
1040|2369|E|1|2011|1|71|69|33.3|40|3|5|NULL
1040|2369|E|2|2011|5|55|30|72.6|86.7|124|227|NULL
1040|2369|E|2|2011|1|72|61|66.7|60|3|5|NULL
1040|2369|E|2|2011|2|57|21.5|81.8|88.9|11|19|NULL
1040|2369|E|2|2011|3|64|44|66.7|81.8|6|11|NULL
1040|2369|E|1|2011|2|55.5|52.5|75|84.2|12|19|NULL
1040|2369|E|1|2012|3|55|62|66.7|50|3|16|NULL
1040|2369|E|1|2012|4|62|46|60|69.2|15|26|NULL
1040|2369|E|1|2012|5|41|38|50.5|83.2|111|185|NULL
1040|2369|E|1|2012|1|73|31|100|100|1|2|NULL
1040|2369|E|1|2012|2|44|27|44.4|85.7|9|14|NULL
1040|2369|E|2|2012|1|18|25|0|100|1|2|NULL
1040|2369|E|2|2012|2|69|15.5|75|85.7|8|14|NULL
1040|2369|E|2|2012|3|52|29|66.7|52.9|3|17|NULL
1040|2369|E|2|2012|4|71|26.5|71.4|77.8|14|27|NULL
1040|2369|E|2|2012|5|45.5|24|67.3|83.7|110|184|NULL
470|2496|E|1|2010|2|72|39|90.9|94.4|11|18|NULL
470|2496|E|1|2010|4|42|62.5|25|28.6|8|14|NULL
470|2496|E|1|2010|5|51|43|58.2|83.6|79|116|NULL
470|2496|M|1|2010|4|71|70|47.1|52.9|17|17|NULL
470|2496|M|2|2010|1|66|46|100|66.7|3|3|NULL
470|2496|M|1|2010|1|84|73|66.7|66.7|3|3|NULL
470|2496|M|1|2010|2|75|41|92.9|100|14|14|NULL
470|2496|E|2|2010|5|53|29|75.9|87.1|79|116|NULL
470|2496|M|1|2010|5|79|58|74.8|84.3|107|115|NULL
470|2496|E|2|2010|2|60.5|30|83.3|94.7|12|19|NULL
470|2496|E|2|2010|4|52|52|50|50|8|14|NULL
470|2496|M|2|2010|4|39|42|47.1|58.8|17|17|NULL
470|2496|M|2|2010|5|72|21|86.9|89.6|107|115|NULL
470|2496|M|2|2010|2|42|27.5|85.7|100|14|14|NULL
470|2496|E|2|2011|4|20|56|18.2|54.2|11|24|NULL
470|2496|E|1|2011|2|54|47|81.8|94.1|11|17|NULL
470|2496|E|2|2011|2|72|26|100|100|11|17|NULL
470|2496|E|1|2011|4|59|73|36.4|62.5|11|24|NULL
470|2496|E|2|2011|5|63|28|81.3|87|75|138|NULL
470|2496|M|1|2011|2|68|39.5|81.2|93.8|16|16|NULL
470|2496|M|1|2011|4|63|89.5|20|22.7|20|22|NULL
470|2496|M|2|2011|1|42|42|100|100|1|1|NULL
470|2496|M|1|2011|1|50|71|0|0|1|1|NULL
470|2496|E|1|2011|5|74|56|74.7|89.1|75|138|NULL
470|2496|M|2|2011|4|60.5|53.5|60|45.5|20|22|NULL
470|2496|M|1|2011|5|64|57|60.9|74.2|110|120|NULL
470|2496|M|2|2011|2|72.5|21.5|100|100|16|16|NULL
470|2496|M|2|2011|5|57|19|83.6|90|110|120|NULL
470|2496|M|1|2012|1|87|39|100|100|1|1|NULL
470|2496|E|2|2012|4|65|52|57.1|55.6|21|36|NULL
470|2496|E|2|2012|5|67.5|26.5|82.9|89.1|82|128|NULL
470|2496|E|2|2012|2|74.5|24|92.9|91.4|14|35|NULL
470|2496|M|1|2012|4|61|81|33.3|36.4|21|22|NULL
470|2496|M|1|2012|5|71|45|75.2|86.2|101|109|NULL
470|2496|E|1|2012|5|64|42|68.7|85.2|83|128|NULL
470|2496|M|1|2012|2|87.5|38|80|95.5|20|22|NULL
470|2496|E|1|2012|2|81|40|85.7|97.1|14|35|NULL
470|2496|E|1|2012|4|75|58.5|59.1|63.9|22|36|NULL
470|2496|M|2|2012|1|53|37|100|100|1|1|NULL
470|2496|M|2|2012|2|75|16|100|100|19|21|NULL
470|2496|M|2|2012|4|77|35|76.2|72.7|21|22|NULL
470|2496|M|2|2012|5|66|14|95|97.2|101|109|NULL
1040|2607|H|1|2010|1|69|98|0|25|3|4|NULL
1040|2607|H|1|2010|2|62|51|66.7|71.4|27|28|NULL
1040|2607|H|1|2010|3|49.5|99|9.1|12|22|25|NULL
1040|2607|H|1|2010|4|51|71|32.3|37.8|31|37|NULL
1040|2607|H|1|2010|5|60.5|65|46.9|49.7|578|640|NULL
1040|2607|H|2|2010|4|39|5|83.9|86.5|31|37|NULL
1040|2607|H|2|2010|5|56|3|89.3|90.2|572|639|NULL
1040|2607|H|2|2010|1|98|23|100|100|3|4|NULL
1040|2607|H|2|2010|2|67|5|92.6|92.9|27|28|NULL
1040|2607|H|2|2010|3|63.5|9.5|72.7|79.2|22|24|NULL
1040|2607|H|2|2011|4|50|11|75|73.7|32|38|NULL
1040|2607|H|1|2011|3|66|99|11.8|25|17|20|NULL
1040|2607|H|1|2011|4|72|80.5|53.1|47.4|32|38|NULL
1040|2607|H|1|2011|5|67|54|58.6|60.1|495|566|NULL
1040|2607|H|1|2011|1|96|99|0|50|1|2|NULL
1040|2607|H|2|2011|5|56|4|92.5|92.7|493|565|NULL
1040|2607|H|2|2011|1|46|3|100|100|1|2|NULL
1040|2607|H|2|2011|2|82|5|96.4|94.3|28|35|NULL
1040|2607|H|2|2011|3|69|19|70.6|70|17|20|NULL
1040|2607|H|1|2011|2|81|25.5|67.9|68.6|28|35|NULL
1040|2607|H|1|2012|3|56|99|6.7|20|15|20|NULL
1040|2607|H|1|2012|4|49|79|29.6|34.2|27|38|NULL
1040|2607|H|1|2012|5|56|43|52.5|55.5|463|533|NULL
1040|2607|H|1|2012|1|93|98|0|20|1|5|NULL
1040|2607|H|1|2012|2|58|20|69.7|82.9|33|35|NULL
1040|2607|H|2|2012|1|94|67|100|60|1|5|NULL
1040|2607|H|2|2012|2|68|3|90.9|91.4|33|35|NULL
1040|2607|H|2|2012|3|69|36|53.3|55|15|20|NULL
1040|2607|H|2|2012|4|58|11|88.9|94.9|27|39|NULL
1040|2607|H|2|2012|5|50|3|90.2|90|460|529|NULL
2690|2683|E|1|2010|1|44|44|40|100|5|7|NULL
2690|2683|E|1|2010|2|88.5|31.5|100|100|2|3|NULL
2690|2683|E|1|2010|3|14|69|0|50|1|4|NULL
2690|2683|E|1|2010|4|23|47|29.1|65.2|55|92|NULL
2690|2683|E|1|2010|5|28|39.5|38.7|81.5|62|92|NULL
2690|2683|E|2|2010|4|31|46|43.6|63|55|92|NULL
2690|2683|E|2|2010|5|40|36|58.1|77.4|62|93|NULL
2690|2683|E|2|2010|1|49|44|60|71.4|5|7|NULL
2690|2683|E|2|2010|2|97|28.5|100|100|2|3|NULL
2690|2683|E|2|2010|3|23|75|0|50|1|4|NULL
2690|2683|E|2|2011|4|43|39|54.9|72.4|51|76|NULL
2690|2683|E|1|2011|3|16|68|0|0|4|4|NULL
2690|2683|E|1|2011|4|22|57|23.5|67.1|51|76|NULL
2690|2683|E|1|2011|5|31.5|54|25.9|73.1|58|78|NULL
2690|2683|E|1|2011|1|20.5|29.5|50|100|2|2|NULL
2690|2683|E|2|2011|5|49|31|60.3|72.2|58|79|NULL
2690|2683|E|2|2011|1|86|29.5|100|100|2|3|NULL
2690|2683|E|2|2011|2|83|14|66.7|100|3|3|NULL
2690|2683|E|2|2011|3|32.5|49.5|50|50|4|4|NULL
2690|2683|E|1|2011|2|28|28|66.7|100|3|3|NULL
2690|2683|E|1|2012|3|39.5|71.5|50|66.7|2|3|NULL
2690|2683|E|1|2012|4|35|46|46.8|84.2|47|76|NULL
2690|2683|E|1|2012|5|36|54|46.5|75.8|43|66|NULL
2690|2683|E|1|2012|1|18.5|25|0|100|2|2|NULL
2690|2683|E|1|2012|2|6|19|0|100|1|1|NULL
2690|2683|E|2|2012|1|8|15|0|100|2|2|NULL
2690|2683|E|2|2012|2|15|10|100|100|1|1|NULL
2690|2683|E|2|2012|3|30|50|50|66.7|2|3|NULL
2690|2683|E|2|2012|4|43|34|61.7|76.3|47|76|NULL
2690|2683|E|2|2012|5|30|27|51.2|75.8|43|66|NULL
1040|2905|E|1|2010|1|47.5|50|50|100|2|2|NULL
1040|2905|E|1|2010|2|66|39|76.9|77.8|13|18|NULL
1040|2905|E|1|2010|3|54|48.5|50|100|2|4|NULL
1040|2905|E|1|2010|4|35.5|28|62.5|75|8|8|NULL
1040|2905|E|1|2010|5|48|38|58.2|83.4|110|181|NULL
1040|2905|E|2|2010|1|53.5|33|50|100|2|2|NULL
1040|2905|E|2|2010|2|46.5|30|75|77.8|12|18|NULL
1040|2905|E|2|2010|3|47|38|50|100|2|4|NULL
1040|2905|E|2|2010|4|71.5|14.5|87.5|100|8|8|NULL
1040|2905|E|2|2010|5|56|25|71.2|88.5|111|182|NULL
1040|2905|E|1|2011|3|56|45|66.7|83.3|3|6|NULL
1040|2905|E|1|2011|4|67|27|75|100|4|9|NULL
1040|2905|E|1|2011|5|68|49.5|71.2|89.3|104|168|NULL
1040|2905|E|1|2011|2|59|40|63.6|76.5|11|17|NULL
1040|2905|E|2|2011|2|66|20|81.8|82.4|11|17|NULL
1040|2905|E|2|2011|3|56|22|66.7|66.7|3|6|NULL
1040|2905|E|2|2011|4|26|8|75|77.8|4|9|NULL
1040|2905|E|2|2011|5|48.5|24|73.1|90.4|104|167|NULL
1040|2905|E|1|2012|3|78|63|60|66.7|5|6|NULL
1040|2905|E|1|2012|4|32|30|40|85.7|5|7|NULL
1040|2905|E|1|2012|5|54.5|34|65.7|88.6|102|149|NULL
1040|2905|E|1|2012|2|31|41|20|80|5|10|NULL
1040|2905|E|2|2012|2|25|23|40|60|5|10|NULL
1040|2905|E|2|2012|3|90|33|80|83.3|5|6|NULL
1040|2905|E|2|2012|4|33|15|80|100|5|7|NULL
1040|2905|E|2|2012|5|51|20|77.5|85.2|102|149|NULL
470|2912|E|1|2010|2|43|51|25|60|4|10|NULL
470|2912|E|1|2010|3|15|46|0|66.7|2|3|NULL
470|2912|E|1|2010|4|41|59|24.7|44.5|73|119|NULL
470|2912|E|1|2010|5|30|50.5|34.4|69.9|64|123|NULL
470|2912|E|2|2010|5|44|41|57.1|65.9|63|123|NULL
470|2912|E|2|2010|2|40.5|41|50|40|4|10|NULL
470|2912|E|2|2010|3|59|51.5|50|66.7|2|3|NULL
470|2912|E|2|2010|4|32|53|32.1|38.5|56|96|NULL
470|2912|E|1|2011|1|62|54|100|100|1|2|NULL
470|2912|E|1|2011|2|40.5|61.5|33.3|57.1|6|7|NULL
470|2912|E|1|2011|3|51|68|0|100|1|1|NULL
470|2912|E|1|2011|4|40.5|69|24.4|54.4|78|125|NULL
470|2912|E|1|2011|5|36|62|24.6|65.8|69|111|NULL
470|2912|E|2|2011|1|43|31|100|100|1|2|NULL
470|2912|E|2|2011|2|63|52|83.3|42.9|6|7|NULL
470|2912|E|2|2011|3|78|46|100|100|1|1|NULL
470|2912|E|2|2011|4|40.5|51.5|48.3|48.2|60|110|NULL
470|2912|E|2|2011|5|42|37|55.1|65.2|69|112|NULL
470|2912|E|1|2012|2|32|66|33.3|50|3|4|NULL
470|2912|E|1|2012|4|35.5|65.5|21.1|50.4|76|119|NULL
470|2912|E|1|2012|5|29|54|28.3|69.3|53|101|NULL
470|2912|E|1|2012|1|11|44.5|0|50|2|4|NULL
470|2912|E|2|2012|1|14|20.5|50|75|2|4|NULL
470|2912|E|2|2012|2|21|58|33.3|50|3|4|NULL
470|2912|E|2|2012|4|50|56|41|46.9|61|113|NULL
470|2912|E|2|2012|5|52|36|64.2|70.6|53|102|NULL
470|2956|M|1|2010|1|65.5|92.5|50|50|4|4|NULL
470|2956|M|1|2010|2|64|72|65.4|60.7|26|28|NULL
470|2956|M|1|2010|3|54|73|16.7|50|6|6|NULL
470|2956|M|1|2010|4|60|76|32.5|38.9|191|226|NULL
470|2956|M|1|2010|5|64|68|47.1|56.2|429|498|NULL
470|2956|M|2|2010|4|46|48|52.9|48.5|191|229|NULL
470|2956|M|2|2010|5|48.5|29|65.8|68.1|430|496|NULL
470|2956|M|2|2010|1|84|26|75|50|4|4|NULL
470|2956|M|2|2010|2|51|55.5|50|39.3|26|28|NULL
470|2956|M|2|2010|3|48|30|83.3|83.3|6|6|NULL
470|2956|M|2|2011|4|61|53|57.3|53.5|185|200|NULL
470|2956|M|1|2011|3|52|76|28.6|42.9|7|7|NULL
470|2956|M|1|2011|4|54|89|23.8|31.5|185|200|NULL
470|2956|M|1|2011|5|58|68|43.3|53.9|450|510|NULL
470|2956|M|1|2011|1|25.5|88|0|25|2|4|NULL
470|2956|M|2|2011|5|56|28|69.6|70.8|451|510|NULL
470|2956|M|2|2011|1|76|38|50|50|2|4|NULL
470|2956|M|2|2011|2|60|60|50|36.4|22|22|NULL
470|2956|M|2|2011|3|82|20|85.7|71.4|7|7|NULL
470|2956|M|1|2011|2|60|86|27.3|31.8|22|22|NULL
470|2956|M|1|2012|3|49|76|60|40|5|10|NULL
470|2956|M|1|2012|4|50|84.5|22.2|34.6|198|217|NULL
470|2956|M|1|2012|5|47.5|63.5|36.9|56.3|442|497|NULL
470|2956|M|1|2012|1|33|66|50|33.3|2|3|NULL
470|2956|M|1|2012|2|60|74|36.8|42.1|19|19|NULL
470|2956|M|2|2012|1|12|9.5|50|100|2|3|NULL
470|2956|M|2|2012|2|54|54.5|55|55|20|20|NULL
470|2956|M|2|2012|3|37|34|60|54.5|5|11|NULL
470|2956|M|2|2012|4|49|47|49|49.1|204|222|NULL
470|2956|M|2|2012|5|46|24|65.4|69.6|451|507|NULL
1040|3031|E|1|2010|1|68|58|33.3|33.3|3|3|NULL
1040|3031|E|1|2010|2|54|32|60|93.3|25|30|NULL
1040|3031|E|1|2010|3|32|49|33.3|69.6|15|23|NULL
1040|3031|E|1|2010|4|45|52|52.6|75.5|38|53|NULL
1040|3031|E|1|2010|5|55|39.5|64.8|88.6|562|802|NULL
1040|3031|E|2|2010|5|65|31|80.2|89.1|562|802|NULL
1040|3031|E|2|2010|1|64|63|66.7|33.3|3|3|NULL
1040|3031|E|2|2010|2|51|26|56|90|25|30|NULL
1040|3031|E|2|2010|3|40|35|46.7|60.9|15|23|NULL
1040|3031|E|2|2010|4|48.5|36.5|68.4|86.8|38|53|NULL
1040|3031|E|1|2011|2|67|42|66.7|97.1|21|35|NULL
1040|3031|E|1|2011|3|60|63|42.1|74.1|19|27|NULL
1040|3031|E|1|2011|4|41|59|22.6|73.3|31|45|NULL
1040|3031|E|1|2011|5|53|50|52.3|86.8|570|799|NULL
1040|3031|E|2|2011|5|60|25|80.2|91.2|567|799|NULL
1040|3031|E|2|2011|1|50.5|49|50|50|2|2|NULL
1040|3031|E|2|2011|2|57|19|81|94.3|21|35|NULL
1040|3031|E|2|2011|3|39|37|52.6|70.4|19|27|NULL
1040|3031|E|1|2011|1|37.5|66.5|50|50|2|2|NULL
1040|3031|E|2|2011|4|50|31|71|91.1|31|45|NULL
1040|3031|E|1|2012|3|60|60.5|55|71.4|20|28|NULL
1040|3031|E|1|2012|4|60.5|42|66.7|83.3|30|54|NULL
1040|3031|E|1|2012|5|55|40|63|87.5|575|787|NULL
1040|3031|E|1|2012|2|61|33.5|76.9|92.3|26|39|NULL
1040|3031|E|2|2012|2|59|22|80.8|92.3|26|39|NULL
1040|3031|E|2|2012|3|65.5|38|75|71.4|20|28|NULL
1040|3031|E|2|2012|4|56|27|80|87|30|54|NULL
1040|3031|E|2|2012|5|57|23|81.2|88.8|575|787|NULL
1040|3115|E|1|2011|2|15|68|33.3|50|3|6|NULL
1040|3115|E|1|2011|3|58|44|50|50|2|6|NULL
1040|3115|E|1|2011|4|36|67|40|44.4|5|9|NULL
1040|3115|E|1|2011|5|55|52.5|51.4|83.1|37|84|NULL
1040|3115|E|2|2011|2|51|45|66.7|83.3|3|6|NULL
1040|3115|E|2|2011|3|62|31|50|66.7|2|6|NULL
1040|3115|E|2|2011|4|47|29|100|85.7|5|8|NULL
1040|3115|E|2|2011|5|50|32|70.3|86.7|37|84|NULL
1040|3115|E|1|2012|2|73|40|100|60|3|10|NULL
1040|3115|E|1|2012|3|50|76|33.3|50|3|10|NULL
1040|3115|E|1|2012|4|88|68|80|66.7|5|12|NULL
1040|3115|E|1|2012|5|61|37.5|70.7|84.7|58|111|NULL
1040|3115|E|2|2012|2|55|22|100|70|3|10|NULL
1040|3115|E|2|2012|3|39|47|33.3|60|3|10|NULL
1040|3115|E|2|2012|4|64|32|100|75|5|12|NULL
1040|3115|E|2|2012|5|71.5|22.5|86.2|87.4|58|111|NULL
2690|3232|E|1|2010|3|85|41|66.7|71.4|3|7|NULL
2690|3232|E|1|2010|4|42.5|38.5|56.2|81.3|48|75|NULL
2690|3232|E|1|2010|5|38|41|53.3|73.3|15|30|NULL
2690|3232|E|2|2010|4|57|38|66.7|76.3|45|76|NULL
2690|3232|E|2|2010|5|59.5|37.5|68.8|84.4|16|32|NULL
2690|3232|E|2|2010|3|69|34|66.7|57.1|3|7|NULL
2690|3232|E|1|2011|4|41|59|40.4|65.5|47|87|NULL
2690|3232|E|1|2011|1|53|24|100|100|1|1|NULL
2690|3232|E|1|2011|3|50|70|33.3|75|3|4|NULL
2690|3232|E|2|2011|1|76|29|100|100|1|1|NULL
2690|3232|E|1|2011|5|30.5|55|43.8|64.3|16|28|NULL
2690|3232|E|2|2011|4|19|38|42.6|57.5|47|87|NULL
2690|3232|E|2|2011|5|32.5|33|43.8|67.9|16|28|NULL
2690|3232|E|2|2011|3|30|48|66.7|75|3|4|NULL
2690|3232|E|1|2012|5|25|37|46.7|63.6|15|22|NULL
2690|3232|E|1|2012|3|19|60|33.3|33.3|3|3|NULL
2690|3232|E|1|2012|4|57|56|51|69.3|49|88|NULL
2690|3232|E|2|2012|3|21|51|0|0|3|3|NULL
2690|3232|E|2|2012|4|48.5|43.5|56|62.9|50|89|NULL
2690|3232|E|2|2012|5|54|31|66.7|72.7|15|22|NULL
1040|3312|E|1|2010|2|44.5|49.5|33.3|85.7|6|7|NULL
1040|3312|E|1|2010|4|68|46|55.6|81.8|9|22|NULL
1040|3312|E|1|2010|5|61|40|66.9|79.4|163|252|NULL
1040|3312|E|2|2010|2|45|35|80|83.3|5|6|NULL
1040|3312|E|2|2010|4|41|36|55.6|81.8|9|22|NULL
1040|3312|E|2|2010|5|66|26.5|83.2|88.8|161|251|NULL
1040|3312|E|1|2011|2|68|50|75|100|4|5|NULL
1040|3312|E|2|2011|2|35.5|23.5|75|100|4|5|NULL
1040|3312|E|1|2011|3|8|51|0|100|1|1|NULL
1040|3312|E|1|2011|4|43.5|66|25|66.7|8|12|NULL
1040|3312|E|1|2011|5|61|55.5|57.8|82.6|128|190|NULL
1040|3312|E|2|2011|3|35|27|100|100|1|1|NULL
1040|3312|E|2|2011|4|33|39|37.5|90.9|8|11|NULL
1040|3312|E|2|2011|5|64|28|74.4|83.6|129|189|NULL
1040|3312|E|1|2012|1|50|48|100|100|1|2|NULL
1040|3312|E|1|2012|5|62|46.5|64.2|81.2|134|191|NULL
1040|3312|E|1|2012|2|54.5|30|50|100|2|3|NULL
1040|3312|E|1|2012|3|36|40.5|50|100|2|3|NULL
1040|3312|E|1|2012|4|46.5|51|40|58.8|10|17|NULL
1040|3312|E|2|2012|2|29|12.5|50|100|2|3|NULL
1040|3312|E|2|2012|3|61|25.5|100|100|2|3|NULL
1040|3312|E|2|2012|4|43|40|33.3|64.7|9|17|NULL
1040|3312|E|2|2012|5|60|25|82.8|88|134|191|NULL
470|3325|H|1|2010|1|60|54|50|50|4|4|NULL
470|3325|H|1|2010|2|79|22|77.8|77.8|9|9|NULL
470|3325|H|1|2010|3|63.5|87|33.3|42.9|6|8|NULL
470|3325|H|1|2010|4|48|99|14.1|16.8|135|162|NULL
470|3325|H|1|2010|5|55|71.5|43.2|47.6|435|467|NULL
470|3325|H|2|2010|4|52|55|48.5|43|136|159|NULL
470|3325|H|2|2010|5|56|6|83.8|84.7|432|469|NULL
470|3325|H|2|2010|1|75|15.5|100|100|4|4|NULL
470|3325|H|2|2010|2|74|2|100|100|9|9|NULL
470|3325|H|2|2010|3|52|6|71.4|75|7|8|NULL
470|3325|H|2|2011|4|56|58.5|46.2|44.1|158|180|NULL
470|3325|H|1|2011|3|47|82.5|20|20|10|10|NULL
470|3325|H|1|2011|4|45.5|99|12.7|15.1|158|180|NULL
470|3325|H|1|2011|5|52|75|41.4|43.4|379|404|NULL
470|3325|H|1|2011|1|74.5|60|50|50|4|4|NULL
470|3325|H|2|2011|5|53|9|78.2|77.4|377|404|NULL
470|3325|H|2|2011|1|68.5|16|75|75|4|4|NULL
470|3325|H|2|2011|2|73|3.5|80|80|10|10|NULL
470|3325|H|2|2011|3|46.5|13|70|70|10|10|NULL
470|3325|H|1|2011|2|68|15|80|80|10|10|NULL
470|3325|H|1|2012|3|67.5|98|0|0|8|9|NULL
470|3325|H|1|2012|4|44|99|14|13.5|157|170|NULL
470|3325|H|1|2012|5|54|82|40.8|45|346|369|NULL
470|3325|H|1|2012|1|63|87|60|60|5|5|NULL
470|3325|H|1|2012|2|67|30|71.4|60|7|10|NULL
470|3325|H|2|2012|1|53|20|60|60|5|5|NULL
470|3325|H|2|2012|2|69|2|71.4|80|7|10|NULL
470|3325|H|2|2012|3|64.5|15.5|87.5|77.8|8|9|NULL
470|3325|H|2|2012|4|41|61|43.3|41.7|157|168|NULL
470|3325|H|2|2012|5|42|6|78.3|79.7|346|369|NULL
2690|3620|E|1|2010|1|10|36|33.3|75|3|4|NULL
2690|3620|E|1|2010|3|66|44.5|100|100|2|4|NULL
2690|3620|E|1|2010|4|20|45|23.9|73.8|71|122|NULL
2690|3620|E|1|2010|5|22.5|29.5|28.6|85.7|14|28|NULL
