DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|CONTENT_AREA|YEAR|GRADE|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
2690|3818|H|1|2012|10|44|99|16.2|15.3|216|242
2690|3818|H|1|2012|9|45|99|7.5|11.5|214|260
2690|3818|H|2|2012|10|47.5|18|65.5|62.2|220|246
2690|3818|H|2|2012|9|39.5|35|47.2|46.6|214|262
2690|3848|H|1|2011|10|74|99|0|0|1|2
2690|3848|H|1|2011|9|94|93|100|0|1|3
2690|3848|H|2|2011|10|48|51|0|0|1|2
2690|3848|H|2|2011|9|57|8|100|66.7|1|3
2690|3848|M|1|2011|7|1|84|0|0|1|1
470|3876|M|1|2010|6|61.5|52.5|58.9|73.4|168|184
470|3876|M|1|2010|7|49|60|44.4|64.8|171|179
470|3876|M|1|2010|8|57.5|64.5|42.3|55.2|220|232
470|3876|M|2|2010|8|62|19|81.8|79.1|220|234
470|3876|M|2|2010|6|55|27|68|80|169|185
470|3876|M|2|2010|7|50|26|73.7|80.4|171|179
470|3876|M|1|2011|7|56|66|40.1|58|177|193
470|3876|M|1|2011|6|65|58|60.6|74|193|208
470|3876|M|2|2011|6|59|25|79.3|82.7|193|208
470|3876|M|1|2011|8|62|59|55.2|63.1|165|177
470|3876|M|2|2011|8|55|16|77|79.5|165|177
470|3876|M|2|2011|7|50|24|69.3|75.4|179|195
470|3876|M|1|2012|7|66|54|59.2|73.8|201|210
470|3876|M|1|2012|8|71.5|56|62.2|71.4|180|189
470|3876|M|1|2012|6|63|54|64|73|164|185
470|3876|M|2|2012|6|57|24|78.8|80.5|165|185
470|3876|M|2|2012|7|65.5|17.5|88|86.2|200|210
470|3876|M|2|2012|8|52.5|17.5|77.2|78.2|180|188
470|3923|E|1|2010|4|69|36|72.7|100|22|23
470|3923|E|1|2010|5|36.5|43.5|50|73.9|20|23
470|3923|E|2|2010|4|78.5|33|86.4|100|22|23
470|3923|E|2|2010|5|62|30.5|75|82.6|20|23
470|3923|M|2|2010|7|35.5|27.5|68.8|76.2|16|21
470|3923|M|1|2010|7|30|67|25|47.6|16|21
470|3923|M|1|2010|6|52|49.5|47.2|69.8|36|43
470|3923|M|2|2010|6|53.5|22|75|93|36|43
470|3923|E|1|2011|4|66.5|44.5|78.6|89.1|42|46
470|3923|E|1|2011|5|33|34|52.4|95.7|21|23
470|3923|E|2|2011|5|47|15|90.5|100|21|23
470|3923|M|2|2011|7|60|24.5|87.5|88.9|24|27
470|3923|M|2|2011|8|64|37|61.5|73.3|13|15
470|3923|E|2|2011|4|67|30|92.9|89.1|42|46
470|3923|M|1|2011|6|35.5|54|28.6|65.7|28|35
470|3923|M|1|2011|7|60.5|73.5|33.3|51.9|24|27
470|3923|M|1|2011|8|53|88|46.2|53.3|13|15
470|3923|M|2|2011|6|53.5|26|78.6|77.1|28|35
470|3923|E|1|2012|5|47|23|67.7|75.5|31|49
470|3923|M|1|2012|8|76|69|47.4|50|19|24
470|3923|E|1|2012|4|59|34|73.3|88.9|60|72
470|3923|M|1|2012|6|27|31|36.8|80.6|19|31
470|3923|M|1|2012|7|68|70|40|53.8|25|26
470|3923|E|2|2012|4|61|21|78.3|83.3|60|72
470|3923|E|2|2012|5|45|14|83.9|85.4|31|48
470|3923|M|2|2012|6|44|13.5|72.2|100|18|30
470|3923|M|2|2012|7|42|19|72|65.4|25|26
470|3923|M|2|2012|8|38|19|78.9|87.5|19|24
2690|3933|E|1|2010|4|30|31|45.8|89.7|59|68
2690|3933|E|1|2010|5|16.5|37.5|23.3|73.2|86|97
2690|3933|E|2|2010|4|40|30|59.3|80.9|59|68
2690|3933|E|2|2010|5|29|32|47.1|71.1|87|97
2690|3933|M|2|2010|6|43|25|62|84.7|79|98
2690|3933|M|2|2010|7|35|27|58.1|72.7|62|77
2690|3933|M|2|2010|8|40|20|74.1|80.2|85|96
2690|3933|M|1|2010|6|19|48|24.1|56.1|79|98
2690|3933|M|1|2010|7|37|61.5|25.8|58.4|62|77
2690|3933|M|1|2010|8|51.5|69|33.3|55.2|84|96
2690|3933|E|1|2011|5|10|52|8.2|50.5|97|99
2690|3933|M|2|2011|6|48|28|66.9|72.7|133|143
2690|3933|M|1|2011|8|46.5|74|33.7|46.4|86|97
2690|3933|E|2|2011|4|35|40|44.6|59.5|112|121
2690|3933|E|1|2011|4|27|56|23.9|62.8|113|121
2690|3933|M|1|2011|6|43|64|30.1|60.8|133|143
2690|3933|M|1|2011|7|74.5|79|48.1|50|108|116
2690|3933|M|2|2011|7|40|26|54.6|71.8|108|117
2690|3933|E|2|2011|5|21|27|38.1|70.7|97|99
2690|3933|M|2|2011|8|50|25|67.1|76|85|97
2690|3933|M|1|2012|7|37.5|72|15.7|38.3|134|141
2690|3933|M|1|2012|8|67.5|71|46|55.7|100|106
2690|3933|E|1|2012|5|19|57|15.3|38.2|118|123
2690|3933|E|2|2012|4|40.5|31.5|56.8|71.3|118|122
2690|3933|E|2|2012|5|41.5|40|55.9|66.7|118|123
2690|3933|E|1|2012|4|41|46.5|49.2|77.9|118|122
2690|3933|M|1|2012|6|42|61.5|31.1|57|122|135
2690|3933|M|2|2012|6|60|29|78.7|83|122|135
2690|3933|M|2|2012|7|53|28|69.1|74.8|136|143
2690|3933|M|2|2012|8|77|19|88|85.8|100|106
2690|3997|E|1|2010|4|23|44|27.9|64.6|43|48
2690|3997|E|1|2010|5|43|52|41.8|60.3|55|58
2690|3997|E|2|2010|4|19|42|27.9|46.8|43|47
2690|3997|E|2|2010|5|37|35|42.9|62.7|56|59
2690|3997|E|2|2011|4|42|37|55.6|72.3|45|47
2690|3997|E|2|2011|5|33|37.5|45.7|63.8|46|47
2690|3997|E|1|2011|4|64|57|48.9|70.2|45|47
2690|3997|E|1|2011|5|36|68.5|28.3|51.1|46|47
2690|3997|E|1|2012|4|46|26|74.6|95.4|63|65
2690|3997|E|1|2012|5|40|57|44.2|60.5|43|43
2690|3997|E|2|2012|4|57|28|79.4|84.6|63|65
2690|3997|E|2|2012|5|21.5|34.5|38.6|61.4|44|44
1040|4241|E|1|2010|4|74|36|79.2|90.9|24|33
1040|4241|E|1|2010|5|73|51|84.2|88.5|19|26
1040|4241|E|2|2010|4|54|30|82.6|81.8|23|33
1040|4241|E|2|2010|5|52.5|24|75|85.2|20|27
1040|4241|E|1|2011|4|55|44|53.3|82.4|15|17
1040|4241|E|1|2011|5|67.5|51.5|60|77.3|20|22
1040|4241|E|2|2011|4|30.5|37|50|75|14|17
1040|4241|E|2|2011|5|49.5|25.5|65|86.4|20|22
1040|4318|E|1|2010|5|5|53|0|0|1|1
470|4318|E|1|2010|5|5|53|0|0|1|1
2690|4318|E|1|2010|5|5|53|0|0|1|1
1040|4318|E|2|2010|5|41|72|0|0|1|1
470|4318|E|2|2010|5|41|72|0|0|1|1
2690|4318|E|2|2010|5|41|72|0|0|1|1
1040|4318|H|1|2010|10|30.5|96|0|0|8|11
470|4318|H|1|2010|10|30.5|96|0|0|8|11
2690|4318|H|1|2010|10|30.5|96|0|0|8|11
1040|4318|H|1|2010|9|48.5|99|0|0|12|17
470|4318|H|1|2010|9|48.5|99|0|0|12|17
2690|4318|H|1|2010|9|48.5|99|0|0|12|17
1040|4318|M|2|2010|7|66|83|0|0|1|7
470|4318|M|2|2010|7|66|83|0|0|1|7
2690|4318|M|2|2010|7|66|83|0|0|1|7
1040|4318|M|2|2010|8|41.5|72|25|25|4|9
470|4318|M|2|2010|8|41.5|72|25|25|4|9
2690|4318|M|2|2010|8|41.5|72|25|25|4|9
1040|4318|H|2|2010|10|29.5|33.5|50|40|8|12
470|4318|H|2|2010|10|29.5|33.5|50|40|8|12
2690|4318|H|2|2010|10|29.5|33.5|50|40|8|12
1040|4318|H|2|2010|9|36|27|54.5|62.5|11|18
470|4318|H|2|2010|9|36|27|54.5|62.5|11|18
2690|4318|H|2|2010|9|36|27|54.5|62.5|11|18
1040|4318|M|1|2010|8|25|99|0|0|4|8
470|4318|M|1|2010|8|25|99|0|0|4|8
2690|4318|M|1|2010|8|25|99|0|0|4|8
1040|4318|M|1|2010|6|25|89.5|0|0|4|5
470|4318|M|1|2010|6|25|89.5|0|0|4|5
2690|4318|M|1|2010|6|25|89.5|0|0|4|5
1040|4318|M|1|2010|7|18|98|0|0|3|6
470|4318|M|1|2010|7|18|98|0|0|3|6
2690|4318|M|1|2010|7|18|98|0|0|3|6
1040|4318|M|2|2010|6|19.5|68|0|20|4|5
470|4318|M|2|2010|6|19.5|68|0|20|4|5
2690|4318|M|2|2010|6|19.5|68|0|20|4|5
2690|4318|H|2|2011|9|40.5|17|75|100|4|6
470|4318|H|2|2011|9|40.5|17|75|100|4|6
1040|4318|H|2|2011|9|40.5|17|75|100|4|6
2690|4318|M|1|2011|6|32|65|0|33.3|2|3
470|4318|M|1|2011|6|32|65|0|33.3|2|3
1040|4318|M|1|2011|6|32|65|0|33.3|2|3
2690|4318|M|1|2011|7|28.5|90|0|12.5|8|8
470|4318|M|1|2011|7|28.5|90|0|12.5|8|8
1040|4318|M|1|2011|7|28.5|90|0|12.5|8|8
2690|4318|M|1|2011|8|11|99|0|0|13|14
470|4318|M|1|2011|8|11|99|0|0|13|14
1040|4318|M|1|2011|8|11|99|0|0|13|14
2690|4318|H|2|2011|10|37.5|7|87.5|87.5|8|10
470|4318|H|2|2011|10|37.5|7|87.5|87.5|8|10
1040|4318|H|2|2011|10|37.5|7|87.5|87.5|8|10
2690|4318|H|1|2011|10|86.5|82.5|50|44.4|8|11
470|4318|H|1|2011|10|86.5|82.5|50|44.4|8|11
1040|4318|H|1|2011|10|86.5|82.5|50|44.4|8|11
2690|4318|H|1|2011|9|47|99|33.3|20|3|5
470|4318|H|1|2011|9|47|99|33.3|20|3|5
1040|4318|H|1|2011|9|47|99|33.3|20|3|5
2690|4318|M|2|2011|6|19|58|33.3|33.3|3|3
470|4318|M|2|2011|6|19|58|33.3|33.3|3|3
1040|4318|M|2|2011|6|19|58|33.3|33.3|3|3
2690|4318|M|2|2011|7|31|60|14.3|0|7|7
470|4318|M|2|2011|7|31|60|14.3|0|7|7
1040|4318|M|2|2011|7|31|60|14.3|0|7|7
2690|4318|M|2|2011|8|16|77|20|25|15|16
470|4318|M|2|2011|8|16|77|20|25|15|16
1040|4318|M|2|2011|8|16|77|20|25|15|16
470|4329|M|1|2010|6|88|60|77.2|73.3|92|101
470|4329|M|1|2010|7|68|51|65.2|76.3|89|97
470|4329|M|1|2010|8|74|67|61.4|69.4|114|122
470|4329|M|2|2010|8|66|15.5|82.6|83.6|115|123
470|4329|M|2|2010|6|53.5|25.5|73.9|82.2|92|101
470|4329|M|2|2010|7|68.5|22.5|88.6|87.5|88|96
470|4329|M|1|2011|7|68|60|64.4|72|104|118
470|4329|M|1|2011|6|78|64|64.5|72.4|93|106
470|4329|M|2|2011|6|58|24.5|77.4|84.6|93|105
470|4329|M|1|2011|8|70|42|68.3|76.6|104|111
470|4329|M|2|2011|8|64|13|82.5|81.8|103|110
470|4329|M|2|2011|7|73.5|24|84.6|85.6|104|118
470|4329|M|1|2012|7|73|58.5|60.2|64.8|98|108
470|4329|M|1|2012|8|67|48|61.5|76|117|121
470|4329|M|1|2012|6|86|54|85.6|84.7|104|118
470|4329|M|2|2012|6|69|23.5|78.8|88.1|104|118
470|4329|M|2|2012|7|77|18|91.8|90.7|98|108
470|4329|M|2|2012|8|70|11|87.2|86|117|121
1040|4374|H|1|2010|10|58.5|99|0|0|16|19
1040|4374|H|1|2010|9|47|99|11.1|11.1|9|9
1040|4374|H|2|2010|10|50|20|68.8|63.2|16|19
1040|4374|H|2|2010|9|5|22|33.3|44.4|9|9
1040|4374|H|2|2011|10|68.5|22|80|80.8|20|26
1040|4374|H|2|2011|9|66|44|57.1|70|7|11
1040|4374|H|1|2011|10|78.5|99|15|19.2|20|26
1040|4374|H|1|2011|9|38|92|28.6|27.3|7|12
1040|4374|H|1|2012|10|56|99|13.3|27.3|15|22
1040|4374|H|1|2012|9|44|99|0|0|5|6
1040|4374|H|2|2012|10|55.5|27|56.2|60.9|16|23
1040|4374|H|2|2012|9|32|42|14.3|25|7|8
2690|4408|E|1|2010|4|81|50|76.2|85.7|21|21
2690|4408|E|1|2010|5|42|50|37.9|58.6|29|29
2690|4408|E|2|2010|4|53|47|47.6|61.9|21|21
2690|4408|E|2|2010|5|54|48|48.3|51.7|29|29
2690|4408|E|2|2011|4|39|47|45.7|60|35|35
2690|4408|E|2|2011|5|40|44.5|44.4|57.9|18|19
2690|4408|E|1|2011|4|85|69|71.4|77.8|35|36
2690|4408|E|1|2011|5|29.5|62|5.6|52.6|18|19
2690|4408|E|1|2012|4|39|51|40.7|66.7|27|30
2690|4408|E|1|2012|5|51|47|31|55.2|29|29
2690|4408|E|2|2012|4|44|35|59.3|53.3|27|30
2690|4408|E|2|2012|5|50|41|57.1|62.1|28|29
2690|4487|H|1|2010|10|38|93|21.9|20.5|288|331
2690|4487|H|1|2010|9|41|94|17.6|25.7|307|377
2690|4487|H|2|2010|10|39|7|74|71.4|288|333
2690|4487|H|2|2010|9|40|24|60.1|64.3|306|375
2690|4487|H|2|2011|10|39|17|68.4|64.5|288|337
2690|4487|H|2|2011|9|40|30|54.5|60.8|343|439
2690|4487|H|1|2011|10|45|98|23.6|21.3|288|337
2690|4487|H|1|2011|9|34|92|12.3|20.2|341|440
2690|4487|H|1|2012|10|50|99|17.2|16.4|326|348
2690|4487|H|1|2012|9|36.5|95|13.2|19|304|378
2690|4487|H|2|2012|10|50|11|74.3|72.8|323|346
2690|4487|H|2|2012|9|39|18|64.7|64.4|303|379
1040|4498|H|1|2010|10|69|72|47.4|46.2|401|448
1040|4498|H|1|2010|9|51|62|40.8|54.7|385|450
1040|4498|H|2|2010|10|57|2|88.7|87.8|399|446
1040|4498|H|2|2010|9|52|6|84.9|84.5|385|451
1040|4498|H|2|2011|10|52.5|3|86.5|86.2|400|445
1040|4498|H|2|2011|9|45|7|81.3|83.5|364|410
1040|4498|H|1|2011|10|54|57.5|48.8|47.4|400|448
1040|4498|H|1|2011|9|57.5|61|48.4|54.3|370|410
1040|4498|H|1|2012|10|55|70|47.6|46.5|353|383
1040|4498|H|1|2012|9|47|70|39.5|46.4|337|420
1040|4498|H|2|2012|10|52|2|86.1|85.1|352|382
1040|4498|H|2|2012|9|43|5|82.1|80.9|335|418
470|4515|H|1|2010|10|44|69|38.9|36.6|175|199
470|4515|H|1|2010|9|47|49|47.7|55.6|239|279
470|4515|H|2|2010|10|53|4|81.2|78.5|176|199
470|4515|H|2|2010|9|45|9|76.2|77.7|239|279
470|4515|H|2|2011|10|45|6|79.7|78.4|251|272
470|4515|H|2|2011|9|56|8|84|85.3|256|291
470|4515|H|1|2011|10|33|50|41.8|40.8|251|271
470|4515|H|1|2011|9|58|62|48.2|58.4|257|292
470|4515|H|1|2012|10|48.5|66.5|43.1|40.6|260|283
470|4515|H|1|2012|9|56|46.5|54|60.1|248|276
470|4515|H|2|2012|10|44.5|2|86.9|85.1|260|282
470|4515|H|2|2012|9|50|5|83.5|83.3|249|276
470|4541|E|1|2010|4|49|47|52.8|67.2|53|58
470|4541|E|1|2010|5|46|65|42.9|52.8|49|53
470|4541|E|2|2010|4|70|35|72.1|63.8|43|58
470|4541|E|2|2010|5|39|46|44.7|50.9|47|53
470|4541|E|2|2011|4|47|27|67.7|58.8|31|51
470|4541|E|2|2011|5|39|32.5|54.7|67.3|53|56
470|4541|E|1|2011|4|52|59|42.6|72.5|47|51
470|4541|E|1|2011|5|22|55.5|20.8|50.9|53|56
470|4541|E|1|2012|4|53|51|48.9|63.6|47|55
470|4541|E|1|2012|5|27|54|27.9|50|43|46
470|4541|E|2|2012|4|53.5|27.5|62.5|51.9|32|54
470|4541|E|2|2012|5|26|25|44.2|60.9|43|46
1040|4615|H|1|2010|10|59|84|43.1|41.7|262|309
1040|4615|H|1|2010|9|60|60|47.7|56.3|329|389
1040|4615|H|2|2010|10|53|3|85.6|85.3|263|309
1040|4615|H|2|2010|9|51|8|83.2|83.9|327|387
1040|4615|H|2|2011|10|44.5|5|84.1|83.4|334|375
1040|4615|H|2|2011|9|44|9|79.3|84|305|358
1040|4615|H|1|2011|10|50|60|45.1|41.5|335|379
1040|4615|H|1|2011|9|50|56|46|56.8|311|359
1040|4615|H|1|2012|10|49|52.5|49.4|46.7|312|353
1040|4615|H|1|2012|9|50|77|36.7|40.9|300|367
1040|4615|H|2|2012|10|52|2|89.2|87.1|306|350
1040|4615|H|2|2012|9|51|10|83.3|82|299|366
470|4845|E|1|2010|4|71|38|80.6|91.5|129|142
470|4845|E|2|2010|4|70|36|79.5|80.9|127|141
470|4845|E|1|2011|4|63|49|60.2|89.6|108|125
470|4845|E|2|2011|4|62|36|75|81.6|108|125
470|4845|E|1|2012|4|51.5|32.5|66.2|90.1|68|81
470|4845|E|1|2012|5|61|38|69.6|72.5|69|80
470|4845|E|2|2012|4|59|24|73.1|76.2|67|80
470|4845|E|2|2012|5|66|24|82.6|78.8|69|80
2690|4894|M|1|2010|6|26|65.5|13|28.9|77|91
2690|4894|M|1|2010|7|34|83|9.4|23.1|117|130
2690|4894|M|1|2010|8|27|94|2.7|10.7|111|123
2690|4894|M|2|2010|8|51|52|47.7|39|109|124
2690|4894|M|2|2010|6|22.5|49.5|30.3|36.7|76|90
2690|4894|M|2|2010|7|40|53|36.2|37.4|116|131
2690|4894|M|1|2011|7|40|89|8|13.3|88|98
2690|4894|M|1|2011|6|26|75|6.8|25.9|74|81
2690|4894|M|2|2011|6|27.5|51|29.7|42|74|81
2690|4894|M|1|2011|8|48|95|13|19.5|115|126
2690|4894|M|2|2011|8|41.5|61|44.7|40.2|114|125
2690|4894|M|2|2011|7|48.5|55|38.9|37.6|90|101
2690|4894|M|1|2012|7|27|79|7.2|12.5|69|80
2690|4894|M|1|2012|8|29|95.5|6.2|12.9|80|93
2690|4894|M|1|2012|6|30|73|10.4|26.2|96|107
2690|4894|M|2|2012|6|32|48|34.7|48.6|95|107
2690|4894|M|2|2012|7|45.5|51|45.7|39.2|70|79
2690|4894|M|2|2012|8|33.5|44|37.5|32.6|80|92
470|5074|H|1|2010|10|51|99|25.6|24.1|309|334
470|5074|H|1|2010|9|51|96|24.5|28.6|343|374
470|5074|H|2|2010|10|54|19|64.2|62.7|310|334
470|5074|H|2|2010|9|46|36.5|55.6|55.2|342|377
470|5074|H|2|2011|10|51|32|56.8|54.9|296|326
470|5074|H|2|2011|9|49|27|61.4|62.4|365|413
470|5074|H|1|2011|10|46|99|25.3|23.8|296|326
470|5074|H|1|2011|9|48|90|29.3|35.4|368|414
470|5074|H|1|2012|10|44|98|27.2|26.7|346|378
470|5074|H|1|2012|9|41|96|24.2|28.4|327|359
470|5074|H|2|2012|10|46|8|69.1|67.7|346|378
470|5074|H|2|2012|9|45|28|59.2|56.3|326|357
1040|5106|H|1|2010|10|50|69|43.1|43.3|334|380
1040|5106|H|1|2010|9|57|66|44.4|55.6|304|383
1040|5106|H|2|2010|10|53|2|87.7|87.7|334|382
1040|5106|H|2|2010|9|54|6|88.6|91.9|299|382
1040|5106|H|2|2011|10|53|3|88.2|86|347|400
1040|5106|H|2|2011|9|43.5|7|80.3|84.9|254|296
1040|5106|H|1|2011|10|47|67.5|46.7|45.6|351|402
1040|5106|H|1|2011|9|49|59|46.9|58.6|254|295
1040|5106|H|1|2012|10|57|48|49.5|49.5|273|297
1040|5106|H|1|2012|9|61|63|48.7|58.3|261|321
1040|5106|H|2|2012|10|58|2|90.4|89.9|271|298
1040|5106|H|2|2012|9|61|4|90.7|89|259|318
2690|5155|H|1|2010|10|23|99|0|0|36|60
2690|5155|H|1|2010|9|27|99|2.6|0|39|94
2690|5155|H|2|2010|10|40.5|77|41.7|47.9|36|60
2690|5155|H|2|2010|9|22|73|17.9|19.8|39|91
2690|5155|H|2|2011|10|43.5|93|15.6|18|32|52
2690|5155|H|2|2011|9|38.5|80.5|0|18.8|18|90
2690|5155|H|1|2011|10|49|99|0|0|33|54
2690|5155|H|1|2011|9|29.5|99|0|2.5|18|92
2690|5155|H|1|2012|10|48|99|0|0|29|52
2690|5155|H|1|2012|9|29.5|99|3.6|1.3|28|76
2690|5155|H|2|2012|10|42|92|23.3|22|30|50
2690|5155|H|2|2012|9|17.5|67|8.3|15.9|24|69
2690|5346|E|1|2010|4|49|38|60.6|87|66|69
2690|5346|E|1|2010|5|15.5|35.5|28.4|75|74|76
2690|5346|E|2|2010|4|63|35|71.2|91.3|66|69
2690|5346|E|2|2010|5|39.5|24|60.8|80.3|74|76
2690|5346|E|2|2011|4|47|29|72.9|89|70|73
2690|5346|E|2|2011|5|22.5|29|52.9|83.3|68|72
2690|5346|E|1|2011|4|71|50|67.1|89|70|73
2690|5346|E|1|2011|5|19|55.5|19.1|62.5|68|72
2690|5346|E|1|2012|4|41|37|57.1|86.4|63|66
2690|5346|E|1|2012|5|20.5|34|33.3|63|72|73
2690|5346|E|2|2012|4|46|22|69.8|86.4|63|66
2690|5346|E|2|2012|5|19|23.5|43.1|65.8|72|73
470|5465|H|1|2010|10|47|25.5|58.5|56.4|53|56
470|5465|H|1|2010|9|69.5|63|57.4|59|54|61
470|5465|H|2|2010|10|51|1|88.7|87.3|53|56
470|5465|H|2|2010|9|62.5|8.5|79.6|78.7|54|61
470|5465|M|2|2010|6|56|24|81.8|92.2|55|64
470|5465|M|2|2010|7|70|26.5|79.2|82.4|48|51
470|5465|M|2|2010|8|57|16|85.5|84.9|69|74
470|5465|M|1|2010|6|65|59|65.5|75|55|64
470|5465|M|1|2010|7|59|52.5|56.2|76.5|48|51
470|5465|M|1|2010|8|80|62|69.6|71.6|69|75
470|5465|H|1|2011|9|54|37|57.7|70.2|71|84
470|5465|M|2|2011|6|72|25|80|77.4|50|53
470|5465|M|1|2011|8|55|40|62|74.5|50|55
470|5465|H|2|2011|10|57.5|5|83.9|82.1|62|67
470|5465|H|1|2011|10|60|64|50|47.8|62|67
470|5465|M|1|2011|6|79|57|74|81.1|50|53
470|5465|M|1|2011|7|56|66.5|53.2|60|62|65
470|5465|M|2|2011|7|44|24|71|84.6|62|65
470|5465|H|2|2011|9|52|7|87.3|85.7|71|84
470|5465|M|2|2011|8|61.5|13.5|84|87.3|50|55
470|5465|M|1|2012|7|54|50.5|53.7|73.3|54|60
470|5465|M|1|2012|8|57|59|54|72.7|63|66
470|5465|H|1|2012|9|75.5|39.5|60.3|66.7|58|60
470|5465|H|2|2012|10|55|2|88.2|88.6|76|79
470|5465|H|2|2012|9|45|4|86.2|88.3|58|60
470|5465|H|1|2012|10|54.5|31|64.5|64.6|76|79
470|5465|M|1|2012|6|59|46|62.7|76.9|59|65
470|5465|M|2|2012|6|39|15|62.7|81.5|59|65
470|5465|M|2|2012|7|40.5|18.5|66.7|75|54|60
470|5465|M|2|2012|8|59|16|79.4|86.4|63|66
470|5477|E|1|2010|4|37|41|41.3|72|63|75
470|5477|E|1|2010|5|65.5|57|61.8|64.6|76|82
470|5477|E|2|2010|4|29|35|47.6|69.3|63|75
470|5477|E|2|2010|5|57|34|74.7|80.5|75|82
470|5477|E|2|2011|4|37.5|33|55.1|75.3|78|87
470|5477|E|2|2011|5|49.5|30|76.3|82.7|76|81
470|5477|E|1|2011|4|38.5|54|34.6|66.3|78|87
470|5477|E|1|2011|5|65|58|55.3|74.1|76|81
470|5477|E|1|2012|4|31.5|49|37.2|64.8|86|91
470|5477|E|1|2012|5|70|56|64|67.1|75|79
470|5477|E|2|2012|4|47.5|39.5|59.3|65.9|86|91
470|5477|E|2|2012|5|59|32|68.9|78.2|74|78
470|5513|E|1|2012|4|31|56|26.9|60.3|52|63
470|5513|E|1|2012|5|50|46|55.4|75|65|80
470|5513|E|2|2012|4|43.5|31.5|52.1|70.3|48|64
470|5513|E|2|2012|5|60.5|29.5|70.3|80.5|64|77
470|5552|E|1|2010|4|42|60.5|32.3|42.4|62|66
470|5552|E|1|2010|5|77|68.5|65.9|53.1|44|49
470|5552|E|2|2010|4|38|57|36.4|24.6|33|65
470|5552|E|2|2010|5|49.5|60.5|34.1|34|44|50
470|5552|E|2|2011|4|43.5|56.5|32.4|22.2|34|54
470|5552|E|2|2011|5|38|66|20.3|29.7|59|64
470|5552|E|1|2011|4|38|71.5|12|28.6|50|56
470|5552|E|1|2011|5|53|78|25.4|38.1|59|63
470|5552|E|1|2012|4|18|61|6.1|29.6|49|54
470|5552|E|1|2012|5|63.5|77|31.8|32.7|44|49
470|5552|E|2|2012|4|33|43|47.6|29.6|21|54
470|5552|E|2|2012|5|53|68|36.4|32|44|50
470|5575|E|1|2010|4|50|40|50|70|34|40
470|5575|E|1|2010|5|41.5|39|60|74.3|30|35
470|5575|E|2|2010|4|60.5|34|79.4|84.6|34|39
470|5575|E|2|2010|5|41.5|30|60|68.6|30|35
470|5575|E|2|2011|4|52.5|36|68.4|83.7|38|43
470|5575|E|2|2011|5|66.5|24|80.6|88.2|36|51
470|5575|E|1|2011|4|31|55.5|28.9|74.4|38|43
470|5575|E|1|2011|5|90|62.5|80.6|86.3|36|51
470|5575|E|1|2012|4|29|52|37|56.7|27|30
470|5575|E|1|2012|5|92|56.5|87.5|90.2|40|41
470|5575|E|2|2012|4|61|42|70.4|73.3|27|30
470|5575|E|2|2012|5|79|33|92.5|95.1|40|41
470|5579|H|1|2010|10|50|29|60.5|59.7|291|311
470|5579|H|1|2010|9|52.5|40.5|56.5|63.7|292|363
470|5579|H|2|2010|10|52|1|89.7|88.8|291|311
470|5579|H|2|2010|9|55|4|82.5|83.2|291|363
470|5579|H|2|2011|10|58|2|87.6|87.3|322|345
470|5579|H|2|2011|9|58|8|81.1|81.5|296|366
470|5579|H|1|2011|10|61|24|62.7|62.4|322|346
470|5579|H|1|2011|9|53|57|49.2|60.3|297|365
470|5579|H|1|2012|10|54|46.5|53.1|51.9|326|341
470|5579|H|1|2012|9|60|29|63.8|69|268|332
470|5579|H|2|2012|10|52|2|84.7|84.3|326|343
470|5579|H|2|2012|9|55|3|87.6|87.9|267|330
1040|5588|E|1|2010|4|65|44|70.1|83.5|97|115
1040|5588|E|1|2010|5|54.5|40.5|61.5|82.4|78|102
1040|5588|E|2|2010|4|59|37|74.7|81.7|95|115
1040|5588|E|2|2010|5|52|24|74.7|84.5|79|103
1040|5588|E|2|2011|4|69.5|32|82.9|88.3|76|95
1040|5588|E|2|2011|5|51|26|72.8|83.3|103|115
1040|5588|E|1|2011|4|49|52|45.6|86.3|79|95
1040|5588|E|1|2011|5|46|53.5|44.2|78.3|104|115
1040|5588|E|1|2012|4|42|53|38|74.2|79|93
1040|5588|E|1|2012|5|43|40|54.3|72.3|81|94
1040|5588|E|2|2012|4|54|36|72.2|74.2|79|93
1040|5588|E|2|2012|5|39|20|69.6|84.2|79|95
470|5638|E|1|2010|4|35|50|39|58.3|41|48
470|5638|E|1|2010|5|56|51|52|79.3|25|29
470|5638|E|2|2010|4|65|41|68.3|77.1|41|48
470|5638|E|2|2010|5|44|33|60|86.2|25|29
470|5638|M|2|2010|6|59|44|59.1|60|22|25
470|5638|M|2|2010|7|57|48|62.5|43.8|16|16
470|5638|M|1|2010|6|65.5|73.5|36.4|36|22|25
470|5638|M|1|2010|7|68|79|31.2|31.2|16|16
470|5638|E|1|2011|4|33|62|30.2|56|43|50
470|5638|E|1|2011|5|60|69.5|35.3|60.5|34|38
470|5638|M|2|2011|6|59|22|72|76.9|25|26
470|5638|M|2|2011|7|61.5|38.5|56.2|55.6|16|18
470|5638|M|1|2011|8|57|90|25|25|12|12
