DISTRICT_NUMBER|SCHOOL_NUMBER|EMH_LEVEL|TEACHER_USID|CONTENT_AREA|YEAR|MEDIAN_SGP|MEDIAN_SGP_TARGET|PERCENT_AT_ABOVE_TARGET|PERCENT_AT_ABOVE_PROFICIENT|MEDIAN_SGP_COUNT|PERCENT_AT_ABOVE_PROFICIENT_COUNT
2690|3818|H|381809106|1|2012|50|99|14.3|16.3|35|43
2690|3818|H|381810207|2|2012|50.5|24|52.6|51.2|38|41
2690|3818|H|381810103|1|2012|44|99|12.8|13.3|39|45
2690|3818|H|381809107|1|2012|41.5|99|5|8.7|40|46
2690|3818|H|381810208|2|2012|60|16|74.3|69|35|42
2690|3818|H|381810104|1|2012|43|99|12.9|10.8|31|37
2690|3818|H|381810209|2|2012|52|18|74.2|76.5|31|34
2690|3818|H|381809202|2|2012|44|21|60.6|48.7|33|39
2690|3848|M|384807101|1|2011|1|84|0|0|1|1
2690|3848|H|384809101|1|2011|94|93|100|0|1|3
2690|3848|H|384809201|2|2011|57|8|100|66.7|1|3
2690|3848|H|384810101|1|2011|74|99|0|0|1|2
2690|3848|H|384810201|2|2011|48|51|0|0|1|2
470|3876|M|387606101|1|2010|64|57|51.4|75|35|40
470|3876|M|387608206|2|2010|73|22.5|84.4|77.1|32|35
470|3876|M|387607101|1|2010|60|58|45.2|63.6|31|33
470|3876|M|387606102|1|2010|57|51|51.1|71.7|45|46
470|3876|M|387608207|2|2010|56.5|22|75.8|77.8|62|63
470|3876|M|387607102|1|2010|61.5|57|50|70.3|36|37
470|3876|M|387606103|1|2010|67|56.5|65.6|65.7|32|35
470|3876|M|387608208|2|2010|63|12|88.6|84.2|35|38
470|3876|M|387607103|1|2010|39|60|43.6|65|39|40
470|3876|M|387606104|1|2010|65|60|66.7|75|27|28
470|3876|M|387606206|2|2010|49|31|70.3|78.4|37|37
470|3876|M|387607104|1|2010|48|59|29|60.6|31|33
470|3876|M|387606105|1|2010|62|54|53.8|68.2|39|44
470|3876|M|387608108|1|2010|58.5|74.5|32.6|43.5|46|46
470|3876|M|387607105|1|2010|37|64.5|31|58.7|42|46
470|3876|M|387606106|1|2010|61|58|57.6|69.2|33|39
470|3876|M|387607207|2|2010|53|25|71.8|82.5|39|40
470|3876|M|387607106|1|2010|33|68|40|50|35|36
470|3876|M|387606107|1|2010|56.5|49.5|56.2|70.6|32|34
470|3876|M|387608105|1|2010|66.5|72.5|40.9|54.3|44|46
470|3876|M|387607107|1|2010|52.5|59.5|50|65.5|28|29
470|3876|M|387606201|2|2010|50|19|80|83.9|25|31
470|3876|M|387608106|1|2010|68.5|77|42.9|48.9|42|47
470|3876|M|387608102|1|2010|59|60|58.5|65.9|41|41
470|3876|M|387606202|2|2010|59|25|61.5|73.2|39|41
470|3876|M|387607201|2|2010|45.5|28.5|71.1|71.1|38|38
470|3876|M|387606207|2|2010|40.5|27|62.5|91.7|32|36
470|3876|M|387606203|2|2010|53|23|61.8|80.6|34|36
470|3876|M|387607202|2|2010|52|24|76.7|85.3|30|34
470|3876|M|387608104|1|2010|63|75|38.7|55.9|31|34
470|3876|M|387606204|2|2010|53|28|59.5|77.5|37|40
470|3876|M|387607203|2|2010|52|25|81.8|83.8|33|37
470|3876|M|387608202|2|2010|65.5|17.5|88.5|76.7|26|30
470|3876|M|387606205|2|2010|64|29|78|77.8|41|45
470|3876|M|387607204|2|2010|48|30|72.7|80.6|33|36
470|3876|M|387608203|2|2010|62|25|84.6|80.5|39|41
470|3876|M|387607206|2|2010|56|23|75.7|79.5|37|39
470|3876|M|387607205|2|2010|60|26|75.8|82.9|33|35
470|3876|M|387608204|2|2010|66.5|21|82.5|81.8|40|44
470|3876|M|387608103|1|2010|50|68|40|51.2|40|41
470|3876|M|387608107|1|2010|55|58|48.6|70|37|40
470|3876|M|387608205|2|2010|47|14.5|77.3|80|44|45
470|3876|M|387608201|2|2010|79|19|83.3|76.9|36|39
470|3876|M|387608101|1|2010|51|72|29.7|50|37|42
470|3876|M|387607101|1|2011|53|75|37.1|52.5|35|40
470|3876|M|387606104|1|2011|56|62|51.1|70|47|50
470|3876|M|387606107|1|2011|70|59|71.8|81|39|42
470|3876|M|387606205|2|2011|67|27|78.8|83.3|33|36
470|3876|M|387606204|2|2011|57|20|73.7|80.5|38|41
470|3876|M|387608106|1|2011|70|60|55.2|71|29|32
470|3876|M|387606206|2|2011|58|21|77.4|79.4|31|34
470|3876|M|387606202|2|2011|54.5|25|82.5|87.8|40|41
470|3876|M|387606201|2|2011|58|28|70.8|82.4|48|51
470|3876|M|387606207|2|2011|61|27|78.9|77.5|38|40
470|3876|M|387606203|2|2011|63.5|20|87|81.6|46|49
470|3876|M|387606106|1|2011|54.5|62.5|56.5|68|46|50
470|3876|M|387608104|1|2011|73|60|59.6|62.7|47|51
470|3876|M|387607207|2|2011|47|20|73|76.7|37|43
470|3876|M|387606102|1|2011|62|45|67.7|72.7|31|33
470|3876|M|387608105|1|2011|55|62|44.4|56.2|45|48
470|3876|M|387606103|1|2011|71|62|61|66.7|41|45
470|3876|M|387607204|2|2011|51.5|21.5|73.7|79.5|38|39
470|3876|M|387607107|1|2011|51|63|42.4|61.8|33|34
470|3876|M|387608102|1|2011|59|58|51.4|57.9|37|38
470|3876|M|387607205|2|2011|44.5|30|65.9|68.1|44|47
470|3876|M|387606105|1|2011|72|55|54.5|80.6|33|36
470|3876|M|387608103|1|2011|57|47.5|55.3|63.4|38|42
470|3876|M|387607206|2|2011|39|18.5|69.4|85.4|36|41
470|3876|M|387607202|2|2011|60|23|81.1|81.6|37|38
470|3876|M|387608206|2|2011|43|21|70.2|72.9|47|48
470|3876|M|387606101|1|2011|73|52|65.9|79.5|41|44
470|3876|M|387607203|2|2011|58|37.5|60|68.8|30|32
470|3876|M|387607106|1|2011|60|67|40.5|62.8|37|43
470|3876|M|387607102|1|2011|57.5|55|40.6|62.5|32|32
470|3876|M|387608101|1|2011|64|56|66|66.7|47|51
470|3876|M|387608203|2|2011|52|16|73.8|77.8|42|45
470|3876|M|387607103|1|2011|65|58.5|43.2|66.7|44|48
470|3876|M|387608205|2|2011|46|15|72.7|77.1|33|35
470|3876|M|387607201|2|2011|53|30|73|71.8|37|39
470|3876|M|387607104|1|2011|54|71|33.3|48.4|27|31
470|3876|M|387608202|2|2011|41|18.5|76.3|85|38|40
470|3876|M|387607105|1|2011|56.5|73|36.1|46.2|36|39
470|3876|M|387608204|2|2011|72.5|26.5|72.2|71.8|36|40
470|3876|M|387608201|2|2011|52|12|82.1|83.3|39|43
470|3876|M|387606207|2|2012|50|23|80|82.9|30|35
470|3876|M|387606204|2|2012|53.5|23.5|81.8|80.9|44|47
470|3876|M|387606206|2|2012|64|34|78.8|75|33|36
470|3876|M|387606107|1|2012|61|61|62.1|71|29|31
470|3876|M|387606201|2|2012|59|22.5|73.3|79.4|30|34
470|3876|M|387607108|1|2012|66.5|58.5|61.9|72.7|42|44
470|3876|M|387606104|1|2012|62|54|61.5|70.6|26|34
470|3876|M|387607101|1|2012|64|40.5|59.4|71.9|32|32
470|3876|M|387606202|2|2012|45|18|78.1|83.8|32|37
470|3876|M|387606105|1|2012|60.5|44|65.6|77.8|32|36
470|3876|M|387606203|2|2012|56|25|82.9|81.6|35|38
470|3876|M|387606205|2|2012|60|20|81.1|78.6|37|42
470|3876|M|387606106|1|2012|71|47|81.5|93.1|27|29
470|3876|M|387607207|2|2012|61|21|86.5|84.6|37|39
470|3876|M|387607203|2|2012|67|17.5|92.1|87.5|38|40
470|3876|M|387607106|1|2012|69|58|65.9|75.6|41|41
470|3876|M|387606103|1|2012|66|57|63.6|72|44|50
470|3876|M|387607204|2|2012|66|12|93.1|93.1|29|29
470|3876|M|387607107|1|2012|71|49|62.2|71.8|37|39
470|3876|M|387607103|1|2012|71|55|64.4|77.8|45|45
470|3876|M|387607205|2|2012|64.5|17|91.7|91.9|36|37
470|3876|M|387608107|1|2012|70|55.5|65.8|75|38|40
470|3876|M|387607104|1|2012|68|54|60.9|64.3|23|28
470|3876|M|387607206|2|2012|71.5|17.5|88.1|84.1|42|44
470|3876|M|387607202|2|2012|65|19|76.9|81.5|26|27
470|3876|M|387607105|1|2012|56|58|50|80|38|40
470|3876|M|387608104|1|2012|62.5|49.5|56.2|70.6|32|34
470|3876|M|387606102|1|2012|60|53|59.5|67.5|37|40
470|3876|M|387608202|2|2012|48|16|80.8|92.3|26|26
470|3876|M|387608105|1|2012|67|69|59.3|60.7|27|28
470|3876|M|387608101|1|2012|64|59|57.1|72.7|42|44
470|3876|M|387608203|2|2012|55|19.5|78.3|73.5|46|49
470|3876|M|387608106|1|2012|78|53|57.6|62.9|33|35
470|3876|M|387608102|1|2012|76|51|71.4|76.3|35|38
470|3876|M|387608204|2|2012|46|19|67.7|74.2|31|31
470|3876|M|387607201|2|2012|71|13|88.4|89.1|43|46
470|3876|M|387608103|1|2012|81|59|65.9|76.7|41|43
470|3876|M|387608205|2|2012|56|15|80.5|83.7|41|43
470|3876|M|387608201|2|2012|57|22|80.6|73.7|36|38
470|3876|M|387606101|1|2012|59|58|58.5|67.4|41|43
470|3876|M|387608206|2|2012|43.5|12|76.3|75|38|40
470|3876|M|387607208|2|2012|70|12|91.4|88.6|35|35
470|3876|M|387608207|2|2012|54.5|25.5|63.9|63.2|36|38
470|3876|M|387607102|1|2012|57|54|48.7|72.1|39|43
470|3923|E|392304001|1|2010|71.5|37|75|100|8|8
470|3923|E|392305002|2|2010|52|32|71.4|71.4|7|7
470|3923|E|392304003|2|2010|83.5|33|87.5|100|8|9
470|3923|E|392304001|2|2010|89.5|25|100|100|6|7
470|3923|E|392305003|1|2010|35|50.5|25|55.6|8|9
470|3923|E|392304002|2|2010|80|37|81.8|100|11|11
470|3923|E|392304002|1|2010|59|32|57.1|100|7|7
470|3923|E|392305003|2|2010|63|38|71.4|87.5|7|8
470|3923|E|392304003|1|2010|73|36|81.8|100|11|12
470|3923|M|392307101|1|2010|30|67|25|47.6|16|21
470|3923|M|392306202|2|2010|63|19|76.2|92.9|21|28
470|3923|E|392305001|1|2010|36|43|57.1|77.8|7|9
470|3923|M|392307201|2|2010|35.5|27.5|68.8|76.2|16|21
470|3923|M|392306102|1|2010|42|50|39.1|61.5|23|26
470|3923|M|392306101|1|2010|57.5|48.5|54.5|84.6|22|26
470|3923|M|392306201|2|2010|50|22|76.9|93.5|26|31
470|3923|E|392305002|1|2010|47.5|36|60|80|10|10
470|3923|E|392305001|2|2010|81|25|85.7|88.9|7|9
470|3923|E|392304005|2|2011|68|26|100|93.3|14|15
470|3923|E|392305002|2|2011|48.5|10|100|100|6|6
470|3923|E|392305003|2|2011|47|23|77.8|100|9|10
470|3923|E|392305003|1|2011|31.5|35.5|50|83.3|6|6
470|3923|E|392304004|1|2011|65|33|100|100|10|10
470|3923|E|392304002|2|2011|71|23|92.3|93.3|13|15
470|3923|E|392304001|1|2011|65.5|58|60|71.4|10|14
470|3923|M|392306201|2|2011|62|24|73.3|75|15|20
470|3923|E|392304003|1|2011|65|45|77.8|88.9|9|9
470|3923|M|392307101|1|2011|60.5|73.5|33.3|51.9|24|27
470|3923|M|392306102|1|2011|38.5|66|30|57.7|20|26
470|3923|E|392304003|2|2011|63.5|32|83.3|85.7|6|7
470|3923|M|392307201|2|2011|60|24.5|87.5|88.9|24|27
470|3923|E|392304001|2|2011|61|27|90.9|75|11|12
470|3923|E|392305001|2|2011|38|15|88.9|100|9|10
470|3923|E|392305001|1|2011|59.5|36|64.3|100|14|16
470|3923|M|392308201|2|2011|64|37|61.5|73.3|13|15
470|3923|E|392304005|1|2011|71.5|54|75|70|8|10
470|3923|E|392304004|2|2011|61|36|92.3|85.7|13|14
470|3923|M|392306202|2|2011|52|24|82.6|84|23|25
470|3923|E|392305002|1|2011|23|43|0|100|3|3
470|3923|M|392306101|1|2011|32|53|30.8|76.5|13|17
470|3923|E|392304002|1|2011|44.5|43|70|100|10|10
470|3923|M|392308101|1|2011|53|88|46.2|53.3|13|15
470|3923|E|392305001|2|2012|64|7|66.7|100|3|7
470|3923|E|392304002|2|2012|39.5|33|60|58.3|10|12
470|3923|E|392304007|1|2012|54|26|76.9|93.8|13|16
470|3923|E|392305002|1|2012|16|52|33.3|55.6|3|9
470|3923|E|392304004|1|2012|67.5|37|87.5|100|8|8
470|3923|E|392305002|2|2012|32|11|60|92.3|5|13
470|3923|E|392304008|2|2012|61|27|75|78.6|12|14
470|3923|E|392305003|2|2012|53|16|88.9|80|9|10
470|3923|E|392305004|1|2012|33|22|66.7|83.3|9|12
470|3923|E|392304005|2|2012|68|25|88.9|92.3|9|13
470|3923|E|392304002|1|2012|58|51|63.6|100|11|13
470|3923|E|392305005|2|2012|62|11|85.7|91.7|7|12
470|3923|E|392304003|1|2012|57.5|25.5|75|80|8|10
470|3923|E|392304001|1|2012|33|34|55.6|81.8|9|11
470|3923|E|392305005|1|2012|38|30|71.4|60|7|10
470|3923|E|392304003|2|2012|75.5|21|100|100|4|6
470|3923|E|392304001|2|2012|56|18|100|100|5|6
470|3923|E|392305003|1|2012|40.5|18.5|75|81.2|12|16
470|3923|M|392306101|1|2012|14.5|31|33.3|76.2|12|21
470|3923|E|392304004|2|2012|50|19|80|71.4|5|7
470|3923|M|392306201|2|2012|51.5|14|75|100|12|20
470|3923|E|392304005|1|2012|55|43|61.5|81.2|13|16
470|3923|E|392305004|2|2012|45|11|92.3|82.4|13|17
470|3923|M|392306202|2|2012|47.5|13.5|75|100|12|21
470|3923|E|392304006|1|2012|57|41|60|50|5|6
470|3923|E|392304006|2|2012|57|21|84.6|80|13|15
470|3923|M|392307101|1|2012|68|70|40|53.8|25|26
470|3923|E|392304007|2|2012|68|18|68.8|88.2|16|17
470|3923|E|392304008|1|2012|74|40.5|75|100|8|11
470|3923|M|392307201|2|2012|42|19|72|65.4|25|26
470|3923|M|392306102|1|2012|20.5|32.5|28.6|80|14|20
470|3923|M|392308101|1|2012|76|69|47.4|50|19|24
470|3923|E|392305001|1|2012|70.5|25.5|75|100|8|12
470|3923|M|392308201|2|2012|38|19|78.9|87.5|19|24
2690|3933|E|393304001|1|2010|43|31|66.7|90|9|10
2690|3933|E|393305003|2|2010|33|30.5|50|68.8|14|16
2690|3933|E|393305010|2|2010|33|29|66.7|88.9|9|9
2690|3933|E|393304001|2|2010|13|23.5|28.6|75|14|16
2690|3933|E|393305004|1|2010|32.5|35|33.3|66.7|12|15
2690|3933|M|393307103|1|2010|36|61|27.3|61.5|33|39
2690|3933|E|393304002|1|2010|40|29|50|100|8|11
2690|3933|E|393305004|2|2010|16|35|47.1|70|17|20
2690|3933|E|393304004|2|2010|8|27|20|66.7|5|6
2690|3933|E|393304002|2|2010|45|24|75|92.9|12|14
2690|3933|E|393305005|1|2010|8|35|22.2|69.2|9|13
2690|3933|M|393306101|1|2010|22|47|25.9|54.1|27|37
2690|3933|E|393304003|1|2010|7|35|28.6|75|7|8
2690|3933|E|393305005|2|2010|20|22|36.4|58.3|11|12
2690|3933|M|393306102|1|2010|18|39.5|26.9|74.2|26|31
2690|3933|E|393304003|2|2010|44|32|76.5|94.4|17|18
2690|3933|E|393305006|1|2010|21|30|33.3|72.7|9|11
2690|3933|M|393306103|1|2010|22.5|51|26.7|61.5|30|39
2690|3933|E|393304004|1|2010|14|31|27.3|75|11|12
2690|3933|E|393305006|2|2010|18|21|28.6|75|7|8
2690|3933|M|393306104|1|2010|14.5|48|25|53.3|24|30
2690|3933|M|393306204|2|2010|45|25|62.5|87.1|24|31
2690|3933|E|393305007|1|2010|14|44.5|8.3|69.2|12|13
2690|3933|M|393308101|1|2010|53.5|69|38.5|48.5|26|33
2690|3933|E|393304005|1|2010|51|30|66.7|100|12|14
2690|3933|M|393306201|2|2010|40.5|26.5|61.5|79.4|26|34
2690|3933|E|393305001|1|2010|3.5|26|16.7|75|6|8
2690|3933|E|393304005|2|2010|34.5|32|64.3|85.7|14|14
2690|3933|M|393306202|2|2010|51|25|59.3|85.7|27|35
2690|3933|E|393305001|2|2010|47|32|77.8|77.8|9|9
2690|3933|E|393304006|1|2010|4|29|10|90|10|10
2690|3933|M|393306203|2|2010|35.5|22|67.9|87.5|28|32
2690|3933|E|393305002|1|2010|18|43|33.3|64.7|15|17
2690|3933|E|393304006|2|2010|47|40|80|91.7|10|12
2690|3933|M|393308104|1|2010|56.5|71.5|40.9|57.7|22|26
2690|3933|E|393305002|2|2010|28.5|30.5|60|92.3|10|13
2690|3933|E|393304007|1|2010|30|30|40|88.9|15|18
2690|3933|E|393305009|2|2010|39.5|32.5|50|90|8|10
2690|3933|E|393305003|1|2010|10|44|0|66.7|9|9
2690|3933|E|393304007|2|2010|48|30|60|44.4|5|9
2690|3933|E|393305010|1|2010|54|40|57.1|100|7|8
2690|3933|M|393307202|2|2010|35|27|55.2|66.7|29|33
2690|3933|M|393307102|1|2010|39.5|67|25|57.9|32|38
2690|3933|M|393308203|2|2010|31|21|74.2|78.4|31|37
2690|3933|M|393307203|2|2010|32|27.5|58.3|68.8|24|32
2690|3933|M|393308204|2|2010|41|18|78.8|81.6|33|38
2690|3933|M|393308201|2|2010|48|21|81.5|81.2|27|32
2690|3933|M|393307201|2|2010|32|25|50|76.2|32|42
2690|3933|E|393305009|1|2010|16|35|23.1|78.6|13|14
2690|3933|M|393308202|2|2010|31|21|64.5|78.8|31|33
2690|3933|M|393308102|1|2010|49|69|33.3|53.8|36|39
2690|3933|E|393305008|1|2010|16|40.5|12.5|88.9|8|9
2690|3933|E|393305007|2|2010|26|36|41.7|83.3|12|12
2690|3933|M|393308103|1|2010|53.5|71|26.5|57.1|34|35
2690|3933|E|393305008|2|2010|13|45|16.7|16.7|6|6
2690|3933|M|393307101|1|2010|32.5|54.5|26.9|66.7|26|33
2690|3933|M|393307102|1|2011|73|83|45.9|48.8|37|41
2690|3933|M|393307104|1|2011|61.5|80|41.2|37.1|34|35
2690|3933|E|393304009|1|2011|36.5|47.5|42.9|81.2|14|16
2690|3933|E|393304009|2|2011|57|36.5|68.8|64.7|16|17
2690|3933|E|393304002|1|2011|35|53|14.3|57.1|7|7
2690|3933|E|393305004|2|2011|36.5|19.5|66.7|76.9|12|13
2690|3933|E|393304004|2|2011|45|39|53.8|78.6|13|14
2690|3933|E|393304004|1|2011|41|46|42.9|78.6|14|14
2690|3933|E|393304013|2|2011|33.5|50|33.3|46.2|12|13
2690|3933|E|393304010|2|2011|28|34|36.4|63.6|11|11
2690|3933|E|393304003|1|2011|22|59|18.2|72.7|11|11
2690|3933|E|393304002|2|2011|26|34.5|16.7|55.6|6|9
2690|3933|M|393307202|2|2011|45|25|64.5|77.1|31|35
2690|3933|E|393304003|2|2011|48|45|57.1|62.5|7|8
2690|3933|E|393304001|2|2011|40.5|49|33.3|41.7|12|12
2690|3933|E|393304012|1|2011|35|60|16.7|50|12|14
2690|3933|M|393306203|2|2011|49|31|62.8|69.6|43|46
2690|3933|E|393304012|2|2011|31|37|41.2|55.6|17|18
2690|3933|M|393307204|2|2011|46|28|60.6|73.7|33|38
2690|3933|M|393306204|2|2011|31|22|60|78.6|25|28
2690|3933|M|393306105|1|2011|35|58|35.3|66.7|34|36
2690|3933|E|393304007|1|2011|23|61|0|42.9|6|7
2690|3933|E|393305009|2|2011|12.5|20.5|38.9|83.3|18|18
2690|3933|M|393306201|2|2011|47|27|69.8|71.7|43|46
2690|3933|E|393304001|1|2011|26.5|59|22.2|52.6|18|19
2690|3933|E|393305010|1|2011|16.5|47|0|70|10|10
2690|3933|M|393306202|2|2011|50|26.5|78.9|78|38|41
2690|3933|E|393304008|1|2011|25|49|33.3|66.7|12|12
2690|3933|E|393304008|2|2011|36|36|50|60|8|10
2690|3933|E|393305004|1|2011|6|49|0|63.6|11|11
2690|3933|M|393308204|2|2011|50|23.5|79.3|81.8|29|34
2690|3933|M|393307103|1|2011|72|77|47.6|51.2|42|43
2690|3933|M|393308104|1|2011|52|75|34.5|48.4|29|31
2690|3933|E|393304013|1|2011|12.5|53.5|10|54.5|10|11
2690|3933|E|393304010|1|2011|18|64|33.3|44.4|9|9
2690|3933|E|393305005|1|2011|10|55|6.2|37.5|16|16
2690|3933|M|393308101|1|2011|36|77|31|46.9|29|32
2690|3933|M|393306101|1|2011|47|64|25.5|60|47|50
2690|3933|E|393305005|2|2011|13.5|37|25|37.5|8|8
2690|3933|E|393304011|1|2011|32|58.5|37.5|75|8|8
2690|3933|E|393304011|2|2011|28|26|71.4|80|7|10
2690|3933|E|393305006|1|2011|1.5|48|10|30|10|10
2690|3933|M|393308103|1|2011|38|71|35.7|45.5|28|33
2690|3933|M|393306103|1|2011|43|71.5|23.7|50|38|40
2690|3933|E|393305006|2|2011|37|29|42.9|87.5|7|8
2690|3933|M|393306205|2|2011|41|29|62.2|69.2|37|39
2690|3933|E|393305009|1|2011|12|49.5|6.2|62.5|16|16
2690|3933|E|393305007|1|2011|23|52|23.1|64.3|13|14
2690|3933|M|393308201|2|2011|53.5|24|68.4|74.4|38|44
2690|3933|E|393305008|1|2011|6|53|7.7|53.8|13|13
2690|3933|E|393305007|2|2011|32.5|21|50|90|10|10
2690|3933|E|393305001|1|2011|20|54.5|20|72.7|10|11
2690|3933|M|393308102|1|2011|53|67.5|35.7|51.5|28|33
2690|3933|E|393305002|1|2011|7|55|6.7|46.7|15|15
2690|3933|E|393305001|2|2011|24.5|38|21.4|46.7|14|15
2690|3933|E|393305010|2|2011|15.5|28.5|30|80|10|10
2690|3933|E|393305008|2|2011|14|25|38.5|61.5|13|13
2690|3933|M|393307101|1|2011|78|76|56.4|56.8|39|44
2690|3933|E|393305003|2|2011|28|38|23.1|46.2|13|13
2690|3933|E|393305003|1|2011|4|55|0|14.3|7|7
2690|3933|E|393305002|2|2011|14|22.5|42.9|92.9|14|14
2690|3933|M|393306104|1|2011|47|67|33.3|58.5|39|41
2690|3933|M|393307203|2|2011|35.5|30|50|64.4|42|45
2690|3933|M|393308203|2|2011|50|27|69|72.4|29|29
2690|3933|E|393304007|2|2011|52.5|49.5|50|66.7|6|6
2690|3933|M|393307201|2|2011|33|28|48.8|71.1|43|45
2690|3933|M|393308202|2|2011|39|24|57.1|76|21|25
2690|3933|E|393304006|1|2011|19|61|9.1|61.5|11|13
2690|3933|M|393306102|1|2011|39|60|36.4|72.2|33|36
2690|3933|E|393304005|2|2011|21|43|33.3|50|6|6
2690|3933|E|393304006|2|2011|36|44|38.5|64.3|13|14
2690|3933|E|393304005|1|2011|35|53|33.3|60|9|10
2690|3933|E|393304009|2|2012|69|43|66.7|77.8|9|9
2690|3933|E|393305006|1|2012|13.5|64.5|0|22.2|8|9
2690|3933|E|393304002|1|2012|51|46|40|93.8|15|16
2690|3933|E|393304009|1|2012|66|44.5|70|90|10|10
2690|3933|E|393305012|1|2012|23.5|45.5|27.8|61.1|18|18
2690|3933|E|393305007|1|2012|20.5|54.5|12.5|50|8|8
2690|3933|E|393304012|2|2012|44|29.5|60|80|10|10
2690|3933|E|393305013|2|2012|49|35.5|57.1|71.4|14|14
2690|3933|E|393304002|2|2012|39|29|53.8|76.9|13|13
2690|3933|E|393304001|2|2012|41|29|40|45.5|10|11
2690|3933|E|393305005|1|2012|23.5|53|28.6|35.7|14|14
2690|3933|E|393305005|2|2012|52|43|75|75|12|12
2690|3933|M|393306103|1|2012|38|60|27|55.3|37|38
2690|3933|M|393306102|1|2012|38|60|26.7|63.6|30|33
2690|3933|E|393305013|1|2012|24|61|9.1|30.8|11|13
2690|3933|M|393306104|1|2012|46|68|31.6|47.6|38|42
2690|3933|E|393304004|2|2012|56|46|60|60|10|10
2690|3933|E|393305006|2|2012|46|28|54.5|91.7|11|12
2690|3933|E|393304003|2|2012|29.5|22.5|61.1|83.3|18|18
2690|3933|M|393306101|1|2012|52|67|34.5|60|29|35
2690|3933|E|393305001|1|2012|18.5|60|10|20|10|10
2690|3933|E|393304013|2|2012|57|39|85.7|71.4|7|7
2690|3933|E|393305008|1|2012|27.5|50.5|30|50|10|10
2690|3933|E|393305001|2|2012|37|44|50|66.7|8|9
2690|3933|E|393305004|1|2012|27|65.5|16.7|33.3|12|12
2690|3933|E|393305008|2|2012|46|40|66.7|77.8|9|9
2690|3933|E|393305002|1|2012|7.5|53|0|50|10|10
2690|3933|E|393305004|2|2012|43|40|55.6|66.7|9|9
2690|3933|E|393305009|1|2012|12|71.5|0|0|6|6
2690|3933|E|393305002|2|2012|50|44.5|64.3|71.4|14|14
2690|3933|E|393304007|1|2012|35|51.5|37.5|58.8|16|17
2690|3933|E|393305009|2|2012|35|37|66.7|66.7|9|9
2690|3933|E|393305007|2|2012|52|39|85.7|75|7|8
2690|3933|E|393304007|2|2012|69.5|28.5|75|66.7|8|9
2690|3933|E|393305010|1|2012|14|61|15.4|14.3|13|14
2690|3933|E|393305003|2|2012|40.5|39|62.5|58.8|16|17
2690|3933|E|393304008|1|2012|44|42.5|50|50|8|8
2690|3933|E|393305010|2|2012|44.5|44.5|50|63.6|10|11
2690|3933|E|393305011|1|2012|17|56|8.3|46.2|12|13
2690|3933|E|393305011|2|2012|38.5|38|50|57.1|14|14
2690|3933|M|393307103|1|2012|28|72.5|13.3|37.5|30|32
2690|3933|E|393305012|2|2012|34.5|53.5|25|44.4|8|9
2690|3933|M|393307104|1|2012|39|72.5|11.1|35.1|36|37
2690|3933|M|393307105|1|2012|41|72|12.5|42.4|32|33
2690|3933|E|393304010|1|2012|75|42|85.7|85.7|7|7
2690|3933|E|393304010|2|2012|25|39|27.3|50|11|12
2690|3933|M|393307201|2|2012|48|27|67.7|71.9|31|32
2690|3933|E|393304003|1|2012|16|39|27.3|54.5|11|11
2690|3933|E|393304011|1|2012|49.5|45|58.3|84.6|12|13
2690|3933|M|393307202|2|2012|48|35|56.8|71.8|37|39
2690|3933|E|393304011|2|2012|48|24.5|85.7|75|14|16
2690|3933|E|393304012|1|2012|40|35|53.8|76.9|13|13
2690|3933|M|393307203|2|2012|56|30|71.7|74.5|46|47
2690|3933|E|393304004|1|2012|23.5|47.5|43.8|68.8|16|16
2690|3933|M|393307204|2|2012|50|30|70.3|72.5|37|40
2690|3933|M|393307205|2|2012|53|25.5|73.7|79.5|38|39
2690|3933|E|393304013|1|2012|36|38|55.6|72.7|9|11
2690|3933|M|393306105|1|2012|44|60|35.9|56.1|39|41
2690|3933|M|393308101|1|2012|68|77|46.8|56.2|47|48
2690|3933|E|393304005|1|2012|39|48.5|50|80|10|10
2690|3933|M|393306201|2|2012|61|28|79.3|87.5|29|32
2690|3933|M|393308102|1|2012|64|77|45.2|56.2|31|32
2690|3933|E|393304005|2|2012|28|43|22.2|70|9|10
2690|3933|M|393306202|2|2012|48|25|80|82.5|35|40
2690|3933|M|393308103|1|2012|63|70|40|44.4|25|27
2690|3933|E|393304006|1|2012|50|42|53.8|92.3|13|13
2690|3933|M|393306203|2|2012|59.5|31.5|80.6|84.2|36|38
2690|3933|M|393308104|1|2012|67.5|66|50|62.2|34|37
2690|3933|E|393304006|2|2012|27.5|32|33.3|66.7|12|12
2690|3933|M|393306204|2|2012|57.5|28.5|76.5|75|34|36
2690|3933|M|393308201|2|2012|79|20|87.2|85.4|39|41
2690|3933|M|393306205|2|2012|69|35|82.1|85.7|39|42
2690|3933|E|393305003|1|2012|19.5|49|0|50|10|10
2690|3933|M|393308202|2|2012|71|24|88.6|83.3|35|36
2690|3933|M|393307101|1|2012|37|73|18.8|42|48|50
2690|3933|E|393304001|1|2012|39|39|50|100|10|10
2690|3933|M|393308203|2|2012|75|19|84.4|91.5|45|47
2690|3933|M|393307102|1|2012|40.5|68|21.1|41.5|38|41
2690|3933|E|393304008|2|2012|14|33|45.5|54.5|11|11
2690|3933|M|393308204|2|2012|88|19|95.7|88|23|25
